comparison,objective_family,alpha,train_count,case_id,lhs_method,rhs_method,lhs_method_family,rhs_method_family,objective_difference_lhs_minus_rhs,objective_relative_difference_percent,runtime_difference_lhs_minus_rhs,runtime_ratio_lhs_over_rhs,mip_gap_difference_lhs_minus_rhs,test_expected_difference_lhs_minus_rhs,test_worst10_difference_lhs_minus_rhs
coverage_poly_vs_coverage_exp,MeanCVaR,0.01,400,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,-7.22915997,0.8724523834,-1.42e-06,0,0
path_poly_vs_path_exp,MeanCVaR,0.01,400,case04,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,-125.9349587,0.2466520299,-2.4e-07,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.01,800,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,-5.87592458,0.8166346839,6.09e-06,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.01,800,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,16.43892296,1.545345436,-7.48e-06,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.01,800,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,-20.41399536,0.5617713562,1.981e-05,0,0
path_poly_vs_path_exp,MeanCVaR,0.01,800,case00,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,1.90085218,1.06305894,6.24e-06,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.01,800,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,59.74446648,1.335054504,-7.6e-07,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.01,800,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,11.81260676,1.259836737,7.99e-06,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.01,800,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,180.7828898,4.156442357,-4.6e-07,0,0
path_poly_vs_path_exp,MeanCVaR,0.01,800,case01,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,132.85103,3.922265915,8.29e-06,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.01,800,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,-55.27737847,0.5683835287,1.01e-06,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.01,800,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,39.78340691,1.763092187,1.17e-05,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.01,800,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,-19.12466019,0.791937534,1.54e-06,0,0
path_poly_vs_path_exp,MeanCVaR,0.01,800,case02,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,75.93612519,2.456543528,1.223e-05,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.01,800,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,-118.3269166,0.2893924302,-2.43e-06,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.01,800,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,-1.15850373,0.9803709257,6.447e-05,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.01,800,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,-9.67306054,0.8328232552,-6.9e-07,0,0
path_poly_vs_path_exp,MeanCVaR,0.01,800,case03,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,107.4953523,2.821344377,6.621e-05,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.01,800,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,32.95829798,1.762653437,-2.1e-06,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.01,800,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,74.03653475,2.036305892,-7.12e-06,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.01,800,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,-69.30567782,0.5236044663,-5.78e-06,0,0
path_poly_vs_path_exp,MeanCVaR,0.01,800,case04,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,-28.22744105,0.604894211,-1.08e-05,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.02,100,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,47.81070986,1.214892499,-6.8e-07,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.02,100,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,10.60016473,1.132735902,5.86e-06,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,100,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,179.8381217,2.988057237,-1.5e-07,0,0
path_poly_vs_path_exp,MeanCVaR,0.02,100,case00,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,142.6275766,2.785991118,6.39e-06,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.02,100,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0.795,0.6349840256,-0.21945617,0.9998781885,0.00281513,0.515,-5.75
coverage_exp_vs_path_exp,MeanCVaR,0.02,100,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,-181.1091823,0.7579671821,-4e-08,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,100,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0.795,0.6349840256,1234.211185,3.176070007,0.02715661,0.515,-5.75
path_poly_vs_path_exp,MeanCVaR,0.02,100,case01,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,1053.321459,2.407650113,0.02434144,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.02,100,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,-0.085,-0.06979226537,-0.05336354,0.999970363,-0.00993,1.695,0.05
coverage_exp_vs_path_exp,MeanCVaR,0.02,100,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,519.0790456,1.40371929,0.02553648,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,100,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,-4.30456444,0.9976149639,0.00084201,0,0
path_poly_vs_path_exp,MeanCVaR,0.02,100,case02,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0.085,0.069841009,514.8278447,1.400412872,0.03630849,-1.695,-0.05
coverage_poly_vs_path_poly,MeanCVaR,0.02,100,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,-0.515,-0.4131568391,-0.09464406,0.9999474375,-0.01877334,2.13,-5.4
coverage_exp_vs_path_exp,MeanCVaR,0.02,100,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,5.00973131,1.002781419,0.00024735,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,100,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0.44,0.3557136505,-5.64734585,0.9968732722,0.02503739,0.505,-3.9
path_poly_vs_path_exp,MeanCVaR,0.02,100,case03,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0.955,0.7720603096,-0.54297048,0.999698541,0.04405808,-1.625,1.5
coverage_poly_vs_path_poly,MeanCVaR,0.02,100,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,569.0800323,1.462111241,0.02658027,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.02,100,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,911.8486281,3.543070289,-1.2e-06,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,100,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,530.1477478,1.417304211,0.02658194,0,0
path_poly_vs_path_exp,MeanCVaR,0.02,100,case04,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,872.9163437,3.434491372,4.7e-07,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.02,200,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0.8925,0.7130160379,1.5193131,1.000843519,0.01769132,1.28,6.55
coverage_exp_vs_path_exp,MeanCVaR,0.02,200,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0.0925,0.07389802073,0.68694398,1.000380668,0.00785898,2.58,6.75
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,200,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0.8,0.6386460703,-2.58320159,0.9985690719,0.0274332,-1.3,-0.2
path_poly_vs_path_exp,MeanCVaR,0.02,200,case00,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,-3.41557071,0.9981072726,0.01760086,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.02,200,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,-0.04928569,0.9999726358,0.00869786,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.02,200,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,-0.92902293,0.9994856353,-0.00265349,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,200,case01,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0.2525,0.1926304547,-4.17770711,0.9976857719,0.03283797,2.94,4.15
path_poly_vs_path_exp,MeanCVaR,0.02,200,case01,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0.2525,0.1926304547,-5.05744435,0.9971998851,0.02148662,2.94,4.15
coverage_poly_vs_path_poly,MeanCVaR,0.02,200,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,0.00201725,1.00000112,0.00190013,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.02,200,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,2.78447693,1.001544947,0.01166297,0,0
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,200,case02,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0,0,-4.0737776,0.9977431799,0.01885908,0,0
path_poly_vs_path_exp,MeanCVaR,0.02,200,case02,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0,0,-1.29131792,0.9992835214,0.02862192,0,0
coverage_poly_vs_path_poly,MeanCVaR,0.02,200,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,-0.5575,-0.411796207,2.24352691,1.001245492,-0.00821009,2.725,5.8
coverage_exp_vs_path_exp,MeanCVaR,0.02,200,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,-0.7225,-0.5333579404,0.167458,1.000092732,-0.02003314,4.5,11.2
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,200,case03,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0.085,0.06308445896,-2.44051582,0.9986486632,0.02258381,-0.625,-6
path_poly_vs_path_exp,MeanCVaR,0.02,200,case03,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,-0.08,-0.05905693458,-4.51658473,0.9974988922,0.01076076,1.15,-0.6
coverage_poly_vs_path_poly,MeanCVaR,0.02,200,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0.2275,0.1704151763,-0.08132317,0.99995485,-0.0007221,0.73,3.4
coverage_exp_vs_path_exp,MeanCVaR,0.02,200,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0.58,0.4369526321,2.21288646,1.00122728,0.00679492,0.34,2
coverage_poly_vs_coverage_exp,MeanCVaR,0.02,200,case04,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,0.4075,0.3056612973,-4.19780053,0.9976747278,0.01272654,-0.82,-0.3
path_poly_vs_path_exp,MeanCVaR,0.02,200,case04,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,0.76,0.5725586213,-1.9035909,0.9989442568,0.02024356,-1.21,-1.7
coverage_poly_vs_path_poly,MeanCVaR,0.02,400,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,0,0,-4.42648928,0.9975500236,-0.01168344,0,0
coverage_exp_vs_path_exp,MeanCVaR,0.02,400,case00,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,-0.0875,-0.06530459931,7.00339569,1.003882988,0.00641294,-4.355,-12.8
