objective_family,alpha,train_count,case_id,baseline,lhs_method,rhs_method,lhs_method_family,rhs_method_family,objective_difference_lhs_minus_rhs,objective_relative_difference_percent,runtime_difference_lhs_minus_rhs,runtime_ratio_lhs_over_rhs,mip_gap_difference_lhs_minus_rhs,test_expected_difference_lhs_minus_rhs,test_worst10_difference_lhs_minus_rhs
MeanCVaR,0.03,100,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,-1.805,-1.958656611,0.28472094,1.000158153,-0.02054749,-7.095,-12.45
MeanCVaR,0.03,100,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-MeanCVaR,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,-0.18,-0.195323097,12.94710821,1.007191678,-0.00341776,-5.92,-2.9
CVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0.5,0.3819709702,-0.06896774,0.9999616953,-0.00420495,-7.495,4.6
CVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-1.5,-1.145912911,2.32061812,1.001288872,-0.05716148,-7.01,-13.55
CVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0.5,0.3819709702,0.00696184,1.000003867,-0.00347174,-7.495,4.6
CVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-4.8,-3.666921314,0.72758697,1.000404102,-0.08700556,-1.685,12.6
CVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,3.3,2.521008403,0.06553104,1.000036396,0.01246976,-3.605,10.3
CVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-CVaR,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,1.3,0.9931245225,14.51813285,1.008063377,0.01702592,1.18,6.8
Expected,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,-0.3,-0.4740834387,0.54315689,1.000301672,-0.00126991,-0.32,-13.45
Expected,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-1.01,-1.59608091,-1159.628018,0.3559378451,-0.06299973,-0.93,-13.9
Expected,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0.27,0.4266750948,0.87487188,1.000485907,0.0106971,0.805,-6.9
Expected,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-1.01,-1.59608091,-1709.097098,0.0507604651,-0.06300122,-0.93,-13.9
Expected,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,-0.18,-0.2844500632,0.04960508,1.000027551,0.00136343,-2.685,-23.9
Expected,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,-1.01,-1.59608091,-665.42546,0.6304199716,-0.0630507,-0.93,-13.9
MeanCVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,1.415,1.436985884,-0.29340699,0.9998370593,0.0158369,3.705,-2.15
MeanCVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-0.655,-0.6651772113,2.14880529,1.001193318,-0.05939052,6.175,11.05
MeanCVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,2.765,2.807961816,-0.19321914,0.9998926976,0.01975879,2.715,-6.4
MeanCVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-0.265,-0.2691174977,2.26365081,1.001257097,-0.05520792,-0.345,-2.55
MeanCVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,2.025,2.056463898,0.78866361,1.000437977,0.02134394,0.62,0.4
MeanCVaR,0.03,100,case03,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-MeanCVaR,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,4.11,4.173860059,16.93560568,1.009405025,0.02456871,2.21,10.1
CVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,-3,-2.307692308,0.15490777,1.000086017,-0.02709273,-0.315,-5
CVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-6.7,-5.153846154,5.45605892,1.003029647,-0.10736061,-5.285,-12.15
CVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,-5,-3.846153846,-0.34836053,0.999806562,-0.05569378,-3.625,-8
CVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-3.2,-2.461538462,0.32078003,1.000178123,-0.09038744,-4.705,-14.35
CVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,-0.9,-0.6923076923,-0.33095997,0.9998162242,-0.02542974,1.005,-4.2
CVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-CVaR,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,-1.2,-0.9230769231,15.35210133,1.008524732,-0.01909316,-1.555,-6.75
Expected,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0.33,0.5191944619,-0.59240453,0.9996710681,0.01115863,3.4,6.75
Expected,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-0.06,-0.09439899308,-1434.096864,0.2037195361,-0.03800887,0.5,-5.5
Expected,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0.35,0.550660793,-0.46850586,0.9997398627,0.01394656,-2.02,-16.8
Expected,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-0.06,-0.09439899308,-1640.43586,0.08915007024,-0.03800935,0.5,-5.5
Expected,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0.52,0.8181246067,-0.42604443,0.9997634394,0.01833711,2.115,8.3
Expected,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,-0.06,-0.09439899308,-486.8165849,0.7296957089,-0.03802132,0.5,-5.5
MeanCVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0.07,0.07024586051,0.10290489,1.00005716,0.00137864,0.345,4.15
MeanCVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-4.66,-4.676367285,2.44410208,1.001357608,-0.10688733,-5.62,-9
MeanCVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,-1.505,-1.510286001,0.98317635,1.000546118,-0.01946376,-4.715,-12.75
MeanCVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,-4.66,-4.676367285,2.31396902,1.001285324,-0.10866058,-5.62,-9
MeanCVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,-1.005,-1.008529854,0.30792862,1.000171043,-0.01714347,-2.775,-6.7
MeanCVaR,0.03,100,case04,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-MeanCVaR,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,-1.75,-1.756146513,17.35548811,1.009640329,-0.03735685,-0.835,-1.05
CVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-2.60126232,0.7051169186,5.77e-06,0,0
CVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,0.48598738,1.055092274,-4.47e-05,0,0
CVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-2.14314579,0.7570497102,5.77e-06,0,0
CVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,9.81464827,2.112603563,-0.00061549,0,0
CVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,9.04060071,2.024856346,-0.00015752,0,0
CVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-CVaR,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,0,0,51.49083547,6.837079986,-2.8e-06,0,0
Expected,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-2.39934732,0.6625533206,-0.00067773,0,0
Expected,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,0.46889891,1.065946426,-0.00087601,0,0
Expected,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-2.05080518,0.7115726463,-0.00067773,0,0
Expected,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-2.11048246,0.7031795722,-0.00087601,0,0
Expected,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,0.27062612,1.038061136,-9.364e-05,0,0
Expected,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,0,0,19.43408003,3.73322904,-0.00087601,0,0
MeanCVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-0.04853088,0.9902176679,0.00048998,0,0
MeanCVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,3.5454586,1.714655362,0.00033054,0,0
MeanCVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,0.39018924,1.078650145,0.00048998,0,0
MeanCVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,16.39747829,4.305227082,0.00039595,0,0
MeanCVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,7.61275052,2.534496265,0.00057306,0,0
MeanCVaR,0.01,200,case00,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-MeanCVaR,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,0,0,30.41507513,7.130743292,5.896e-05,0,0
CVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0,0,49.8885119,3.239174107,1.034e-05,0,0
CVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,8.67081607,1.389177109,1.011e-05,0,0
CVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,4.3956149,1.197290853,1.034e-05,0,0
CVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,9.64665241,1.43297612,8.75e-06,0,0
CVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,2.46357839,1.110574173,6.58e-06,0,0
CVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-CVaR,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,0,0,457.1481787,21.51843853,-3.963e-05,0,0
Expected,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-1.55038575,0.8086811128,0.00080176,0,0
Expected,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,0.27843437,1.034359032,0.00089315,0,0
Expected,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,6.3442536,1.782886155,0.00080176,0,0
Expected,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-2.83670688,0.6499480188,0.0004508,0,0
Expected,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-2.14120591,0.7357734152,0.0009239,0,0
Expected,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,0,0,12.44599111,2.535845623,0.00058511,0,0
MeanCVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0,0,2.64281239,1.308354759,6.68e-06,0,0
MeanCVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,3.04749946,1.355572331,-4.12e-05,0,0
MeanCVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,3.59514706,1.419470073,6.68e-06,0,0
MeanCVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,1.80604641,1.210723625,1.932e-05,0,0
MeanCVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,0.72223004,1.084267454,-2.529e-05,0,0
MeanCVaR,0.01,200,case01,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-MeanCVaR,FPP-Branch-Benders-MeanCVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,0,0,198.5213419,24.1628249,-7.527e-05,0,0
CVaR,0.01,200,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0,0,7.56815232,1.564218619,-2.2e-06,0,0
CVaR,0.01,200,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,2.69880686,1.201200639,-1.912e-05,0,0
CVaR,0.01,200,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,28.68742776,3.1386965,-2.2e-06,0,0
CVaR,0.01,200,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-RootCuts,0,0,0.84075438,1.062679668,-6.37e-06,0,0
CVaR,0.01,200,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-0.57441412,0.957176451,-1.113e-05,0,0
CVaR,0.01,200,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-Combinatorial-CVaR,FPP-Branch-Benders-CVaR-RootCuts,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-RootCuts,0,0,139.8938192,11.429322,-3.014e-05,0,0
Expected,0.01,200,case02,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-RootCuts,0,0,-2.54235456,0.6539220272,-2.631e-05,0,0
