objective_family,alpha,train_scenario_count,method_family,method,projected_llbi_family_reconstructed,projected_llbi_variant_reconstructed,runs,solved_to_optimality,time_limited_with_incumbent,failed_or_without_incumbent,status_counts,avg_objective_value,avg_best_bound,avg_mip_gap,avg_runtime,avg_train_expected_burned_area,avg_test_expected_burned_area,avg_train_worst10_burned_area,avg_test_worst10_burned_area,avg_lazy_benders_cuts_added,avg_root_user_cuts_added,avg_standard_llbi_cut_count,avg_projected_llbi_cut_count,avg_root_separation_time,avg_subproblem_solving_time,avg_combinatorial_cut_count
CVaR,0.01,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,228.8,228.5752319,0.000981676,23.20257038,106.367,113.007,228.8,255.17,204.6,40,0,318.6,4.721167558,4.584769734,0
CVaR,0.01,200,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,228.8,228.5725766,0.000993948,26.80201337,106.367,113.007,228.8,255.17,333.2,56.2,0,200,0,7.94287613,0
CVaR,0.01,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,228.8,228.6012619,0.000861474,23.9190043,106.367,113.007,228.8,255.17,168.8,2.6,0,335.4,1.713313758,6.798772592,0
CVaR,0.01,200,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,228.8,228.5804862,0.000957478,20.8003014,106.367,113.007,228.8,255.17,250.4,44.8,0,200,0,6.395841652,0
CVaR,0.01,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,5,0,0,Optimal:5,228.8,228.5735415,0.000989698,27.35665824,106.367,113.007,228.8,255.17,2239.2,50,0,0,0,10.82963168,0
CVaR,0.01,200,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,4,0,0,Feasible:1;Optimal:4,228.84,226.6710304,0.00916889,990.9969253,106.164,112.879,228.84,255.66,0,0,0,0,0,0,0
CVaR,0.01,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,2,0,0,Feasible:3;Optimal:2,238.45,233.5124361,0.020360732,1330.899142,109.738,107.745,238.45,247.22,252.2,0,0,0,0,0,8996
CVaR,0.01,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,237.55,237.3199367,0.000968194,71.31761389,110.1315,108.275,237.55,246.72,646,101.2,400,0,0,17.91620038,0
CVaR,0.01,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,237.55,237.3184291,0.000974644,58.224094,110.1315,108.275,237.55,246.72,428.6,84.2,0,684.6,10.6498603,8.013382624,0
CVaR,0.01,400,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,237.55,237.3199367,0.000968194,71.6546565,110.1315,108.275,237.55,246.72,646,101.2,0,400,0,14.29947281,0
CVaR,0.01,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,237.55,237.3226269,0.000956832,76.58075668,110.1315,108.275,237.55,246.72,446,4.4,0,729.2,3.969890948,13.23082171,0
CVaR,0.01,400,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,237.55,237.3138227,0.000994228,70.70492138,110.1315,108.275,237.55,246.72,540.4,86.2,0,400,0,13.45349532,0
CVaR,0.01,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,5,0,0,Optimal:5,237.55,237.3138097,0.000994246,115.0717359,110.1315,108.275,237.55,246.72,4446.8,83.8,0,0,0,34.5289477,0
CVaR,0.01,400,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,543.615,180.8769497,0.27729226,1800.19342,117.5515,117.357,263.83,269.81,0,0,0,0,0,0,0
CVaR,0.01,800,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,2,0,0,Feasible:3;Optimal:2,241.38,238.9635755,0.009985414,1578.230549,107.40725,111.368,241.38,247.51,363,0,0,0,0,0,12212.6
CVaR,0.01,800,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,241.225,240.9846363,0.000996428,232.6675833,107.6125,111.806,241.225,246.41,1466,246.2,800,0,0,41.27139273,0
CVaR,0.01,800,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,241.225,240.9848183,0.000995676,186.0810358,107.6125,111.806,241.225,246.41,3107.4,181.4,0,1000,24.98958501,30.38402428,0
CVaR,0.01,800,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,241.225,240.9846363,0.000996428,173.3647779,107.6125,111.806,241.225,246.41,1466,246.2,0,800,0,35.41138244,0
CVaR,0.01,800,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,241.225,240.9843616,0.000997564,137.6307889,107.6125,111.806,241.225,246.41,3073.6,163,0,1000,3.962506888,27.43224573,0
CVaR,0.01,800,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,241.225,240.984461,0.000997154,234.3847703,107.6125,111.806,241.225,246.41,1295.6,201.2,0,800,0,47.83275895,0
CVaR,0.01,800,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,5,0,0,Optimal:5,241.225,240.984208,0.000998204,205.6641,107.6125,111.806,241.225,246.41,9185.8,206.6,0,0,0,48.07368638,0
CVaR,0.01,800,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,1720.325,0,1,1800.494896,136.6525,140.015,311.82,308.65,0,0,0,0,0,0,0
CVaR,0.02,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,0,0,0,Feasible:5,161.8,144.0319532,0.109378816,1805.584426,83.998,98.828,161.8,227.83,150.6,0,0,0,0,0,26566.4
CVaR,0.02,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,2,0,0,Feasible:3;Optimal:2,160.6,153.9578396,0.040433822,1533.746857,83.992,99.016,160.6,222.14,1125,52.2,100,0,0,14.50369372,0
CVaR,0.02,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,3,0,0,Feasible:2;Optimal:3,160.3,156.7006031,0.022128694,1235.775596,84.222,98.98,160.3,222.77,530.8,29.6,0,365.6,3.860872154,9.129835678,0
CVaR,0.02,100,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,2,0,0,Feasible:3;Optimal:2,160.6,154.0234308,0.04005464,1376.409738,83.992,99.016,160.6,222.14,1112.6,52.2,0,100,0,14.27995325,0
CVaR,0.02,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,4,0,0,Feasible:1;Optimal:4,160.14,158.1550579,0.012264194,1048.975603,84.558,99.081,160.14,221.99,322,10,0,378.6,0.80504844,6.07826903,0
CVaR,0.02,100,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,2,0,0,Feasible:3;Optimal:2,160.56,155.7802491,0.029182258,1480.222779,83.762,98.573,160.56,221.34,953.2,51.8,0,100,0,11.78975763,0
CVaR,0.02,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,1,0,0,Feasible:4;Optimal:1,160.86,154.479483,0.039082726,1641.810249,84.394,98.868,160.86,219.95,2720.6,48.2,0,0,0,26.11955082,0
CVaR,0.02,100,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,162.44,146.8712597,0.09465063,1800.025973,85.314,99.056,162.44,219.08,0,0,0,0,0,0,0
CVaR,0.02,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,0,0,0,Feasible:5,179.54,155.6795084,0.13234192,1814.463882,88.35,96.773,179.54,216.9,264.6,0,0,0,0,0,23420.6
CVaR,0.02,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,177.22,165.6852986,0.064642134,1800.761819,87.41,94.942,177.22,212.81,2782.8,94.6,200,0,0,22.47312004,0
CVaR,0.02,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,176.53,166.5419108,0.05612932,1807.970564,87.787,96.666,176.53,213.7,1056.2,56.8,0,678.4,7.083723936,18.60433874,0
CVaR,0.02,200,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,177.12,164.7043313,0.069639846,1801.387644,87.15,95.315,177.12,212.8,2577.6,94.6,0,200,0,27.50160462,0
CVaR,0.02,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,176.41,168.3607595,0.04556349,1802.64914,87.515,95.644,176.41,211.78,1106.6,15.4,0,721.6,1.874961872,16.38178497,0
CVaR,0.02,200,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,177.01,165.484531,0.064624254,1801.153842,88.026,96.417,177.01,215.93,2606,83.4,0,200,0,28.72152224,0
CVaR,0.02,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,0,0,0,Feasible:5,178.66,162.7585676,0.088313132,1800.778647,87.73,96.41,178.66,221.6,6023.8,82.2,0,0,0,35.34466593,0
CVaR,0.02,200,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,180.53,156.4768827,0.132995578,1800.081175,89.201,96.679,180.47,219.95,0,0,0,0,0,0,0
CVaR,0.02,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,0,0,0,Feasible:5,192.17,166.7912813,0.131703722,1879.633615,89.7095,89.56,192.17,203.04,394.2,0,0,0,0,0,23126.2
CVaR,0.02,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,188.18,172.4914621,0.083116484,1802.315935,90.183,92.166,188.18,205.48,4644.4,157.8,400,0,0,48.20069191,0
CVaR,0.02,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,188.01,173.3157381,0.077782266,1821.887165,90.333,92.867,188.01,209.51,2885,136.6,0,1000,19.31439446,35.81230524,0
CVaR,0.02,400,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,188.18,171.8382567,0.086676554,1805.021151,90.183,92.166,188.18,205.48,4507.4,157.8,0,400,0,65.68004914,0
CVaR,0.02,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,189.32,172.8353717,0.08687711,1806.388776,91.438,91.736,189.32,206.95,3461.6,125.2,0,1000,4.532424786,42.12631337,0
CVaR,0.02,400,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,187.53,173.2944556,0.075734632,1805.159084,89.8725,91.344,187.53,205.75,4255.8,149,0,400,0,61.22999377,0
CVaR,0.02,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,0,0,0,Feasible:5,189.925,170.127238,0.103944328,1802.31362,90.512,91.003,189.925,205.53,12616.6,159.4,0,0,0,75.55124568,0
CVaR,0.02,400,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,533.78,163.9094681,0.394837368,1800.153624,102.5695,103.771,229.72,239.95,0,0,0,0,0,0,0
CVaR,0.02,800,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,0,0,0,Feasible:5,197.465,173.8462379,0.119070916,1880.508718,88.58725,91.949,197.465,208.32,831.2,0,0,0,0,0,24548.6
CVaR,0.02,800,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,193.855,177.0851138,0.086492642,1807.573347,88.25,91.809,193.855,202.17,8375.6,353.6,800,0,0,110.963147,0
CVaR,0.02,800,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,194.4225,176.3640515,0.092829316,1831.172472,88.99675,92.298,194.4225,205.36,9713.4,327.6,0,1000,26.90236429,83.75366272,0
CVaR,0.02,800,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,193.5875,176.8618503,0.086392578,1807.552332,88.709,92.053,193.5875,202.45,8428,353.6,0,800,0,114.7506363,0
CVaR,0.02,800,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,194.62,177.1103998,0.08993294,1806.817555,88.78625,92.269,194.62,203.28,11043.6,324.2,0,1000,4.178896666,63.07495082,0
CVaR,0.02,800,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,193.3475,177.5565275,0.081604596,1805.019663,88.1405,91.484,193.3475,205.08,6331.4,318.8,0,800,0,78.77908892,0
CVaR,0.02,800,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,0,0,0,Feasible:5,195.9425,174.4845348,0.109471772,1804.053903,89.4645,93.033,195.9425,203.22,19730.4,320.2,0,0,0,123.1856655,0
CVaR,0.02,800,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,1720.325,0,1,1800.403487,134.91725,138.248,308.3475,305.17,0,0,0,0,0,0,0
CVaR,0.03,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,0,0,0,Feasible:5,126.96,101.5070997,0.199216118,1811.343619,68.9,87.211,126.96,193.87,231,0,0,0,0,0,47830.8
CVaR,0.03,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,125.66,103.5691715,0.174233832,1800.537501,66.486,83.98,125.66,191.51,2310.8,60,100,0,0,20.87061171,0
CVaR,0.03,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,123.8,108.7616189,0.120315038,1803.492431,67.756,84.933,123.8,188.29,686.6,40.6,0,555,3.113412582,10.03650909,0
CVaR,0.03,100,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,125.48,103.8528897,0.170508906,1800.531482,66.776,83.317,125.48,190.95,2282.8,60,0,100,0,15.40430042,0
CVaR,0.03,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,123.9,109.3516293,0.116386468,1801.189524,68.064,85.047,123.9,189.61,322.8,31.8,0,572,0.895406298,7.16630575,0
CVaR,0.03,100,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,126.64,103.7845843,0.178126078,1800.571558,67.842,85.848,126.64,191.63,2085.8,58.4,0,100,0,17.17392492,0
CVaR,0.03,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,0,0,0,Feasible:5,128.78,101.342955,0.212173914,1800.564157,68.44,85.619,128.78,190.67,4058,57.2,0,0,0,31.78965426,0
CVaR,0.03,100,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,127.18,105.9926275,0.166118582,1800.040526,67.306,85.369,127.14,191.83,0,0,0,0,0,0,0
CVaR,0.03,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,0,0,0,Feasible:5,144.14,113.2602503,0.213026492,1827.453765,74.114,82.778,144.14,187.23,334,0,0,0,0,0,52967.6
CVaR,0.03,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,142.87,113.1880204,0.20742412,1801.65736,72.056,80.469,142.87,185.15,4458,117.8,200,0,0,54.85863725,0
CVaR,0.03,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,140.67,118.6823806,0.155462358,1808.200909,72.925,81.65,140.67,182.48,2199.6,92,0,969.6,7.389185738,25.05626166,0
CVaR,0.03,200,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,142.23,113.1162403,0.204190376,1802.150252,72.519,81.586,142.23,186.98,4300.6,117.8,0,200,0,58.78185161,0
CVaR,0.03,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,140.72,119.1219212,0.15246215,1804.221683,72.124,79.352,140.72,179.64,2067.4,69.6,0,974.8,3.134552674,28.11990643,0
CVaR,0.03,200,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,141.36,113.7272581,0.194640092,1802.059244,72.845,82.576,141.36,183.3,3769,111.2,0,200,0,53.57223722,0
CVaR,0.03,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,0,0,0,Feasible:5,145.41,112.034345,0.229124322,1800.881327,73.563,80.899,145.41,184.85,8479.2,110.2,0,0,0,48.03203958,0
CVaR,0.03,200,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,145.95,114.3706045,0.215497414,1800.056152,73.269,82.969,145.95,189.34,0,0,0,0,0,0,0
CVaR,0.03,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,0,0,0,Feasible:5,159.285,123.4604506,0.223480332,1937.660905,75.1665,76.439,159.285,174.39,612.8,0,0,0,0,0,49264.8
CVaR,0.03,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,153.785,122.8224374,0.201230774,1804.203945,76.117,78.447,153.785,173.91,8044.8,211,400,0,0,92.75525874,0
CVaR,0.03,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,153.45,124.6851766,0.187412348,1815.151392,75.5125,77.655,153.45,170.24,7570.6,187,0,1000,13.47446323,58.07620656,0
CVaR,0.03,400,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,153.035,122.9027774,0.19687219,1804.284638,75.849,78.002,153.035,174.61,7634,211,0,400,0,74.11409828,0
CVaR,0.03,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,156.675,124.3658805,0.206208294,1805.792168,75.4295,78.253,156.675,177.29,7909.8,180.8,0,1000,3.59121843,83.58111161,0
CVaR,0.03,400,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,152.89,123.9371222,0.189352192,1805.65896,75.077,78.169,152.89,176.11,6676.8,196.4,0,400,0,81.26073124,0
CVaR,0.03,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,0,0,0,Feasible:5,157.915,121.7695194,0.22890433,1802.842033,76.6675,78.725,157.915,178.99,14629.4,196.6,0,0,0,93.41834427,0
CVaR,0.03,400,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,522.32,123.0856471,0.531580966,1800.212858,89.436,91.277,199.485,212.09,0,0,0,0,0,0,0
CVaR,0.03,800,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,none,none,5,0,0,0,Feasible:5,164.89,130.2027394,0.209567046,1867.00309,75.219,77.929,164.89,174.22,800.2,0,0,0,0,0,70122.6
CVaR,0.03,800,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-CVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,160.835,128.4200211,0.201497784,1806.115051,76.026,78.5,160.835,172.88,11500.8,385.2,800,0,0,114.3905875,0
CVaR,0.03,800,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,161.2525,129.1754201,0.198820994,1832.973035,76.30075,79.815,161.2525,174.19,21847.4,424.2,0,1000,27.93746724,87.90640234,0
CVaR,0.03,800,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,160.325,128.7732232,0.196768806,1806.49997,75.981,78.497,160.325,172.57,12906.4,385.2,0,800,0,90.91718511,0
CVaR,0.03,800,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,161.615,129.4932529,0.198752054,1805.748262,75.761,79.214,161.615,171.87,19506.4,420.6,0,1000,2.4198154,79.9374441,0
CVaR,0.03,800,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,160.37,129.2328353,0.194124556,1804.500508,75.03675,77.938,160.37,172.26,12645.6,367.6,0,800,0,88.38639416,0
CVaR,0.03,800,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-CVaR-RootCuts,none,none,5,0,0,0,Feasible:5,162.4875,127.0351328,0.218119252,1804.648052,75.74925,78.722,162.4875,172.79,29318.8,394.6,0,0,0,131.0321234,0
CVaR,0.03,800,FPP-SAA-fpp_base,FPP-SAA-CVaR,none,none,5,0,0,0,Feasible:5,1720.325,0,1,1800.674527,124.818,127.966,289.0625,288.15,0,0,0,0,0,0,0
Expected,0.01,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,97.146,97.11302353,0.00034102,7.926951608,97.146,112.183,236.72,256.6,106.2,0,0,0,0,0,944
Expected,0.01,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,97.146,97.1022861,0.00044924,4.475004018,97.146,112.183,236.72,256.6,155.2,50.8,100,0,0,2.764496024,0
Expected,0.01,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,97.146,97.12050805,0.000262728,3.703975062,97.146,112.183,236.72,256.6,37,27,0,249.6,1.759807122,1.156859206,0
Expected,0.01,100,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,97.146,97.1022861,0.00044924,3.294630314,97.146,112.183,236.72,256.6,155.2,50.8,0,100,0,1.935997372,0
Expected,0.01,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,97.146,97.133,0.000134576,2.477874422,97.146,112.183,236.72,256.6,7,0,0,274.4,0.752476812,0.975578034,0
Expected,0.01,100,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,97.146,97.11634628,0.000305824,2.971176636,97.146,112.183,236.72,256.6,132.8,46.8,0,100,0,1.779354872,0
