objective_family,alpha,train_scenario_count,method_family,method,projected_llbi_family_reconstructed,projected_llbi_variant_reconstructed,runs,solved_to_optimality,time_limited_with_incumbent,failed_or_without_incumbent,status_counts,avg_objective_value,avg_best_bound,avg_mip_gap,avg_runtime,avg_train_expected_burned_area,avg_test_expected_burned_area,avg_train_worst10_burned_area,avg_test_worst10_burned_area,avg_lazy_benders_cuts_added,avg_root_user_cuts_added,avg_standard_llbi_cut_count,avg_projected_llbi_cut_count,avg_root_separation_time,avg_subproblem_solving_time,avg_combinatorial_cut_count
Expected,0.01,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,5,0,0,Optimal:5,97.146,97.10552952,0.000418174,6.785923718,97.146,112.183,236.72,256.6,982.2,48.6,0,0,0,4.414687932,0
Expected,0.01,100,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,97.146,97.12565581,0.000208798,2.737132578,97.146,112.183,236.72,256.6,0,0,0,0,0,0,0
Expected,0.01,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,102.007,101.9793414,0.00026975,16.89792505,102.007,108.627,238.82,258.49,259.4,0,0,0,0,0,1999.4
Expected,0.01,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,102.007,101.9386962,0.000669274,7.04024313,102.007,108.627,238.82,258.49,350,96.6,200,0,0,4.319751984,0
Expected,0.01,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,102.007,101.9692009,0.00036909,10.16928457,102.007,108.627,238.82,258.49,268.8,59.6,0,590.6,4.800870104,3.166297938,0
Expected,0.01,200,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,102.007,101.9386962,0.000669274,9.623273468,102.007,108.627,238.82,258.49,350,96.6,0,200,0,5.651059466,0
Expected,0.01,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,102.007,101.9557814,0.00049878,5.930557234,102.007,108.627,238.82,258.49,232.2,0,0,589.2,1.23547059,2.737892864,0
Expected,0.01,200,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,102.007,101.9340377,0.000719246,7.954600568,102.007,108.627,238.82,258.49,318.6,93,0,200,0,4.740558614,0
Expected,0.01,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,5,0,0,Optimal:5,102.007,101.9333682,0.00071905,10.03506623,102.007,108.627,238.82,258.49,2203.8,94.6,0,0,0,6.533382058,0
Expected,0.01,200,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,102.038,101.9866199,0.000504674,32.2223966,102.038,109.283,240.52,258.79,0,0,0,0,0,0,0
Expected,0.01,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,104.808,104.7727029,0.000336498,49.29735043,104.808,104.503,246.905,244.58,637.6,0,0,0,0,0,4111
Expected,0.01,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,104.799,104.7233468,0.000721022,16.24103827,104.799,104.603,247.405,244.93,607,193.4,400,0,0,9.6532578,0
Expected,0.01,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,104.799,104.7382841,0.000582734,23.52272688,104.799,104.603,247.405,244.93,1095.4,168.6,0,1000,9.191207824,8.388687468,0
Expected,0.01,400,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,104.799,104.7233468,0.000721022,17.97888893,104.799,104.603,247.405,244.93,607,193.4,0,400,0,10.84213379,0
Expected,0.01,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,104.799,104.7118946,0.000831084,22.00497632,104.799,104.603,247.405,244.93,1035,144.2,0,1000,3.127802358,10.8936209,0
Expected,0.01,400,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,104.799,104.7430106,0.000531012,21.88508051,104.799,104.603,247.405,244.93,624.2,199,0,400,0,12.65719292,0
Expected,0.01,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,5,0,0,Optimal:5,104.799,104.7113894,0.000838014,48.34543583,104.799,104.603,247.405,244.93,4408.4,187.6,0,0,0,31.62937453,0
Expected,0.01,400,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,104.808,104.7772422,0.000294094,707.6239457,104.808,104.503,246.905,244.58,0,0,0,0,0,0,0
Expected,0.01,800,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,104.18475,104.1396363,0.000435176,58.74695894,104.18475,108.14,244.9775,248.15,832,0,0,0,0,0,7414.6
Expected,0.01,800,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,104.18475,104.1049408,0.000766076,31.70906696,104.18475,108.14,244.9775,248.15,1121,399,800,0,0,19.34991566,0
Expected,0.01,800,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,104.18475,104.1098899,0.000718152,56.69280722,104.18475,108.14,244.9775,248.15,4949.2,479.8,0,1000,22.23660378,20.61000178,0
Expected,0.01,800,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,104.18475,104.1049408,0.000766076,41.68654017,104.18475,108.14,244.9775,248.15,1121,399,0,800,0,23.65750958,0
Expected,0.01,800,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,104.18475,104.1096395,0.00071954,41.88289897,104.18475,108.14,244.9775,248.15,4844.2,477.4,0,1000,2.199661716,23.39929587,0
Expected,0.01,800,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,104.18475,104.1207526,0.000615542,29.30111262,104.18475,108.14,244.9775,248.15,997.8,382.2,0,800,0,16.21805197,0
Expected,0.01,800,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,5,0,0,Optimal:5,104.18475,104.089309,0.000916094,37.18115334,104.18475,108.14,244.9775,248.15,8492.2,391.6,0,0,0,24.01249595,0
Expected,0.01,800,FPP-SAA-fpp_base,FPP-SAA,none,none,5,1,0,0,Feasible:4;Optimal:1,130.118,21.45304167,0.794164744,1726.839795,130.118,133.592,298.17,296.85,0,0,0,0,0,0,0
Expected,0.02,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,76.646,76.6255968,0.00026566,51.66270901,76.646,94.92,182.3,217.57,155.8,0,0,0,0,0,13397.8
Expected,0.02,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,76.646,76.569913,0.00099266,55.98383091,76.646,94.92,182.3,217.57,1335.8,65.8,100,0,0,8.852650958,0
Expected,0.02,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,76.646,76.57248686,0.000959186,9.581258742,76.646,94.92,182.3,217.57,161.4,39.2,0,513.2,2.905125586,2.458798232,0
Expected,0.02,100,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,76.646,76.569913,0.00099266,31.74460355,76.646,94.92,182.3,217.57,1335.8,65.8,0,100,0,5.043685162,0
Expected,0.02,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,76.646,76.59196229,0.000701248,8.590232452,76.646,94.92,182.3,217.57,97.4,7,0,516,1.120136136,2.852764776,0
Expected,0.02,100,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,76.646,76.57025616,0.000988082,77.91266675,76.646,94.92,182.3,217.57,1456,64.4,0,100,0,11.58803752,0
Expected,0.02,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,5,0,0,Optimal:5,76.646,76.5696452,0.000996168,99.21497853,76.646,94.92,182.3,217.57,3240.6,65.4,0,0,0,15.20243942,0
Expected,0.02,100,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,76.646,76.631,0.000194628,15.58711166,76.646,94.92,182.3,217.57,0,0,0,0,0,0,0
Expected,0.02,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,82.08,82.04023761,0.00048383,171.0051336,82.08,92.945,193.78,218.31,301.8,0,0,0,0,0,27904.2
Expected,0.02,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,82.08,81.99801212,0.00099888,370.7362589,82.08,92.945,193.78,218.31,5013.4,127,200,0,0,26.95744195,0
Expected,0.02,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,82.08,82.00064354,0.000966758,39.45523794,82.08,92.945,193.78,218.31,655.2,92.2,0,975.8,7.047833786,7.187093258,0
Expected,0.02,200,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,82.08,81.99801212,0.00099888,238.0155261,82.08,92.945,193.78,218.31,5013.4,127,0,200,0,18.87297521,0
Expected,0.02,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,82.08,82.00204017,0.000949546,25.87399495,82.08,92.945,193.78,218.31,529.6,69.8,0,975,2.315141472,6.4754528,0
Expected,0.02,200,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,5,0,0,Optimal:5,82.08,81.99802266,0.000998748,264.9223859,82.08,92.945,193.78,218.31,4793.4,124.8,0,200,0,26.26467019,0
Expected,0.02,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,5,0,0,Optimal:5,82.08,81.99820069,0.00099657,698.8356343,82.08,92.945,193.78,218.31,9344.6,129.4,0,0,0,34.74682522,0
Expected,0.02,200,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,82.08,82.05378896,0.000318036,144.2466493,82.08,92.945,193.78,218.31,0,0,0,0,0,0,0
Expected,0.02,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,4,0,0,Feasible:1;Optimal:4,85.5005,85.14190409,0.004184384,992.5360178,85.5005,88.205,202.075,205.15,584.6,0,0,0,0,0,59040.4
Expected,0.02,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,2,0,0,Feasible:3;Optimal:2,85.5405,84.87934729,0.007674204,1515.933693,85.5405,87.722,202.35,205,11486.2,259.8,400,0,0,68.7227454,0
Expected,0.02,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,2,0,0,Feasible:3;Optimal:2,85.628,84.71308427,0.010540284,1497.579449,85.628,87.87,200.46,204.96,11225.2,294.2,0,1000,15.61514234,66.07382864,0
Expected,0.02,400,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,2,0,0,Feasible:3;Optimal:2,85.5405,84.92630359,0.00713286,1425.404487,85.5405,87.765,202.435,204.41,11695.4,259.8,0,400,0,70.58896925,0
Expected,0.02,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,2,0,0,Feasible:3;Optimal:2,85.5005,84.91619561,0.00676219,1272.940211,85.5005,88.205,202.075,205.15,10006.6,293.6,0,1000,1.880346842,53.35949047,0
Expected,0.02,400,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,3,0,0,Feasible:2;Optimal:3,85.566,85.03848561,0.006104538,1535.948246,85.566,88,199.09,203.84,9919.2,251.6,0,400,0,73.73040391,0
Expected,0.02,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,1,0,0,Feasible:4;Optimal:1,85.655,84.54990867,0.01283705,1664.531712,85.655,88.659,200.435,207.38,18123.6,258.6,0,0,0,69.53293888,0
Expected,0.02,400,FPP-SAA-fpp_base,FPP-SAA,none,none,5,4,0,0,Feasible:1;Optimal:4,85.6255,85.26179634,0.00421582,1394.881938,85.6255,87.647,201.845,205.09,0,0,0,0,0,0,0
Expected,0.02,800,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,86.00025,85.9350891,0.000756756,1148.542578,86.00025,89.62,202.47,206.43,880,0,0,0,0,0,87196.8
Expected,0.02,800,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,86.3105,84.71040046,0.01852662,1805.86925,86.3105,90.052,203.7175,209.56,19657,499.4,800,0,0,145.6032761,0
Expected,0.02,800,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,86.402,83.74247454,0.030774792,1837.768396,86.402,89.996,205.2925,208.46,24321.6,625.6,0,1000,32.727848,105.1905529,0
Expected,0.02,800,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,86.2,84.79176931,0.016330314,1804.764108,86.2,90.009,203.86,208.78,19083.6,499.4,0,800,0,108.9599137,0
Expected,0.02,800,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,86.2255,84.05607736,0.025167304,1807.411946,86.2255,89.756,202.275,206.82,22726.4,608.6,0,1000,2.900680556,103.7893571,0
Expected,0.02,800,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,86.18525,84.84482517,0.015528046,1808.754904,86.18525,89.837,203.4675,207.22,15764.8,495.4,0,800,0,131.1761687,0
Expected,0.02,800,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,0,0,0,Feasible:5,86.30875,84.29959767,0.02323893,1804.335901,86.30875,89.393,201.7975,204.96,28823,493,0,0,0,160.6751702,0
Expected,0.02,800,FPP-SAA-fpp_base,FPP-SAA,none,none,5,0,0,0,Feasible:5,136.6405,1,0.992681198,1800.376529,134.91725,138.248,308.3475,305.17,0,0,0,0,0,0,0
Expected,0.03,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,62.16,62.12100284,0.000625738,687.8787012,62.16,83.045,149.12,191.56,156,0,0,0,0,0,56365.8
Expected,0.03,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,62.552,59.90396366,0.04212405,1800.528367,62.552,83.39,151.5,192.39,6833.4,72.6,100,0,0,23.6134247,0
Expected,0.03,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,62.16,62.09835809,0.000991612,228.2884363,62.16,83.045,149.12,191.56,569.8,52.2,0,654,4.213273354,5.94096821,0
Expected,0.03,100,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,62.67,59.73321262,0.046551784,1801.054754,62.67,82.531,152.46,188.99,5936.4,72.6,0,100,0,25.31104535,0
Expected,0.03,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,62.16,62.09882461,0.000984118,64.27162682,62.16,83.045,149.12,191.56,342,37.2,0,661,1.2380235,3.670321126,0
Expected,0.03,100,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,62.616,59.97099921,0.042006894,1800.725064,62.616,83.678,149.5,193.29,6455.4,71.2,0,100,0,22.72071874,0
Expected,0.03,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,0,0,0,Feasible:5,63.036,59.92298419,0.049154388,1800.612057,63.036,82.146,154.58,192.79,9448.4,71,0,0,0,30.01406275,0
Expected,0.03,100,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,62.16,62.14851429,0.000180878,83.58980647,62.16,83.045,149.12,191.56,0,0,0,0,0,0,0
Expected,0.03,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,0,0,0,Feasible:5,68.137,66.27399292,0.027296676,1836.261021,68.137,78.67,156.23,179.01,264.2,0,0,0,0,0,123800.6
Expected,0.03,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,68.653,63.59718722,0.073492094,1801.152502,68.653,79.122,160.28,183.78,11084.4,145.2,200,0,0,36.40813147,0
Expected,0.03,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,67.93,65.81895174,0.031075856,1811.727094,67.93,78.991,158.28,178.65,5129,139,0,1000,10.33751219,34.94615195,0
Expected,0.03,200,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,68.287,63.46563247,0.07057094,1802.097402,68.287,78.68,157.87,184.94,10308.4,145.2,0,200,0,49.30971041,0
Expected,0.03,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,67.764,66.20612768,0.022969196,1802.889339,67.764,79.375,154.65,184.19,4018.2,137.8,0,1000,2.140887068,26.06369115,0
Expected,0.03,200,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,68.398,63.56324666,0.070540762,1801.873038,68.398,79.085,163.12,182.97,10146.8,141.2,0,200,0,40.45864923,0
Expected,0.03,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,0,0,0,Feasible:5,68.961,63.2631693,0.082493452,1801.105239,68.961,78.615,164.32,180.73,16775.4,141.6,0,0,0,58.19321328,0
Expected,0.03,200,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,67.698,67.63756486,0.000892426,898.3329624,67.698,79.847,154.74,182.01,0,0,0,0,0,0,0
Expected,0.03,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,0,0,0,Feasible:5,71.5755,68.53881847,0.042383958,1870.432677,71.5755,74.241,166.225,171.94,472.6,0,0,0,0,0,214138
Expected,0.03,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,72.204,66.12629606,0.084134506,1804.323824,72.204,75.095,165.92,174.65,14528.2,289.8,400,0,0,75.83300051,0
Expected,0.03,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,72.262,66.19455874,0.083751482,1819.388203,72.262,75.176,164.11,171.77,14664,333.8,0,1000,16.9651846,67.46149076,0
Expected,0.03,400,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,72.1515,66.26131242,0.081609174,1804.134193,72.1515,74.922,166.015,174.06,15368.4,289.8,0,400,0,61.26793416,0
Expected,0.03,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,72.1645,66.45889567,0.078983468,1804.327892,72.1645,75.696,166.13,178.97,14473.2,330.8,0,1000,2.423634506,61.75892817,0
Expected,0.03,400,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,72.321,66.20904913,0.084487326,1806.407643,72.321,75.272,169.13,176.6,14344.8,283.8,0,400,0,72.10488642,0
Expected,0.03,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,0,0,0,Feasible:5,72.1855,66.16560197,0.083319606,1801.334574,72.1855,74.264,165.375,171.67,28345.6,282,0,0,0,58.81233154,0
Expected,0.03,400,FPP-SAA-fpp_base,FPP-SAA,none,none,5,0,0,0,Feasible:5,72.1695,68.90362037,0.045230168,1800.134039,72.1695,72.939,167.195,167.04,0,0,0,0,0,0,0
Expected,0.03,800,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,0,0,0,Feasible:5,72.69225,69.07688025,0.049708124,1913.334097,72.69225,76.274,169.7825,176.16,864,0,0,0,0,0,361153.2
Expected,0.03,800,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,73.22375,66.84153482,0.087103984,1805.282438,73.22375,76.038,168.0075,173.47,26766.4,570.2,800,0,0,85.76751954,0
Expected,0.03,800,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,73.412,66.25496527,0.09749858,1826.476914,73.412,77.499,168.6125,174.71,30068.6,699.6,0,1000,22.7501594,73.5441499,0
Expected,0.03,800,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,0,0,0,Feasible:5,73.243,66.79455895,0.08800687,1804.70916,73.243,76.216,169.23,175.67,26619.2,570.2,0,800,0,90.57294988,0
Expected,0.03,800,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,73.01175,66.4959714,0.08925711,1807.290048,73.01175,77.467,167.67,175.22,32577.8,698.4,0,1000,2.83083104,67.61224182,0
Expected,0.03,800,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,path,poly,5,0,0,0,Feasible:5,73.0825,66.89274319,0.084684936,1807.671454,73.0825,77.409,170.6275,178.52,21811.8,560.8,0,800,0,91.02026255,0
Expected,0.03,800,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,0,0,0,Feasible:5,73.36125,66.03820347,0.099802788,1805.357107,73.36125,76.317,168.3225,175.95,36968,570.4,0,0,0,152.2048775,0
Expected,0.03,800,FPP-SAA-fpp_base,FPP-SAA,none,none,5,0,0,0,Feasible:5,126.64225,14.63449568,0.83738951,1800.264192,117.048,119.771,275.2725,273.42,0,0,0,0,0,0,0
MeanCVaR,0.01,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,5,0,0,Optimal:5,158.908,158.8236808,0.000532994,73.06445763,101.036,114.688,216.78,259,101,0,0,0,0,0,2604.8
MeanCVaR,0.01,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,158.908,158.7738513,0.000846034,6.121737846,101.036,114.688,216.78,259,159,42.2,100,0,0,2.4413341,0
MeanCVaR,0.01,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,158.908,158.7745547,0.00083532,7.894578438,101.036,114.688,216.78,259,63.4,25.4,0,189,2.91350316,1.923698116,0
MeanCVaR,0.01,100,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,coverage,poly,5,5,0,0,Optimal:5,158.908,158.7738513,0.000846034,5.09466279,101.036,114.688,216.78,259,159,42.2,0,100,0,1.927814156,0
MeanCVaR,0.01,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,158.908,158.767643,0.000883712,6.048965574,101.036,114.688,216.78,259,50.8,0,0,191.8,0.863134612,1.936260648,0
