instance_id,instance_type,objective_family,alpha,train_scenario_count,method_family,method,projected_llbi_family_reconstructed,projected_llbi_variant_reconstructed,runs,solved_to_optimality,time_limited_with_incumbent,failed_or_without_incumbent,status_counts,avg_objective_value,avg_best_bound,avg_mip_gap,avg_runtime,avg_train_expected_burned_area,avg_test_expected_burned_area,avg_train_worst10_burned_area,avg_test_worst10_burned_area,avg_lazy_benders_cuts_added,avg_root_user_cuts_added,avg_standard_llbi_cut_count,avg_projected_llbi_cut_count,avg_root_separation_time,avg_subproblem_solving_time,avg_combinatorial_cut_count
new20x20,shortest_path,Expected,0.02,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,87.338,87.31976106,0.000222368,42.48641154,87.338,94.952,200.7,216.486,201,0,0,0,0,0,7735.2
new20x20,shortest_path,Expected,0.02,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,87.338,87.25326524,0.00096915,223.843884,87.338,94.952,200.7,216.486,4028.4,77.2,100,0,0,21.72536455,0
new20x20,shortest_path,Expected,0.02,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,87.338,87.25712083,0.000926266,16.32936687,87.338,94.952,200.7,216.486,329.6,74.6,0,696.4,5.769310056,4.741866592,0
new20x20,shortest_path,Expected,0.02,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,87.338,87.28671101,0.000578566,5.860077242,87.338,94.952,200.7,216.486,93.6,13.2,0,649.8,1.520255132,2.572692926,0
new20x20,shortest_path,Expected,0.02,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,5,0,0,Optimal:5,87.338,87.2509385,0.0009967,169.5552773,87.338,94.952,200.7,216.486,5352.6,76.8,0,0,0,18.93751131,0
new20x20,shortest_path,Expected,0.02,100,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,87.338,87.29919038,0.000432688,31.61674386,87.338,94.952,200.7,216.486,0,0,0,0,0,0,0
new20x20,shortest_path,Expected,0.02,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,90.784,90.784,0,40.26918647,90.784,91.867,199.82,205.148,368,0,0,0,0,0,11102.6
new20x20,shortest_path,Expected,0.02,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,90.784,90.69330926,0.000998972,601.6519879,90.784,91.867,199.82,205.148,8916.4,159,200,0,0,32.97190817,0
new20x20,shortest_path,Expected,0.02,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,90.784,90.71027289,0.000806308,53.45776437,90.784,91.867,199.82,205.148,2143.2,156.8,0,980.4,12.51681137,13.57795188,0
new20x20,shortest_path,Expected,0.02,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,90.784,90.71206833,0.000776198,19.63551194,90.784,91.867,199.82,205.148,1010,136.6,0,973,2.25898398,10.00973872,0
new20x20,shortest_path,Expected,0.02,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,5,0,0,Optimal:5,90.784,90.69338823,0.000998086,490.4898492,90.784,91.867,199.82,205.148,12406.2,155.8,0,0,0,39.69108846,0
new20x20,shortest_path,Expected,0.02,200,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,90.784,90.784,0,124.7273058,90.784,91.867,199.82,205.148,0,0,0,0,0,0,0
new20x20,shortest_path,Expected,0.02,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,92.7225,92.7225,0,135.7930067,92.7225,91.7288,207.715,206.288,792,0,0,0,0,0,27969.6
new20x20,shortest_path,Expected,0.02,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,1,0,0,Feasible:4;Optimal:1,92.8715,90.81391597,0.02217523,1730.283968,92.8715,91.9784,208.74,207.062,18050.2,320,400,0,0,81.69927806,0
new20x20,shortest_path,Expected,0.02,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,2,0,0,Feasible:3;Optimal:2,92.7825,92.07341602,0.007698838,1300.921309,92.7825,92.0562,206.91,205.586,12317.6,330.6,0,1000,41.14157772,94.72090401,0
new20x20,shortest_path,Expected,0.02,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,92.7225,92.63021519,0.000995322,586.300209,92.7225,91.7288,207.715,206.288,9136.8,326.6,0,1000,2.472226334,62.12719342,0
new20x20,shortest_path,Expected,0.02,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,1,0,0,Feasible:4;Optimal:1,92.967,90.73838386,0.023814576,1779.030021,92.967,92.396,206.71,207.584,21221.2,314.8,0,0,0,132.1533425,0
new20x20,shortest_path,Expected,0.02,400,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,92.7225,92.719,3.7982e-05,1049.098453,92.7225,91.7288,207.715,206.288,0,0,0,0,0,0,0
new20x20,shortest_path,Expected,0.03,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,4,0,0,Feasible:1;Optimal:4,69.534,69.0947409,0.006285598,450.3929153,69.534,76.3882,149.24,168.364,274.2,0,0,0,0,0,221128
new20x20,shortest_path,Expected,0.03,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,71.41,62.87730804,0.119231834,1800.976063,71.41,76.7814,152.38,166.202,10739.2,80.6,100,0,0,50.7570125,0
new20x20,shortest_path,Expected,0.03,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,69.534,69.46499853,0.000991964,370.6303613,69.534,76.3882,149.24,168.364,1771.4,77.8,0,753.6,6.400745858,15.44198747,0
new20x20,shortest_path,Expected,0.03,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,69.534,69.47838343,0.00079671,12.95087912,69.534,76.3882,149.24,168.364,111.2,55.6,0,748.6,1.561330688,3.803622362,0
new20x20,shortest_path,Expected,0.03,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,0,0,0,Feasible:5,71.12,63.23080537,0.110603424,1800.425593,71.12,77.5046,153.78,168.384,14264,79.6,0,0,0,50.23084877,0
new20x20,shortest_path,Expected,0.03,100,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,69.534,69.4939324,0.000570216,39.947682,69.534,76.3882,149.24,168.364,0,0,0,0,0,0,0
new20x20,shortest_path,Expected,0.03,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,4,0,0,Feasible:1;Optimal:4,71.842,71.22978634,0.008156298,461.8462259,71.842,74.1616,144.95,155.704,673.6,0,0,0,0,0,297299.4
new20x20,shortest_path,Expected,0.03,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,73.226,64.20511895,0.123276826,1801.516297,73.226,75.429,152.35,161.088,19218.4,162.8,200,0,0,71.48827553,0
new20x20,shortest_path,Expected,0.03,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,2,0,0,Feasible:3;Optimal:2,71.83,70.57885567,0.017098502,1541.150046,71.83,74.2124,145.84,156.396,8319.8,164.6,0,1000,14.84936601,52.3057499,0
new20x20,shortest_path,Expected,0.03,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,4,0,0,Feasible:1;Optimal:4,71.723,71.61513612,0.001510656,735.6219385,71.723,74.1122,144.17,154.91,3953,158.8,0,1000,1.741046164,26.24932433,0
new20x20,shortest_path,Expected,0.03,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,0,0,0,Feasible:5,73.235,64.65384375,0.117271658,1800.843758,73.235,75.6766,151.08,163.748,27318.6,160,0,0,0,71.44060687,0
new20x20,shortest_path,Expected,0.03,200,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,71.723,71.7075,0.00023172,103.1053945,71.723,74.1122,144.17,154.91,0,0,0,0,0,0,0
new20x20,shortest_path,Expected,0.03,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,none,none,5,5,0,0,Optimal:5,73.506,73.44751782,0.000794424,680.8265313,73.506,73.997,150.245,154.182,1910.4,0,0,0,0,0,84912.2
new20x20,shortest_path,Expected,0.03,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,75.279,63.88220083,0.151196444,1803.895058,75.279,74.3104,152.455,153.728,27667.6,325.8,400,0,0,145.1476887,0
new20x20,shortest_path,Expected,0.03,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,74.6185,67.13857269,0.1000905,1836.844332,74.6185,75.2024,157.29,160.496,24378,341.8,0,1000,33.54217155,124.876188,0
new20x20,shortest_path,Expected,0.03,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,74.2935,68.28554114,0.080535322,1804.839687,74.2935,74.6716,155.12,156.872,19964,339.2,0,1000,2.527895984,103.1098675,0
new20x20,shortest_path,Expected,0.03,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-RootCuts,none,none,5,0,0,0,Feasible:5,75.272,64.36193295,0.144893018,1801.526325,75.272,75.1134,153.785,156.272,37616.6,327.4,0,0,0,110.0679004,0
new20x20,shortest_path,Expected,0.03,400,FPP-SAA-fpp_base,FPP-SAA,none,none,5,5,0,0,Optimal:5,73.506,73.499875,8.5832e-05,605.3282521,73.506,73.997,150.245,154.182,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.01,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,4,0,0,Feasible:1;Optimal:4,195.9,190.0685383,0.028496894,395.8639579,129.42,136.1194,262.38,280.644,159.2,0,0,0,0,0,88378.6
new20x20,shortest_path,MeanCVaR,0.01,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,191.383,191.2320536,0.000779472,7.76151192,130.186,136.0284,252.58,276.33,631.6,77.4,100,0,0,3.4004295,0
new20x20,shortest_path,MeanCVaR,0.01,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,191.383,191.3049952,0.00039774,14.59495618,130.186,136.0284,252.58,276.33,353.8,74.8,0,431.6,5.070801846,3.843163606,0
new20x20,shortest_path,MeanCVaR,0.01,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,191.383,191.3332298,0.000256852,7.717815644,130.186,136.0284,252.58,276.33,44.6,0,0,477.2,1.659727344,2.872381228,0
new20x20,shortest_path,MeanCVaR,0.01,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,none,none,5,5,0,0,Optimal:5,191.383,191.2714295,0.000565558,7.297887532,130.186,136.0284,252.58,276.33,1440.2,73,0,0,0,3.746576862,0
new20x20,shortest_path,MeanCVaR,0.01,100,FPP-SAA-fpp_base,FPP-SAA-MeanCVaR,none,none,5,5,0,0,Optimal:5,191.383,191.3657511,8.7368e-05,201.5103291,130.186,136.0284,252.58,276.33,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.01,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,5,0,0,Optimal:5,199.713,199.6472481,0.0003285,120.2106839,135.576,135.058,263.85,269.284,407.4,0,0,0,0,0,11709.4
new20x20,shortest_path,MeanCVaR,0.01,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,199.713,199.5390698,0.00086831,29.15145667,135.576,135.058,263.85,269.284,1286.2,153.6,200,0,0,10.60713701,0
new20x20,shortest_path,MeanCVaR,0.01,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,199.713,199.5679201,0.000718504,37.86987245,135.576,135.058,263.85,269.284,1305.2,154,0,801,11.20051827,9.53205467,0
new20x20,shortest_path,MeanCVaR,0.01,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,199.713,199.5879064,0.000617898,17.50062746,135.576,135.058,263.85,269.284,598,20.4,0,912.4,2.182635246,7.26642555,0
new20x20,shortest_path,MeanCVaR,0.01,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,none,none,5,5,0,0,Optimal:5,199.713,199.5262085,0.000934422,50.75547332,135.576,135.058,263.85,269.284,3381,149.8,0,0,0,19.95485525,0
new20x20,shortest_path,MeanCVaR,0.01,200,FPP-SAA-fpp_base,FPP-SAA-MeanCVaR,none,none,5,2,0,0,Feasible:3;Optimal:2,201.3175,195.7022751,0.027196188,1552.235053,136.825,136.762,265.81,272.976,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.01,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,5,0,0,Optimal:5,201.92675,201.9043971,0.000109704,214.9234118,139.5185,138.3492,264.335,268.164,571.4,0,0,0,0,0,15431
new20x20,shortest_path,MeanCVaR,0.01,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,5,0,0,Optimal:5,201.92675,201.7380619,0.00093431,62.253654,139.5185,138.3492,264.335,268.164,2641.2,309,400,0,0,20.95763766,0
new20x20,shortest_path,MeanCVaR,0.01,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,5,0,0,Optimal:5,201.92675,201.8230854,0.000512318,87.32498298,139.5185,138.3492,264.335,268.164,3337.4,306.4,0,1000,22.8407699,23.66662142,0
new20x20,shortest_path,MeanCVaR,0.01,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,201.92675,201.7604692,0.000823186,43.22262244,139.5185,138.3492,264.335,268.164,2523.6,249,0,1000,3.598572178,18.55629861,0
new20x20,shortest_path,MeanCVaR,0.01,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,none,none,5,5,0,0,Optimal:5,201.92675,201.7308601,0.000970092,86.33966901,139.5185,138.3492,264.335,268.164,6426.2,300.2,0,0,0,35.70741278,0
new20x20,shortest_path,MeanCVaR,0.01,400,FPP-SAA-fpp_base,FPP-SAA-MeanCVaR,none,none,5,0,0,0,Feasible:5,1079.94475,75.55276654,0.634888656,1800.326069,213.9765,208.2942,349.185,348.62,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.02,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,3,0,0,Feasible:2;Optimal:3,136.807,133.5572249,0.022985698,1118.06751,91.454,99.1328,182.16,208.554,388.4,0,0,0,0,0,36670.8
new20x20,shortest_path,MeanCVaR,0.02,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,2,0,0,Feasible:3;Optimal:2,137.696,129.76732,0.055839456,1753.484496,92.892,99.0948,182.5,205.38,6109.6,77.2,100,0,0,29.07863103,0
new20x20,shortest_path,MeanCVaR,0.02,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,3,0,0,Feasible:2;Optimal:3,136.579,134.3595741,0.015676896,920.3011176,91.678,99.6092,181.48,210.002,2418,77.6,0,684.4,9.025889614,25.78126532,0
new20x20,shortest_path,MeanCVaR,0.02,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,136.42,136.2846232,0.000992124,308.6670807,91.9,99.8688,180.94,210.968,933.8,33.6,0,680.6,1.670789378,9.525314448,0
new20x20,shortest_path,MeanCVaR,0.02,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,none,none,5,0,0,0,Feasible:5,137.14,129.2123104,0.056540482,1800.643923,92.02,98.9428,182.26,204.93,8908.6,77,0,0,0,31.88650555,0
new20x20,shortest_path,MeanCVaR,0.02,100,FPP-SAA-fpp_base,FPP-SAA-MeanCVaR,none,none,5,4,0,0,Feasible:1;Optimal:4,136.42,135.6272501,0.005635654,880.8346768,91.9,99.8688,180.94,210.968,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.02,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,3,0,0,Feasible:2;Optimal:3,138.343,136.765054,0.01102328,1377.296777,95.286,95.5048,181.4,192.594,660.2,0,0,0,0,0,47687.2
new20x20,shortest_path,MeanCVaR,0.02,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,140.701,128.5972819,0.085162262,1802.30673,96.572,97.4648,184.83,197.32,10643.6,159.6,200,0,0,62.88974434,0
new20x20,shortest_path,MeanCVaR,0.02,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,3,0,0,Feasible:2;Optimal:3,138.2835,137.1154318,0.008322542,1189.851739,95.317,95.6222,181.25,192.822,4759.4,156.6,0,999,22.22073657,41.85402793,0
new20x20,shortest_path,MeanCVaR,0.02,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,5,0,0,Optimal:5,138.2835,138.1454804,0.000998056,534.8928604,95.317,95.6222,181.25,192.822,2175.2,136.6,0,1000,3.097716746,26.78489207,0
new20x20,shortest_path,MeanCVaR,0.02,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,none,none,5,0,0,0,Feasible:5,140.128,129.2934901,0.076673384,1801.260784,94.716,95.4638,185.54,195.638,12145.2,156.8,0,0,0,57.14603044,0
new20x20,shortest_path,MeanCVaR,0.02,200,FPP-SAA-fpp_base,FPP-SAA-MeanCVaR,none,none,5,1,0,0,Feasible:4;Optimal:1,141.1615,133.4405017,0.051601346,1623.620632,97.013,97.1634,185.31,195.002,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.02,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,0,0,0,Feasible:5,144.381,136.2994033,0.055594294,1882.240418,98.532,97.0712,190.23,192.472,1002.4,0,0,0,0,0,73246.6
new20x20,shortest_path,MeanCVaR,0.02,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,144.3995,128.6286645,0.109032882,1804.130162,98.344,96.6258,190.455,192.93,15416.2,316.4,400,0,0,107.9689259,0
new20x20,shortest_path,MeanCVaR,0.02,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,143.35675,133.2262504,0.07062972,1846.814877,97.2285,95.8526,189.485,194.47,13502.2,326.2,0,1000,42.57666049,120.4418438,0
new20x20,shortest_path,MeanCVaR,0.02,400,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,0,0,0,Feasible:5,143.10175,135.4536739,0.053325474,1809.985555,97.6385,96.1048,188.565,191.588,10589.4,314,0,1000,5.461623898,114.5154763,0
new20x20,shortest_path,MeanCVaR,0.02,400,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,none,none,5,0,0,0,Feasible:5,144.3025,130.4391224,0.095930426,1802.648179,97.61,95.8628,190.995,194.06,21945.6,317.6,0,0,0,108.1559356,0
new20x20,shortest_path,MeanCVaR,0.02,400,FPP-SAA-fpp_base,FPP-SAA-MeanCVaR,none,none,5,0,0,0,Feasible:5,457.54675,105.9518045,0.374925698,1800.279816,140.9745,139.7302,264.55,265.944,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.03,100,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,0,0,0,Feasible:5,106.953,95.94962771,0.10243833,1840.966903,71.286,78.0614,142.62,166.03,381,0,0,0,0,0,756401.8
new20x20,shortest_path,MeanCVaR,0.03,100,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,108.641,87.09242764,0.198129154,1801.323916,74.202,79.8516,143.08,165.962,8616.6,79.8,100,0,0,56.66385189,0
new20x20,shortest_path,MeanCVaR,0.03,100,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,1,0,0,Feasible:4;Optimal:1,103.46,99.34897506,0.039307774,1722.80654,72.58,78.4694,134.34,161.168,2083.4,79,0,752.4,7.794335908,16.98790484,0
new20x20,shortest_path,MeanCVaR,0.03,100,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,4,0,0,Feasible:1;Optimal:4,103.411,102.6611659,0.007065636,1033.476027,72.402,78.1068,134.42,160.418,518.4,58.2,0,763.8,2.309547652,11.0588752,0
new20x20,shortest_path,MeanCVaR,0.03,100,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,none,none,5,0,0,0,Feasible:5,107.173,87.37877107,0.183590688,1800.937192,73.106,77.9068,141.24,161.292,9680.2,80.8,0,0,0,56.73942056,0
new20x20,shortest_path,MeanCVaR,0.03,100,FPP-SAA-fpp_base,FPP-SAA-MeanCVaR,none,none,5,1,0,0,Feasible:4;Optimal:1,103.678,101.8336211,0.017515212,1653.034102,72.696,78.1984,134.66,161.01,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.03,200,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,1,0,0,Feasible:4;Optimal:1,108.807,100.0659577,0.078103312,1787.392626,72.684,74.4462,144.93,156.5,538.8,0,0,0,0,0,298702.2
new20x20,shortest_path,MeanCVaR,0.03,200,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,110.502,89.85124157,0.1868503,1801.88022,76.444,78.3324,144.56,159.394,12778.8,163.8,200,0,0,61.00876383,0
new20x20,shortest_path,MeanCVaR,0.03,200,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,106.9025,100.1781013,0.062817962,1811.562702,73.935,75.5676,139.87,154.812,6206.6,162.2,0,1000,10.60226363,44.07934057,0
new20x20,shortest_path,MeanCVaR,0.03,200,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,path,exp,5,1,0,0,Feasible:4;Optimal:1,106.1215,102.8315868,0.030761044,1756.411435,72.823,74.3902,139.42,152.916,3552.2,147.2,0,1000,3.679563994,47.67952189,0
new20x20,shortest_path,MeanCVaR,0.03,200,FPP-Branch-Benders-RootCuts,FPP-Branch-Benders-MeanCVaR-RootCuts,none,none,5,0,0,0,Feasible:5,109.417,90.17338266,0.175604976,1801.581215,75.024,76.1146,143.81,154.926,16038.8,161.2,0,0,0,84.06102603,0
new20x20,shortest_path,MeanCVaR,0.03,200,FPP-SAA-fpp_base,FPP-SAA-MeanCVaR,none,none,5,0,0,0,Feasible:5,107.048,102.0295869,0.046954704,1800.105038,73.746,74.6824,140.35,151.766,0,0,0,0,0,0,0
new20x20,shortest_path,MeanCVaR,0.03,400,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,none,none,5,0,0,0,Feasible:5,110.78875,101.5826854,0.082826306,1904.230148,75.1025,75.0328,146.475,152.716,852.8,0,0,0,0,0,258413.4
new20x20,shortest_path,MeanCVaR,0.03,400,FPP-Branch-Benders-LLBI-RootCuts,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,none,none,5,0,0,0,Feasible:5,113.8775,90.35067041,0.206431694,1803.883652,78.82,78.4284,148.935,153.568,19211.6,329.2,400,0,0,99.51228823,0
new20x20,shortest_path,MeanCVaR,0.03,400,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,coverage,exp,5,0,0,0,Feasible:5,110.81575,98.22341172,0.113447486,1832.820758,76.7115,76.2456,144.92,150.74,16577.2,338.6,0,1000,29.34123903,101.4692393,0
