"task_id","worker_id","case_id","case_index","seed_base","seed","split_seed","instance_id","folder_name","instance_type","declared_cells","alpha","train_count","test_count","objective_family","method","method_family","cvar_beta","cvar_lambda","time_limit","mip_gap","worker_runtime_seconds","budget","train_scenario_count","test_scenario_count","solver_status","objective_in_sample","best_bound","runtime_seconds","solver_status_code","explored_nodes","num_variables","num_constraints","solver_iterations","cuts_added","max_cut_violation","benders_use_lifted_lower_bounds","benders_lifted_lower_bound_count","benders_lifted_lower_bound_precompute_time_sec","branch_benders_lazy_cuts_added","branch_benders_candidate_incumbents_checked","branch_benders_candidate_callback_calls","branch_benders_subproblems_attempted","branch_benders_subproblems_solved","branch_benders_subproblem_time_sec","branch_benders_average_subproblem_time_sec","branch_benders_max_subproblem_time_sec","branch_benders_callback_time_sec","branch_benders_cut_construction_time_sec","branch_benders_lazy_cut_insertion_time_sec","branch_benders_violated_cuts","branch_benders_nonviolated_cuts","branch_benders_skipped_cuts","branch_benders_duplicate_cuts","combinatorial_benders_enabled","combinatorial_benders_lift_mode","combinatorial_benders_fractional_separation_enabled","combinatorial_benders_initial_cuts_enabled","combinatorial_benders_integer_cuts_added","combinatorial_benders_fractional_cuts_added","combinatorial_benders_initial_cuts_added","combinatorial_benders_scenarios_checked","combinatorial_benders_separation_time_sec","combinatorial_benders_avg_paths_per_cut","combinatorial_benders_avg_cut_nonzeros","combinatorial_benders_num_violated_cuts","coverage_llbi_enabled","coverage_llbi_num_zeta_vars","coverage_llbi_num_constraints","coverage_llbi_precompute_time_sec","path_llbi_enabled","path_llbi_num_b_vars","path_llbi_num_path_constraints","path_llbi_num_paths_used","path_llbi_precompute_time_sec","projected_coverage_llbi_enabled","projected_path_llbi_enabled","projected_llbi_strategy","projected_llbi_mode","projected_llbi_cuts_added","projected_llbi_coverage_cuts_added","projected_llbi_path_cuts_added","projected_llbi_violated_cuts_found","projected_llbi_separation_time_sec","projected_llbi_solve_time_sec","projected_llbi_total_time_sec","projected_llbi_total_nonzeros","projected_llbi_avg_nonzeros_per_cut","projected_llbi_max_nonzeros_per_cut","projected_llbi_min_violation","projected_llbi_max_violation","projected_llbi_avg_violation","projected_llbi_root_bound_initial","projected_llbi_root_bound_final","projected_llbi_root_bound_improvement_abs","projected_llbi_root_bound_improvement_pct","projected_poly_candidate_cuts_generated","projected_poly_candidate_cuts_added","projected_poly_enumeration_truncated","projected_poly_enumeration_limit","projected_exp_separated_cuts_added","projected_exp_separation_rounds","branch_benders_use_root_user_cuts","branch_benders_root_user_cuts_added","branch_benders_root_user_cut_rounds","branch_benders_root_user_cut_max_violation","train_cvar_burned_area","test_cvar_burned_area","selected_firebreaks","warm_start_used","mip_start_accepted","warm_start_source","warm_start_valid_nodes","warm_start_ignored_nodes","test_worst_10pct_burned_area","train_evaluation_runtime_seconds","test_evaluation_runtime_seconds","test_scenario_loading_runtime_seconds","train_graph_classification_ratios","test_graph_classification_ratios","graph_type_note","notes",,,,,,,,,,
"worker_069_task_012","worker_069","case04",4,20260529,20364629,20364629,"new20x20_reburn","20x20_reburn","reburn",400,"0.02",100,1000,"MeanCVaR","FPP-SAA-MeanCVaR","FPP-SAA","0.9","0.5",1800,"0.99968325","1928.828244",8,100,1000,"Feasible","1578.51500000","0.50000000","1897.24130512",11,0,40501,174073,0,0,"0.00000000","false",0,"0.00000000",0,0,0,0,0,"0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",0,0,0,0,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","392.00000000","392.11000000",17,44,66,87,119,152,,,,,"245.50000000","392.00000000","250.51000000","392.11000000","0.10998266","2.90693700","12.94718317","RT=0.060000","ADAG=0.010000","GDG=0.930000","NFR=0.000000","EMPTY=0.000000","RT=0.026000","ADAG=0.029000"
"worker_070_task_008","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-Branch-Benders-CVaR-LLBI-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.53385062","1832.318321",12,100,1000,"Feasible","388.00000000","180.86595992","1805.79034714",11,3398,601,27662,161452,27378,"0.00000000","true",100,"4.18303130",27378,542,542,54400,54400,"571.54275126","0.01050630","0.13568512","639.51285209","3.21646625","1.17524076",27378,26822,0,9,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",83,1,"388.00000000","388.00000000","388.08000000",32,85,113,126,132,153,270,291,"false","false",,,,,"260.58000000","388.00000000","247.03100000","388.08000000","0.26664635","0.96395484","12.44760479","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_009","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.53629017","1953.125798",12,100,1000,"Feasible","388.00000000","179.91941590","1888.54743773",11,3532,601,28166,177322,27981,"0.00000000","false",0,"0.00000000",27780,549,549,55100,55100,"511.68491553","0.00928648","0.16946088","579.81932030","3.16382718","1.17364085",27780,27120,0,67,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","true","false","exp","exp",201,201,0,201,"86.69601689","0.02634421","86.73299646",27589,"137.25870647",399,"-3.53134687","400.00000000","134.60202993","0.00000000","5.94262757","5.94262757","594.26275746",0,0,"false",0,201,8,"true",84,1,"387.00000000","388.00000000","388.16000000",32,97,126,136,167,168,248,312,"false","false",,,,,"260.63000000","388.00000000","246.93300000","388.16000000","0.32308302","2.94863139","27.90562108","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_010","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.53505451","1844.140394",12,100,1000,"Feasible","388.10000000","180.44534473","1805.81166345",11,1525,601,18007,93938,17836,"0.00000000","false",0,"0.00000000",16988,496,496,49800,49800,"544.38577042","0.01093144","0.14667804","603.22940842","2.27149965","0.84783212",16988,32612,0,0,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","true","exp","exp",848,0,848,848,"2.59851986","2.17271884","4.86412105",264597,"312.02476415",399,"-34.51972994","400.00000000","287.03691263","0.00000000","76.03977833","76.03977833","7603.97783262",0,0,"false",0,848,10,"true",70,1,"332.58579790","388.10000000","388.06000000",29,32,69,85,141,142,231,291,"false","false",,,,,"260.75000000","388.10000000","247.33400000","388.06000000","0.16783503","2.62450687","14.41663031","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_007","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-Branch-Benders-CVaR-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.51690155","1842.400959",12,100,1000,"Feasible","388.00000000","187.44219945","1800.99727588",11,2053,601,27312,99963,27138,"0.00000000","false",0,"0.00000000",27138,528,528,53000,53000,"604.48120163","0.01140531","0.15559351","673.67441796","3.34716810","1.21356641",27138,25662,0,836,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",73,1,"388.03695584","388.00000000","388.19000000",86,113,168,185,193,209,310,312,"false","false",,,,,"260.49000000","388.00000000","247.29600000","388.19000000","0.11851238","1.10702607","12.88831727","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_011","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-Branch-Benders-Combinatorial-CVaR","FPP-Branch-Benders-Combinatorial","0.9","1.0",1800,"0.33885612","1956.290921",12,100,1000,"Feasible","388.00000000","256.52382388","1908.93337625",11,0,601,27311,249818,27210,"0.00000000","false",0,"0.00000000",690,70,70,0,0,"0.00000000","0.00000000","0.00000000","121.20404705","3.85660826","0.02844214",27110,9825,234265,1,"true","heuristic","true","true",690,26420,100,36935,"114.81411515","380.38565105","379.38565105",27110,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","388.00000000","388.19000000",51,61,65,66,85,106,228,238,"false","false",,,,,"259.31000000","388.00000000","246.67000000","388.19000000","0.27179221","2.85154527","14.65657734","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_006","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-SAA-CVaR","FPP-SAA","0.9","1.0",1800,"1.00000000","1911.980087",12,100,1000,"Feasible","3093.80000000","0.00000000","1883.96515790",11,0,40501,191240,0,0,"0.00000000","false",0,"0.00000000",0,0,0,0,0,"0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",0,0,0,0,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","388.20000000","388.15000000",65,104,129,173,180,181,358,389,"false","false",,,,,"261.26000000","388.20000000","248.03100000","388.15000000","0.10975537","1.08295818","12.02439599","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_002","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"Expected","FPP-Branch-Benders-LLBI-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.54710058","1843.088071",12,100,1000,"Feasible","259.84000000","117.68138496","1805.35676598",11,1475,500,27824,107103,27636,"0.00000000","true",100,"4.19476002",27636,465,465,46700,46700,"505.51653996","0.01082477","0.12404763","564.97136820","3.08567150","1.14902019",27636,18864,0,131,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",87,1,"388.17955956","388.20000000","388.15000000",51,86,89,92,106,147,270,291,"false","false",,,,,"259.84000000","388.20000000","246.74600000","388.15000000","0.09711164","1.48762216","14.24212488","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_003","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"Expected","FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.56085108","1997.190158",12,100,1000,"Feasible","260.06000000","114.20506853","1936.00609074",11,1640,500,33293,119001,33204,"0.00000000","false",0,"0.00000000",32979,530,530,53200,53200,"503.51017481","0.00946448","0.16581853","572.54643280","3.54256606","1.32685658",32979,20021,0,324,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","true","false","exp","exp",225,225,0,225,"133.10700178","0.02574875","133.14636410",28325,"125.88888889",399,"-0.00000000","400.00000000","120.38224567","0.00000000","1.57000000","1.57000000","157.00000000",0,0,"false",0,225,7,"true",88,1,"388.00000000","388.00000000","388.10000000",32,86,97,106,112,174,228,254,"false","false",,,,,"260.06000000","388.00000000","246.63200000","388.10000000","0.17153942","2.96697375","41.01124045","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_004","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"Expected","FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.50565827","1877.714880",12,100,1000,"Feasible","260.01000000","128.53379378","1817.90939625",11,1300,500,26301,104311,26219,"0.00000000","false",0,"0.00000000",25369,445,445,44700,44700,"509.97774987","0.01140890","0.12153517","575.67456285","3.45889864","1.24397830",25369,19131,0,1,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","true","exp","exp",850,0,850,850,"8.10178875","5.56066932","13.97996784",263898,"310.46823529",399,"-0.00000000","400.00000000","296.09100323","0.00000000","20.25101234","20.25101234","2025.10123429",0,0,"false",0,850,10,"true",81,1,"387.99364845","388.10000000","388.17000000",68,70,134,177,188,189,238,270,"false","false",,,,,"260.01000000","388.10000000","247.12600000","388.17000000","0.12550193","1.56419203","28.15339310","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_001","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"Expected","FPP-Branch-Benders-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.54346316","1852.339927",12,100,1000,"Feasible","259.97000000","118.68588197","1802.12776319",11,1628,500,35433,76736,35350,"0.00000000","false",0,"0.00000000",35350,560,560,56200,56200,"651.36987117","0.01159021","0.14308631","727.88728076","4.00897420","1.43161590",35350,20650,0,919,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",82,1,"388.00000000","388.00000000","388.20000000",70,89,126,168,187,192,235,310,"false","false",,,,,"259.97000000","388.00000000","247.06500000","388.20000000","0.23483107","1.68383614","28.07133208","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_005","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"Expected","FPP-Branch-Benders-Combinatorial","FPP-Branch-Benders-Combinatorial","0.9","1.0",1800,"0.46555134","1984.634074",12,100,1000,"Feasible","259.31000000","138.58788131","1909.43284975",11,0,500,61143,189195,61142,"0.00000000","false",0,"0.00000000",3252,332,332,0,0,"0.00000000","0.00000000","0.00000000","123.64111940","2.30851313","0.15891534",61042,112893,437165,286,"true","heuristic","true","true",3252,57790,100,173935,"115.85036053","72.64421218","71.64421218",61042,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","388.00000000","388.19000000",51,61,65,66,85,106,228,238,"false","false",,,,,"259.31000000","388.00000000","246.67000000","388.19000000","0.33281715","2.80795362","42.16349737","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_000","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"Expected","FPP-SAA","FPP-SAA","0.9","1.0",1800,"0.99628405","1875.644982",12,100,1000,"Feasible","269.11000000","1.00000000","1809.46873032",11,0,40400,191140,0,0,"0.00000000","false",0,"0.00000000",0,0,0,0,0,"0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",0,0,0,0,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","388.10000000","388.10000000",18,39,86,107,147,174,259,383,"false","false",,,,,"260.87000000","388.10000000","247.56700000","388.10000000","0.32388204","2.81274285","44.81137875","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_014","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"MeanCVaR","FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts","FPP-Branch-Benders","0.9","0.5",1800,"0.57130609","1859.996095",12,100,1000,"Feasible","323.99000000","138.89254145","1813.04364970",11,1418,601,26835,133082,26543,"0.00000000","true",100,"10.21114960",26543,462,462,46400,46400,"485.68530695","0.01046736","0.09750927","540.62182362","2.82059961","1.00342602",26543,19657,0,305,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",91,1,"389.00000000","388.00000000","388.15000000",51,57,85,154,168,185,247,291,"false","false",,,,,"259.98000000","388.00000000","246.91800000","388.15000000","0.11068363","2.37461137","18.15339565","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_015","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"MeanCVaR","FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","0.5",1800,"0.57302957","1983.581673",12,100,1000,"Feasible","323.92000000","138.30426173","1952.50156971",11,1602,601,24047,162406,23856,"0.00000000","false",0,"0.00000000",23639,424,424,42600,42600,"394.78102089","0.00926716","0.10822641","443.67891393","2.39816219","0.89036426",23639,18761,0,102,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","true","false","exp","exp",217,217,0,217,"150.40850782","0.06727317","150.50180756",27524,"126.83870968",399,"-0.00000000","400.00000000","124.76774466","0.00000000","3.84373041","3.84373041","384.37304121",0,0,"false",0,217,8,"true",90,1,"387.00000000","388.00000000","388.20000000",51,86,167,168,208,214,247,270,"false","false",,,,,"259.84000000","388.00000000","246.85800000","388.20000000","0.13357394","1.23228756","15.98014453","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_016","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"MeanCVaR","FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","0.5",1800,"0.50122343","1858.197868",12,100,1000,"Feasible","324.10000000","161.65348543","1806.78869662",11,1311,601,22939,120080,22756,"0.00000000","false",0,"0.00000000",21903,437,437,43900,43900,"477.32330372","0.01087297","0.10686617","534.05624302","2.68631685","1.01809185",21903,21797,0,2,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","true","exp","exp",853,0,853,853,"3.62021742","1.97920568","5.72568321",264687,"310.30128957",399,"-0.00000000","400.00000000","291.52007293","0.00000000","58.65801676","58.65801676","5865.80167601",0,0,"false",0,853,10,"true",82,1,"387.95120880","388.00000000","388.21000000",14,34,108,168,188,213,228,238,"false","false",,,,,"260.20000000","388.00000000","246.75200000","388.21000000","0.12436464","1.58357458","25.47704268","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_013","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"MeanCVaR","FPP-Branch-Benders-MeanCVaR-RootCuts","FPP-Branch-Benders","0.9","0.5",1800,"0.55000256","1846.602507",12,100,1000,"Feasible","324.03500000","145.81492061","1801.00829070",11,1216,601,27973,116130,27787,"0.00000000","false",0,"0.00000000",27787,471,471,47300,47300,"531.23088305","0.01123110","0.07885349","589.24000396","2.97182402","1.12228871",27787,19313,0,898,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",85,1,"388.07715397","388.00000000","388.14000000",57,148,189,207,209,214,259,270,"false","false",,,,,"260.07000000","388.00000000","247.15000000","388.14000000","0.13385190","1.19093552","13.97786966","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_017","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"MeanCVaR","FPP-Branch-Benders-Combinatorial-MeanCVaR","FPP-Branch-Benders-Combinatorial","0.9","0.5",1800,"0.49254817","1914.842883",12,100,1000,"Feasible","323.65500000","164.23932163","1868.77215157",11,0,601,85104,204290,85003,"0.00000000","false",0,"0.00000000",1503,152,152,0,0,"0.00000000","0.00000000","0.00000000","99.54732592","2.55833634","0.03287753",84903,175117,589180,59,"true","heuristic","true","true",1503,83400,100,260020,"93.47019241","71.70646502","70.70646502",84903,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","388.00000000","388.19000000",51,61,65,66,85,106,228,238,"false","false",,,,,"259.31000000","388.00000000","246.67000000","388.19000000","0.11793843","1.13568355","27.16412054","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_070_task_012","worker_070","case00",0,20260529,20360629,20360629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"MeanCVaR","FPP-SAA-MeanCVaR","FPP-SAA","0.9","0.5",1800,"0.99970264","1976.721362",12,100,1000,"Feasible","1681.48500000","0.50000000","1939.23461794",11,0,40501,191240,0,0,"0.00000000","false",0,"0.00000000",0,0,0,0,0,"0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",0,0,0,0,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","388.20000000","388.15000000",65,104,129,173,180,181,358,389,"false","false",,,,,"261.26000000","388.20000000","248.03100000","388.15000000","0.11313351","1.08066978","17.82505422","RT=0.010000","ADAG=0.040000","GDG=0.950000"
"worker_071_task_008","worker_071","case01",1,20260529,20361629,20361629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-Branch-Benders-CVaR-LLBI-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.54963051","1842.506723",12,100,1000,"Feasible","388.00000000","174.74336201","1804.75813822",11,2837,601,29556,120106,29268,"0.00000000","true",100,"3.27394136",29268,686,686,68800,68800,"599.95988920","0.00872035","0.25655058","680.72470280","3.39427940","1.34502896",29268,39332,0,80,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",87,1,"388.83304197","388.00000000","388.12000000",2,15,141,147,162,177,356,359,"false","false",,,,,"249.15000000","388.00000000","248.13800000","388.12000000","0.10273365","1.08358870","14.96556407","RT=0.000000","ADAG=0.020000","GDG=0.960000"
"worker_071_task_009","worker_071","case01",1,20260529,20361629,20361629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.54201433","1985.762888",12,100,1000,"Feasible","388.00000000","177.69843844","1935.70148004",11,3189,601,25933,134546,25752,"0.00000000","false",0,"0.00000000",25544,517,517,51900,51900,"555.00733531","0.01069378","0.16052363","622.76912068","3.22587399","1.21226515",25544,26156,0,92,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","true","false","exp","exp",208,208,0,208,"133.35205204","0.06658636","133.44997628",25759,"123.84134615",399,"-0.00000000","400.00000000","124.21510760","0.00000000","2.40000000","2.40000000","240.00000000",0,0,"false",0,208,6,"true",80,1,"387.82525985","388.00000000","388.15000000",32,146,147,157,168,190,227,228,"false","false",,,,,"247.81000000","388.00000000","246.99900000","388.15000000","0.26416778","1.77747193","30.08994902","RT=0.000000","ADAG=0.020000","GDG=0.960000"
"worker_071_task_010","worker_071","case01",1,20260529,20361629,20361629,"new20x20_reburn","20x20_reburn","reburn",400,"0.03",100,1000,"CVaR","FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.49630655","1860.615680",12,100,1000,"Feasible","388.00000000","195.43305941","1808.27634541",11,2635,601,25395,131997,25215,"0.00000000","false",0,"0.00000000",24320,515,515,51700,51700,"510.99520443","0.00988385","0.16161486","568.60158879","2.63783324","0.98909225",24320,27180,0,58,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","true","exp","exp",895,0,895,895,"3.86410297","3.43038919","7.42606183",253784,"283.55754190",399,"-85.00566846","400.00000000","247.01823693","0.00000000","103.10194138","103.10194138","10310.19413820",0,0,"false",0,895,10,"true",79,1,"387.49622183","388.00000000","388.10000000",4,34,44,78,83,106,173,192,"false","false",,,,,"248.93000000","388.00000000","247.74100000","388.10000000","0.12504491","1.79832583","26.87463489","RT=0.000000","ADAG=0.020000","GDG=0.960000"
