"task_id","worker_id","case_id","case_index","seed_base","seed","split_seed","instance_id","folder_name","instance_type","declared_cells","alpha","train_count","test_count","objective_family","method","method_family","cvar_beta","cvar_lambda","time_limit","mip_gap","worker_runtime_seconds","budget","train_scenario_count","test_scenario_count","solver_status","objective_in_sample","best_bound","runtime_seconds","solver_status_code","explored_nodes","num_variables","num_constraints","solver_iterations","cuts_added","max_cut_violation","benders_use_lifted_lower_bounds","benders_lifted_lower_bound_count","benders_lifted_lower_bound_precompute_time_sec","branch_benders_lazy_cuts_added","branch_benders_candidate_incumbents_checked","branch_benders_candidate_callback_calls","branch_benders_subproblems_attempted","branch_benders_subproblems_solved","branch_benders_subproblem_time_sec","branch_benders_average_subproblem_time_sec","branch_benders_max_subproblem_time_sec","branch_benders_callback_time_sec","branch_benders_cut_construction_time_sec","branch_benders_lazy_cut_insertion_time_sec","branch_benders_violated_cuts","branch_benders_nonviolated_cuts","branch_benders_skipped_cuts","branch_benders_duplicate_cuts","combinatorial_benders_enabled","combinatorial_benders_lift_mode","combinatorial_benders_fractional_separation_enabled","combinatorial_benders_initial_cuts_enabled","combinatorial_benders_integer_cuts_added","combinatorial_benders_fractional_cuts_added","combinatorial_benders_initial_cuts_added","combinatorial_benders_scenarios_checked","combinatorial_benders_separation_time_sec","combinatorial_benders_avg_paths_per_cut","combinatorial_benders_avg_cut_nonzeros","combinatorial_benders_num_violated_cuts","coverage_llbi_enabled","coverage_llbi_num_zeta_vars","coverage_llbi_num_constraints","coverage_llbi_precompute_time_sec","path_llbi_enabled","path_llbi_num_b_vars","path_llbi_num_path_constraints","path_llbi_num_paths_used","path_llbi_precompute_time_sec","projected_coverage_llbi_enabled","projected_path_llbi_enabled","projected_llbi_strategy","projected_llbi_mode","projected_llbi_cuts_added","projected_llbi_coverage_cuts_added","projected_llbi_path_cuts_added","projected_llbi_violated_cuts_found","projected_llbi_separation_time_sec","projected_llbi_solve_time_sec","projected_llbi_total_time_sec","projected_llbi_total_nonzeros","projected_llbi_avg_nonzeros_per_cut","projected_llbi_max_nonzeros_per_cut","projected_llbi_min_violation","projected_llbi_max_violation","projected_llbi_avg_violation","projected_llbi_root_bound_initial","projected_llbi_root_bound_final","projected_llbi_root_bound_improvement_abs","projected_llbi_root_bound_improvement_pct","projected_poly_candidate_cuts_generated","projected_poly_candidate_cuts_added","projected_poly_enumeration_truncated","projected_poly_enumeration_limit","projected_exp_separated_cuts_added","projected_exp_separation_rounds","branch_benders_use_root_user_cuts","branch_benders_root_user_cuts_added","branch_benders_root_user_cut_rounds","branch_benders_root_user_cut_max_violation","train_cvar_burned_area","test_cvar_burned_area","selected_firebreaks","warm_start_used","mip_start_accepted","warm_start_source","warm_start_valid_nodes","warm_start_ignored_nodes","test_worst_10pct_burned_area","train_evaluation_runtime_seconds","test_evaluation_runtime_seconds","test_scenario_loading_runtime_seconds","train_graph_classification_ratios","test_graph_classification_ratios","graph_type_note","notes",,,,,,,,,,
"worker_030_task_002","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"Expected","FPP-Branch-Benders-LLBI-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.00069924","31.093447",4,400,1000,"Optimal","130.57000000","130.47869979","21.19926579",102,194,800,2860,14827,2160,"0.00000000","true",400,"0.63339383",2160,18,18,8000,8000,"13.00589416","0.00162574","0.00359968","15.21390170","0.11662292","0.03923128",2160,5040,0,196,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",299,1,"103.05306101","280.50000000","285.15000000",32,168,192,217,"false","false","130.57000000","280.50000000","133.25700000","285.15000000","0.08511440","0.20041954","2.25441049","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_003","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"Expected","FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.00000000","51.546872",4,400,1000,"Optimal","130.57000000","130.57000000","41.70647211",1,190,800,4932,24597,4625,"0.00000000","false",0,"0.00000000",3625,19,19,8400,8400,"12.90221141","0.00153598","0.00392728","15.87754982","0.18133829","0.06447127",3625,3975,0,940,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","true","false","exp","exp",1000,1000,0,1000,"16.89973449","0.39776521","17.42816307",245798,"245.79800000",399,"-0.00000000","400.00000000","65.99325245","0.00000000","82.81491258","82.81491258","8281.49125821",0,0,"false",0,1000,10,"true",306,1,"213.62690122","280.50000000","285.15000000",32,168,192,217,"false","false","130.57000000","280.50000000","133.25700000","285.15000000","0.07957850","0.21078987","2.25490497","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_004","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"Expected","FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.00061827","27.455586",4,400,1000,"Optimal","130.57000000","130.48927241","17.73200483",102,57,800,3293,7335,2994,"0.00000000","false",0,"0.00000000",1994,14,14,6400,6400,"9.42580737","0.00147278","0.00348188","10.81623771","0.09258710","0.03254742",1994,3606,0,937,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","true","exp","exp",1000,0,1000,1000,"1.94416023","0.37763903","2.40105652",255668,"255.66800000",399,"-0.00000000","400.00000000","68.33421771","0.00000000","85.50059421","85.50059421","8550.05942139",0,0,"false",0,1000,10,"true",298,1,"210.08587382","280.50000000","285.15000000",32,168,192,217,"false","false","130.57000000","280.50000000","133.25700000","285.15000000","0.08220722","0.19595220","2.17311557","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_001","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"Expected","FPP-Branch-Benders-RootCuts","FPP-Branch-Benders","0.9","1.0",1800,"0.00079946","40.027779",4,400,1000,"Optimal","130.57000000","130.46561492","29.63026809",102,219,800,6469,10326,6178,"0.00000000","false",0,"0.00000000",6178,30,30,12800,12800,"19.40970198","0.00151638","0.00391160","24.97110928","0.30314431","0.10362339",6178,5822,0,2908,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",290,1,"47.69880977","280.50000000","285.15000000",32,168,192,217,"false","false","130.57000000","280.50000000","133.25700000","285.15000000","0.08595088","0.21613879","2.34091552","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_005","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"Expected","FPP-Branch-Benders-Combinatorial","FPP-Branch-Benders-Combinatorial","0.9","1.0",1800,"0.00000000","60.937495",4,400,1000,"Optimal","130.57000000","130.57000000","51.67371035",1,7,800,10278,7336,10277,"0.00000000","false",0,"0.00000000",861,24,24,0,0,"0.00000000","0.00000000","0.00000000","24.80983872","0.41677640","0.00947398",9877,45440,47883,248,"true","heuristic","true","true",861,9016,400,55317,"24.04047257","196.15925888","195.15925888",9877,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","280.50000000","285.15000000",32,168,192,217,"false","false","130.57000000","280.50000000","133.25700000","285.15000000","0.07672737","0.19891382","2.19682756","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_000","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"Expected","FPP-SAA","FPP-SAA","0.9","1.0",1800,"0.00852847","1825.426618",4,400,1000,"Feasible","130.76250000","129.64729621","1800.11686894",11,3,160400,111292,0,0,"0.00000000","false",0,"0.00000000",0,0,0,0,0,"0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000",0,0,0,0,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","289.92500000","285.97000000",51,97,168,217,"false","false","130.76250000","289.92500000","132.92300000","285.97000000","0.24036298","0.60190125","8.23537247","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_014","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"MeanCVaR","FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts","FPP-Branch-Benders","0.9","0.5",1800,"0.00083020","55.017844",4,400,1000,"Optimal","201.53875000","201.37143264","45.92123796",102,1369,1201,3456,106040,2350,"0.00000000","true",400,"0.64113420",2350,23,23,10000,10000,"15.86605264","0.00158661","0.00366131","18.70624596","0.12578190","0.04165527",2350,6850,0,3,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",305,1,"109.91372214","261.55000000","267.82000000",97,168,209,270,"false","false","141.52750000","261.55000000","141.22700000","267.82000000","0.09724816","0.20362587","2.02703416","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_015","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"MeanCVaR","FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","0.5",1800,"0.00035580","193.163364",4,400,1000,"Optimal","201.53875000","201.46704275","167.06487753",102,925,1201,5446,81056,4740,"0.00000000","false",0,"0.00000000",3740,27,27,11600,11600,"50.40213079","0.00434501","0.00923641","61.76453521","0.53329140","0.22888235",3740,7060,0,1726,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","true","false","exp","exp",1000,1000,0,1000,"29.57140569","1.13499677","30.95654439",256667,"256.66700000",399,"-0.00000000","400.00000000","65.45614462","0.00000000","163.95383712","163.95383712","16395.38371218",0,0,"false",0,1000,10,"true",305,1,"109.27199324","261.55000000","267.82000000",97,168,209,270,"false","false","141.52750000","261.55000000","141.22700000","267.82000000","0.23719655","0.57255623","8.23306890","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_016","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"MeanCVaR","FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts","FPP-Branch-Benders","0.9","0.5",1800,"0.00095247","47.504570",4,400,1000,"Optimal","201.53875000","201.34679017","37.27006811",102,497,1201,4399,43668,3749,"0.00000000","false",0,"0.00000000",2749,27,27,11600,11600,"17.92141737","0.00154495","0.00417899","21.46628139","0.14082787","0.04644799",2749,8051,0,1215,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","true","exp","exp",1000,0,1000,1000,"2.07100575","0.43117190","2.58845254",269701,"269.70100000",399,"-0.00000000","400.00000000","57.93813861","0.00000000","156.30555609","156.30555609","15630.55560936",0,0,"false",0,1000,10,"true",249,1,"115.73790066","261.55000000","267.82000000",97,168,209,270,"false","false","141.52750000","261.55000000","141.22700000","267.82000000","0.09361061","0.22457543","2.35277534","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_013","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"MeanCVaR","FPP-Branch-Benders-MeanCVaR-RootCuts","FPP-Branch-Benders","0.9","0.5",1800,"0.00098393","49.242878",4,400,1000,"Optimal","201.53875000","201.34045015","40.22799749",102,1297,1201,6942,94840,6245,"0.00000000","false",0,"0.00000000",6245,32,32,13600,13600,"17.25245944","0.00126856","0.00312624","22.21061846","0.25964218","0.08786275",6245,6555,0,3143,"false","heuristic","true","true",0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"true",296,1,"89.86996363","261.55000000","267.82000000",97,168,209,270,"false","false","141.52750000","261.55000000","141.22700000","267.82000000","0.07876195","0.19631840","2.03935133","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
"worker_030_task_017","worker_030","case00",0,20260529,20260929,20260929,"new20x20","20x20","shortest_path",400,"0.01",400,1000,"MeanCVaR","FPP-Branch-Benders-Combinatorial-MeanCVaR","FPP-Branch-Benders-Combinatorial","0.9","0.5",1800,"0.00000000","170.094589",4,400,1000,"Optimal","201.53875000","201.53875000","160.53263597",1,85,1201,15008,44302,14607,"0.00000000","false",0,"0.00000000",540,22,22,0,0,"0.00000000","0.00000000","0.00000000","105.77298923","0.80529132","0.00573220",14207,141597,40996,14,"true","heuristic","true","true",540,13667,400,155804,"104.54637154","264.93679172","263.93679172",14207,"false",0,0,"0.00000000","false",0,0,0,"0.00000000","false","false",,,0,0,0,0,"0.00000000","0.00000000","0.00000000",0,"0.00000000",0,,"0.00000000","0.00000000",,,"0.00000000","0.00000000",0,0,"false",0,0,0,"false",0,0,"0.00000000","261.55000000","267.82000000",97,168,209,270,"false","false","141.52750000","261.55000000","141.22700000","267.82000000","0.09231421","0.21250066","2.27445024","RT=0.142500","ADAG=0.852500","GDG=0.000000","NFR=0.000000","EMPTY=0.005000","RT=0.134000","ADAG=0.850000","GDG=0.000000","NFR=0.000000","EMPTY=0.016000","Cell2Fire scenarios are treated as directed propagation graphs."
