alpha,objective_family,projected_method,projected_variant,projected_llbi_strategy,projected_use_root_cuts,baseline_category,projected_rows,baseline_rows,projected_avg_objective_metric,baseline_avg_objective_metric,delta_objective_metric,projected_avg_best_bound,baseline_avg_best_bound,delta_best_bound,projected_avg_gap_metric,baseline_avg_gap_metric,delta_gap_metric,projected_avg_runtime_metric,baseline_avg_runtime_metric,delta_runtime_metric,projected_avg_explored_nodes,baseline_avg_explored_nodes,delta_explored_nodes,projected_avg_train_expected_burned_area,baseline_avg_train_expected_burned_area,delta_train_expected_burned_area,projected_avg_test_expected_burned_area,baseline_avg_test_expected_burned_area,delta_test_expected_burned_area,projected_avg_branch_benders_lazy_cuts_added,baseline_avg_branch_benders_lazy_cuts_added,delta_branch_benders_lazy_cuts_added,projected_avg_branch_benders_candidate_incumbents_checked,baseline_avg_branch_benders_candidate_incumbents_checked,delta_branch_benders_candidate_incumbents_checked,projected_avg_num_variables,baseline_avg_num_variables,delta_num_variables,projected_avg_num_constraints,baseline_avg_num_constraints,delta_num_constraints,projected_avg_num_nonzeros,baseline_avg_num_nonzeros,delta_num_nonzeros
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-SAA:fpp_cut,5,5,223.88,224.98,-1.1,223.668574,210.4298458,13.23872821,0.0009443730855,0.06440510594,-0.06346073286,6.288929624,300.0381156,-293.7491859,2541.8,277.2,2264.6,111.514,110.038,1.476,113.5306667,112.9537778,0.576888888,119.8,0,119.8,23,0,23,561,28744.6,-28183.6,351.8,42547,-42195.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders,5,5,223.88,223.88,0,223.668574,223.6684022,0.00017179,0.0009443730855,0.0009455973155,-1.22422996e-06,6.288929624,6.48959104,-0.200661416,2541.8,2686.6,-144.8,111.514,111.514,0,113.5306667,113.5306667,0,119.8,969.2,-849.4,23,29.4,-6.4,561,561,0,351.8,1070.2,-718.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-RootCuts,5,5,223.88,223.88,0,223.668574,223.6657007,0.002873328,0.0009443730855,0.0009569257212,-1.255263574e-05,6.288929624,8.372967326,-2.084037702,2541.8,2819.6,-277.8,111.514,111.514,0,113.5306667,113.5306667,0,119.8,951,-831.2,23,26.8,-3.8,561,561,0,351.8,1081,-729.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-LLBI,5,5,223.88,223.88,0,223.668574,223.6739707,-0.005396728,0.0009443730855,0.0009211255032,2.32475823e-05,6.288929624,9.995532844,-3.70660322,2541.8,2365,176.8,111.514,111.514,0,113.5306667,113.5306667,0,119.8,138.2,-18.4,23,23.8,-0.8,561,561,0,351.8,339.2,12.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,223.88,223.88,0,223.668574,223.668574,0,0.0009443730855,0.0009443730855,0,6.288929624,9.817455836,-3.528526212,2541.8,2541.8,0,111.514,111.514,0,113.5306667,113.5306667,0,119.8,119.8,0,23,23,0,561,561,0,351.8,351.8,0,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI,5,5,223.88,225.6,-1.72,223.668574,212.9719549,10.69661905,0.0009443730855,0.05584846101,-0.05490408793,6.288929624,282.6617104,-276.3727808,2541.8,461.6,2080.2,111.514,110.798,0.716,113.5306667,113.8564444,-0.325777778,119.8,10.6,109.2,23,10.2,12.8,561,14602.8,-14041.8,351.8,14253.4,-13901.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,223.88,225.38,-1.5,223.668574,211.770175,11.89839895,0.0009443730855,0.05998962082,-0.05904524774,6.288929624,293.7057326,-287.416803,2541.8,448.4,2093.4,111.514,109.768,1.746,113.5306667,111.9817778,1.548888888,119.8,6,113.8,23,8.4,14.6,561,14602.8,-14041.8,351.8,14257.8,-13906,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-PathLLBI,5,5,223.88,225.74,-1.86,223.668574,213.4505097,10.21806429,0.0009443730855,0.05359186263,-0.05264748955,6.288929624,273.8132128,-267.5242831,2541.8,542,1999.8,111.514,110.228,1.286,113.5306667,111.4288889,2.101777776,119.8,0,119.8,23,4.2,18.8,561,14702.8,-14141.8,351.8,14951.2,-14599.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,223.88,225.74,-1.86,223.668574,213.5613568,10.10721724,0.0009443730855,0.05306960426,-0.05212523118,6.288929624,278.989095,-272.7001654,2541.8,532.4,2009.4,111.514,110.228,1.286,113.5306667,111.4288889,2.101777776,119.8,0,119.8,23,4.2,18.8,561,14702.8,-14141.8,351.8,14951.2,-14599.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,223.88,281.04,-57.16,223.668574,-6e+74,6e+74,0.0009443730855,0.1003022204,-0.09935784733,6.288929624,302.6003178,-296.3113882,2541.8,34,2507.8,111.514,128.41,-16.896,113.5306667,126.2255556,-12.69488889,119.8,0,119.8,23,2,21,561,28744.6,-28183.6,351.8,29093,-28741.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,223.88,226.94,-3.06,223.668574,205.0367918,18.63178221,0.0009443730855,0.09649713795,-0.09555276486,6.288929624,301.8138987,-295.5249691,2541.8,42,2499.8,111.514,109.976,1.538,113.5306667,111.8466667,1.683999998,119.8,0,119.8,23,4,19,561,28744.6,-28183.6,351.8,29093,-28741.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,223.88,226.44,-2.56,223.668574,208.3351458,15.33342822,0.0009443730855,0.08005794521,-0.07911357213,6.288929624,301.6086788,-295.3197492,2541.8,67.8,2474,111.514,110.89,0.624,113.5306667,113.73,-0.199333336,119.8,0,119.8,23,4.2,18.8,561,28744.6,-28183.6,351.8,29193,-28841.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,223.88,245.48,-21.6,223.668574,207.344042,16.32453195,0.0009443730855,0.1396686143,-0.1387242412,6.288929624,301.6465244,-295.3575948,2541.8,51.8,2490,111.514,116.822,-5.308,113.5306667,118.0795556,-4.548888892,119.8,0,119.8,23,3.6,19.4,561,28744.6,-28183.6,351.8,29193,-28841.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-poly-RootCuts,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-Combinatorial,5,5,223.88,223.88,0,223.668574,223.6779028,-0.009328802,0.0009443730855,0.0009028042152,4.156887026e-05,6.288929624,132.5955063,-126.3065767,2541.8,1158.4,1383.4,111.514,111.514,0,113.5306667,113.5306667,0,119.8,85,34.8,23,16,7,561,561,0,351.8,2977.6,-2625.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-SAA:fpp_base,5,5,223.88,224.08,-0.2,223.6897222,221.4755425,2.214179666,0.0008502275599,0.01111400097,-0.01026377341,5.133058392,193.9217267,-188.7886683,1710.2,1260.8,449.4,111.514,111.746,-0.232,113.5306667,113.4906667,0.04,45,0,45,16,0,16,561,36461,-35900,306.4,14363.4,-14057,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-SAA:fpp_cut,5,5,223.88,224.98,-1.1,223.6897222,210.4298458,13.25987639,0.0008502275599,0.06440510594,-0.06355487838,5.133058392,300.0381156,-294.9050572,1710.2,277.2,1433,111.514,110.038,1.476,113.5306667,112.9537778,0.576888888,45,0,45,16,0,16,561,28744.6,-28183.6,306.4,42547,-42240.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders,5,5,223.88,223.88,0,223.6897222,223.6684022,0.021319974,0.0008502275599,0.0009455973155,-9.536975554e-05,5.133058392,6.48959104,-1.356532648,1710.2,2686.6,-976.4,111.514,111.514,0,113.5306667,113.5306667,0,45,969.2,-924.2,16,29.4,-13.4,561,561,0,306.4,1070.2,-763.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-RootCuts,5,5,223.88,223.88,0,223.6897222,223.6657007,0.024021512,0.0008502275599,0.0009569257212,-0.0001066981613,5.133058392,8.372967326,-3.239908934,1710.2,2819.6,-1109.4,111.514,111.514,0,113.5306667,113.5306667,0,45,951,-906,16,26.8,-10.8,561,561,0,306.4,1081,-774.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI,5,5,223.88,223.88,0,223.6897222,223.6739707,0.015751456,0.0008502275599,0.0009211255032,-7.089794328e-05,5.133058392,9.995532844,-4.862474452,1710.2,2365,-654.8,111.514,111.514,0,113.5306667,113.5306667,0,45,138.2,-93.2,16,23.8,-7.8,561,561,0,306.4,339.2,-32.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,223.88,223.88,0,223.6897222,223.668574,0.021148184,0.0008502275599,0.0009443730855,-9.414552558e-05,5.133058392,9.817455836,-4.684397444,1710.2,2541.8,-831.6,111.514,111.514,0,113.5306667,113.5306667,0,45,119.8,-74.8,16,23,-7,561,561,0,306.4,351.8,-45.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI,5,5,223.88,225.6,-1.72,223.6897222,212.9719549,10.71776723,0.0008502275599,0.05584846101,-0.05499823345,5.133058392,282.6617104,-277.528652,1710.2,461.6,1248.6,111.514,110.798,0.716,113.5306667,113.8564444,-0.325777778,45,10.6,34.4,16,10.2,5.8,561,14602.8,-14041.8,306.4,14253.4,-13947,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,223.88,225.38,-1.5,223.6897222,211.770175,11.91954713,0.0008502275599,0.05998962082,-0.05913939326,5.133058392,293.7057326,-288.5726742,1710.2,448.4,1261.8,111.514,109.768,1.746,113.5306667,111.9817778,1.548888888,45,6,39,16,8.4,7.6,561,14602.8,-14041.8,306.4,14257.8,-13951.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI,5,5,223.88,225.74,-1.86,223.6897222,213.4505097,10.23921248,0.0008502275599,0.05359186263,-0.05274163507,5.133058392,273.8132128,-268.6801544,1710.2,542,1168.2,111.514,110.228,1.286,113.5306667,111.4288889,2.101777776,45,0,45,16,4.2,11.8,561,14702.8,-14141.8,306.4,14951.2,-14644.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,223.88,225.74,-1.86,223.6897222,213.5613568,10.12836543,0.0008502275599,0.05306960426,-0.0522193767,5.133058392,278.989095,-273.8560366,1710.2,532.4,1177.8,111.514,110.228,1.286,113.5306667,111.4288889,2.101777776,45,0,45,16,4.2,11.8,561,14702.8,-14141.8,306.4,14951.2,-14644.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,223.88,281.04,-57.16,223.6897222,-6e+74,6e+74,0.0008502275599,0.1003022204,-0.09945199286,5.133058392,302.6003178,-297.4672594,1710.2,34,1676.2,111.514,128.41,-16.896,113.5306667,126.2255556,-12.69488889,45,0,45,16,2,14,561,28744.6,-28183.6,306.4,29093,-28786.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,223.88,226.94,-3.06,223.6897222,205.0367918,18.6529304,0.0008502275599,0.09649713795,-0.09564691039,5.133058392,301.8138987,-296.6808403,1710.2,42,1668.2,111.514,109.976,1.538,113.5306667,111.8466667,1.683999998,45,0,45,16,4,12,561,28744.6,-28183.6,306.4,29093,-28786.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,223.88,226.44,-2.56,223.6897222,208.3351458,15.3545764,0.0008502275599,0.08005794521,-0.07920771765,5.133058392,301.6086788,-296.4756204,1710.2,67.8,1642.4,111.514,110.89,0.624,113.5306667,113.73,-0.199333336,45,0,45,16,4.2,11.8,561,28744.6,-28183.6,306.4,29193,-28886.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,223.88,245.48,-21.6,223.6897222,207.344042,16.34568014,0.0008502275599,0.1396686143,-0.1388183868,5.133058392,301.6465244,-296.513466,1710.2,51.8,1658.4,111.514,116.822,-5.308,113.5306667,118.0795556,-4.548888892,45,0,45,16,3.6,12.4,561,28744.6,-28183.6,306.4,29193,-28886.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-Combinatorial,5,5,223.88,223.88,0,223.6897222,223.6779028,0.011819382,0.0008502275599,0.0009028042152,-5.257665532e-05,5.133058392,132.5955063,-127.462448,1710.2,1158.4,551.8,111.514,111.514,0,113.5306667,113.5306667,0,45,85,-40,16,16,0,561,561,0,306.4,2977.6,-2671.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-SAA:fpp_base,5,5,223.88,224.08,-0.2,223.6891032,221.4755425,2.213560684,0.0008532323405,0.01111400097,-0.01026076863,5.394475024,193.9217267,-188.5272517,1789.6,1260.8,528.8,111.514,111.746,-0.232,113.5306667,113.4906667,0.04,47,0,47,16.4,0,16.4,561,36461,-35900,310,14363.4,-14053.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-SAA:fpp_cut,5,5,223.88,224.98,-1.1,223.6891032,210.4298458,13.25925741,0.0008532323405,0.06440510594,-0.0635518736,5.394475024,300.0381156,-294.6436405,1789.6,277.2,1512.4,111.514,110.038,1.476,113.5306667,112.9537778,0.576888888,47,0,47,16.4,0,16.4,561,28744.6,-28183.6,310,42547,-42237,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders,5,5,223.88,223.88,0,223.6891032,223.6684022,0.020700992,0.0008532323405,0.0009455973155,-9.236497492e-05,5.394475024,6.48959104,-1.095116016,1789.6,2686.6,-897,111.514,111.514,0,113.5306667,113.5306667,0,47,969.2,-922.2,16.4,29.4,-13,561,561,0,310,1070.2,-760.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-RootCuts,5,5,223.88,223.88,0,223.6891032,223.6657007,0.02340253,0.0008532323405,0.0009569257212,-0.0001036933807,5.394475024,8.372967326,-2.978492302,1789.6,2819.6,-1030,111.514,111.514,0,113.5306667,113.5306667,0,47,951,-904,16.4,26.8,-10.4,561,561,0,310,1081,-771,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI,5,5,223.88,223.88,0,223.6891032,223.6739707,0.015132474,0.0008532323405,0.0009211255032,-6.789316266e-05,5.394475024,9.995532844,-4.60105782,1789.6,2365,-575.4,111.514,111.514,0,113.5306667,113.5306667,0,47,138.2,-91.2,16.4,23.8,-7.4,561,561,0,310,339.2,-29.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-RootCuts,5,5,223.88,223.88,0,223.6891032,223.668574,0.020529202,0.0008532323405,0.0009443730855,-9.114074496e-05,5.394475024,9.817455836,-4.422980812,1789.6,2541.8,-752.2,111.514,111.514,0,113.5306667,113.5306667,0,47,119.8,-72.8,16.4,23,-6.6,561,561,0,310,351.8,-41.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI,5,5,223.88,225.6,-1.72,223.6891032,212.9719549,10.71714825,0.0008532323405,0.05584846101,-0.05499522867,5.394475024,282.6617104,-277.2672354,1789.6,461.6,1328,111.514,110.798,0.716,113.5306667,113.8564444,-0.325777778,47,10.6,36.4,16.4,10.2,6.2,561,14602.8,-14041.8,310,14253.4,-13943.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,223.88,225.38,-1.5,223.6891032,211.770175,11.91892815,0.0008532323405,0.05998962082,-0.05913638848,5.394475024,293.7057326,-288.3112576,1789.6,448.4,1341.2,111.514,109.768,1.746,113.5306667,111.9817778,1.548888888,47,6,41,16.4,8.4,8,561,14602.8,-14041.8,310,14257.8,-13947.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI,5,5,223.88,225.74,-1.86,223.6891032,213.4505097,10.23859349,0.0008532323405,0.05359186263,-0.05273863029,5.394475024,273.8132128,-268.4187377,1789.6,542,1247.6,111.514,110.228,1.286,113.5306667,111.4288889,2.101777776,47,0,47,16.4,4.2,12.2,561,14702.8,-14141.8,310,14951.2,-14641.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-PathLLBI-RootCuts,5,5,223.88,225.74,-1.86,223.6891032,213.5613568,10.12774645,0.0008532323405,0.05306960426,-0.05221637192,5.394475024,278.989095,-273.59462,1789.6,532.4,1257.2,111.514,110.228,1.286,113.5306667,111.4288889,2.101777776,47,0,47,16.4,4.2,12.2,561,14702.8,-14141.8,310,14951.2,-14641.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,5,223.88,281.04,-57.16,223.6891032,-6e+74,6e+74,0.0008532323405,0.1003022204,-0.09944898808,5.394475024,302.6003178,-297.2058428,1789.6,34,1755.6,111.514,128.41,-16.896,113.5306667,126.2255556,-12.69488889,47,0,47,16.4,2,14.4,561,28744.6,-28183.6,310,29093,-28783,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,5,223.88,226.94,-3.06,223.6891032,205.0367918,18.65231141,0.0008532323405,0.09649713795,-0.09564390561,5.394475024,301.8138987,-296.4194237,1789.6,42,1747.6,111.514,109.976,1.538,113.5306667,111.8466667,1.683999998,47,0,47,16.4,4,12.4,561,28744.6,-28183.6,310,29093,-28783,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,5,223.88,226.44,-2.56,223.6891032,208.3351458,15.35395742,0.0008532323405,0.08005794521,-0.07920471287,5.394475024,301.6086788,-296.2142038,1789.6,67.8,1721.8,111.514,110.89,0.624,113.5306667,113.73,-0.199333336,47,0,47,16.4,4.2,12.2,561,28744.6,-28183.6,310,29193,-28883,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,5,223.88,245.48,-21.6,223.6891032,207.344042,16.34506115,0.0008532323405,0.1396686143,-0.138815382,5.394475024,301.6465244,-296.2520494,1789.6,51.8,1737.8,111.514,116.822,-5.308,113.5306667,118.0795556,-4.548888892,47,0,47,16.4,3.6,12.8,561,28744.6,-28183.6,310,29193,-28883,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-Combinatorial,5,5,223.88,223.88,0,223.6891032,223.6779028,0.0112004,0.0008532323405,0.0009028042152,-4.95718747e-05,5.394475024,132.5955063,-127.2010313,1789.6,1158.4,631.2,111.514,111.514,0,113.5306667,113.5306667,0,47,85,-38,16.4,16,0.4,561,561,0,310,2977.6,-2667.6,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-SAA:fpp_base,5,5,223.88,224.08,-0.2,223.6694593,221.4755425,2.193916754,0.0009403160436,0.01111400097,-0.01017368492,5.66927272,193.9217267,-188.252454,2180.4,1260.8,919.6,111.514,111.746,-0.232,113.5306667,113.4906667,0.04,113,0,113,22.8,0,22.8,561,36461,-35900,314,14363.4,-14049.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-SAA:fpp_cut,5,5,223.88,224.98,-1.1,223.6694593,210.4298458,13.23961348,0.0009403160436,0.06440510594,-0.0634647899,5.66927272,300.0381156,-294.3688428,2180.4,277.2,1903.2,111.514,110.038,1.476,113.5306667,112.9537778,0.576888888,113,0,113,22.8,0,22.8,561,28744.6,-28183.6,314,42547,-42233,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders,5,5,223.88,223.88,0,223.6694593,223.6684022,0.001057062,0.0009403160436,0.0009455973155,-5.28127186e-06,5.66927272,6.48959104,-0.82031832,2180.4,2686.6,-506.2,111.514,111.514,0,113.5306667,113.5306667,0,113,969.2,-856.2,22.8,29.4,-6.6,561,561,0,314,1070.2,-756.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-RootCuts,5,5,223.88,223.88,0,223.6694593,223.6657007,0.0037586,0.0009403160436,0.0009569257212,-1.660967764e-05,5.66927272,8.372967326,-2.703694606,2180.4,2819.6,-639.2,111.514,111.514,0,113.5306667,113.5306667,0,113,951,-838,22.8,26.8,-4,561,561,0,314,1081,-767,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI,5,5,223.88,223.88,0,223.6694593,223.6739707,-0.004511456,0.0009403160436,0.0009211255032,1.91905404e-05,5.66927272,9.995532844,-4.326260124,2180.4,2365,-184.6,111.514,111.514,0,113.5306667,113.5306667,0,113,138.2,-25.2,22.8,23.8,-1,561,561,0,314,339.2,-25.2,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-LLBI-RootCuts,5,5,223.88,223.88,0,223.6694593,223.668574,0.000885272,0.0009403160436,0.0009443730855,-4.0570419e-06,5.66927272,9.817455836,-4.148183116,2180.4,2541.8,-361.4,111.514,111.514,0,113.5306667,113.5306667,0,113,119.8,-6.8,22.8,23,-0.2,561,561,0,314,351.8,-37.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI,5,5,223.88,225.6,-1.72,223.6694593,212.9719549,10.69750432,0.0009403160436,0.05584846101,-0.05490814497,5.66927272,282.6617104,-276.9924377,2180.4,461.6,1718.8,111.514,110.798,0.716,113.5306667,113.8564444,-0.325777778,113,10.6,102.4,22.8,10.2,12.6,561,14602.8,-14041.8,314,14253.4,-13939.4,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,5,223.88,225.38,-1.5,223.6694593,211.770175,11.89928422,0.0009403160436,0.05998962082,-0.05904930478,5.66927272,293.7057326,-288.0364599,2180.4,448.4,1732,111.514,109.768,1.746,113.5306667,111.9817778,1.548888888,113,6,107,22.8,8.4,14.4,561,14602.8,-14041.8,314,14257.8,-13943.8,,,
0.01,CVaR,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-PathLLBI,5,5,223.88,225.74,-1.86,223.6694593,213.4505097,10.21894956,0.0009403160436,0.05359186263,-0.05265154659,5.66927272,273.8132128,-268.14394,2180.4,542,1638.4,111.514,110.228,1.286,113.5306667,111.4288889,2.101777776,113,0,113,22.8,4.2,18.6,561,14702.8,-14141.8,314,14951.2,-14637.2,,,
