source,task_id,alpha,case_id,objective_family,method,status,runtime_seconds,time_limit,objective,best_bound,reported_mip_gap,solver_mip_gap,calculated_gap,gap_excluded_reason
previous,worker_07_task_019,0.02,case03,CVaR,FPP-Branch-Benders-RootCuts,Feasible,300.27014294,300,156,147.87140573,0.001,,0.05210637353,
previous,worker_07_task_043,0.02,case03,CVaR,FPP-Branch-Benders-Combinatorial,Feasible,303.54221770,300,162.7,138.63018833,0.001,,0.1479398382,
previous,worker_07_task_002,0.02,case03,CVaR,FPP-SAA-fpp_base,Feasible,300.04386006,300,165.5,135.91734441,0.001,,0.1787471637,
previous,worker_07_task_003,0.02,case03,CVaR,FPP-SAA-fpp_cut,Feasible,300.05592877,300,163.4,133.59987545,0.001,,0.1823753032,
previous,worker_07_task_006,0.02,case03,Expected,FPP-Branch-Benders,Optimal,189.39468532,300,77.55,77.47247233,0.001,,0.0009997120567,
previous,worker_07_task_010,0.02,case03,Expected,FPP-Branch-Benders-CoverageLLBI,Optimal,108.53430106,300,77.55,77.47407422,0.001,,0.0009790558349,
previous,worker_07_task_014,0.02,case03,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Optimal,252.26260557,300,77.55,77.55000000,0.001,,0,
previous,worker_07_task_015,0.02,case03,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Optimal,226.69766564,300,77.55,77.55000000,0.001,,0,
previous,worker_07_task_011,0.02,case03,Expected,FPP-Branch-Benders-CoverageLLBI-RootCuts,Optimal,56.55971488,300,77.55,77.55000000,0.001,,0,
previous,worker_07_task_008,0.02,case03,Expected,FPP-Branch-Benders-LLBI,Optimal,187.42711177,300,77.55,77.47245469,0.001,,0.0009999395229,
previous,worker_07_task_016,0.02,case03,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.13645185,300,77.55,76.90167816,0.001,,0.008360049516,
previous,worker_07_task_017,0.02,case03,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.58543977,300,77.55,77.25222222,0.001,,0.003839816634,
previous,worker_07_task_009,0.02,case03,Expected,FPP-Branch-Benders-LLBI-RootCuts,Optimal,115.71672448,300,77.55,77.47255322,0.001,,0.0009986689877,
previous,worker_07_task_012,0.02,case03,Expected,FPP-Branch-Benders-PathLLBI,Optimal,36.22208140,300,77.55,77.50569872,0.001,,0.000571260864,
previous,worker_07_task_013,0.02,case03,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,40.16647464,300,77.55,77.50569872,0.001,,0.000571260864,
previous,worker_07_task_007,0.02,case03,Expected,FPP-Branch-Benders-RootCuts,Optimal,122.28753576,300,77.55,77.47245891,0.001,,0.0009998851064,
previous,worker_07_task_042,0.02,case03,Expected,FPP-Branch-Benders-Combinatorial,Optimal,38.12779789,300,77.55,77.55000000,0.001,,0,
previous,worker_07_task_000,0.02,case03,Expected,FPP-SAA-fpp_base,Optimal,16.97348366,300,77.55,77.47770833,0.001,,0.0009321943262,
previous,worker_07_task_001,0.02,case03,Expected,FPP-SAA-fpp_cut,Optimal,60.07198762,300,77.55,77.55000000,0.001,,0,
previous,worker_07_task_030,0.02,case03,MeanCVaR,FPP-Branch-Benders,Feasible,300.39144573,300,118.405,112.71008609,0.001,,0.04809690393,
previous,worker_07_task_034,0.02,case03,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.41885964,300,118.09,110.72368625,0.001,,0.06237881065,
previous,worker_07_task_038,0.02,case03,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,300.87448878,300,121.61,107.25034090,0.001,,0.1180795913,
previous,worker_07_task_039,0.02,case03,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.30630580,300,121.61,107.25034090,0.001,,0.1180795913,
previous,worker_07_task_035,0.02,case03,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.44658206,300,119.37,110.48811041,0.001,,0.07440638008,
previous,worker_07_task_032,0.02,case03,MeanCVaR,FPP-Branch-Benders-LLBI,Feasible,300.29752630,300,117.83,113.92723288,0.001,,0.03312201579,
previous,worker_07_task_040,0.02,case03,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,300.96072572,300,121.61,107.25119274,0.001,,0.1180725866,
previous,worker_07_task_041,0.02,case03,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.44415232,300,121.61,105.90184910,0.001,,0.1291682501,
previous,worker_07_task_033,0.02,case03,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,Feasible,300.29878471,300,117.83,117.02861523,0.001,,0.006801194687,
previous,worker_07_task_036,0.02,case03,MeanCVaR,FPP-Branch-Benders-PathLLBI,Feasible,300.59828774,300,121.61,109.12465562,0.001,,0.1026670864,
previous,worker_07_task_037,0.02,case03,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,301.01480757,300,121.61,108.96527574,0.001,,0.1039776684,
previous,worker_07_task_031,0.02,case03,MeanCVaR,FPP-Branch-Benders-RootCuts,Feasible,300.37228448,300,119.425,113.03876660,0.001,,0.0534748453,
previous,worker_07_task_044,0.02,case03,MeanCVaR,FPP-Branch-Benders-Combinatorial,Feasible,303.05340342,300,121.61,110.62805953,0.001,,0.09030458408,
previous,worker_07_task_004,0.02,case03,MeanCVaR,FPP-SAA-fpp_base,Feasible,300.02233572,300,120.48,110.36770451,0.001,,0.0839333955,
previous,worker_07_task_005,0.02,case03,MeanCVaR,FPP-SAA-fpp_cut,Feasible,300.06486760,300,121.37,107.11849589,0.001,,0.1174219668,
previous,worker_08_task_018,0.01,case04,CVaR,FPP-Branch-Benders,Optimal,10.66967450,300,216.3,216.09167580,0.001,,0.0009631262136,
previous,worker_08_task_022,0.01,case04,CVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,301.48712033,300,219.5,200.70705202,0.001,,0.08561707508,
previous,worker_08_task_026,0.01,case04,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,303.18107844,300,313.4,-999999999999999926539781176481198923508803215199467887262646419780362305536.00000000,0.001,,,invalid_best_bound_sentinel
previous,worker_08_task_027,0.01,case04,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.07789492,300,225,195.87811977,0.001,,0.1294305788,
previous,worker_08_task_023,0.01,case04,CVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,301.54818921,300,217.2,200.12345506,0.001,,0.07862129346,
previous,worker_08_task_020,0.01,case04,CVaR,FPP-Branch-Benders-LLBI,Optimal,17.87210041,300,216.3,216.09845902,0.001,,0.0009317659732,
previous,worker_08_task_028,0.01,case04,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,302.09364008,300,219.4,202.13714986,0.001,,0.07868208815,
previous,worker_08_task_029,0.01,case04,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,302.27913156,300,313.4,198.59117350,0.001,,0.3663332052,
previous,worker_08_task_021,0.01,case04,CVaR,FPP-Branch-Benders-LLBI-RootCuts,Optimal,17.51204781,300,216.3,216.09142969,0.001,,0.0009642640314,
previous,worker_08_task_024,0.01,case04,CVaR,FPP-Branch-Benders-PathLLBI,Feasible,301.84064335,300,220.4,199.07863732,0.001,,0.0967393951,
previous,worker_08_task_025,0.01,case04,CVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,302.20434521,300,220.4,200.31239106,0.001,,0.09114160136,
previous,worker_08_task_019,0.01,case04,CVaR,FPP-Branch-Benders-RootCuts,Optimal,7.77027729,300,216.3,216.09393973,0.001,,0.0009526595932,
previous,worker_08_task_043,0.01,case04,CVaR,FPP-Branch-Benders-Combinatorial,Optimal,216.27192733,300,216.3,216.08840616,0.001,,0.0009782424411,
previous,worker_08_task_002,0.01,case04,CVaR,FPP-SAA-fpp_base,Optimal,115.05400633,300,216.3,216.08460505,0.001,,0.0009958157651,
previous,worker_08_task_003,0.01,case04,CVaR,FPP-SAA-fpp_cut,Feasible,300.01805298,300,217.2,208.20044240,0.001,,0.04143442726,
previous,worker_08_task_006,0.01,case04,Expected,FPP-Branch-Benders,Optimal,13.11757329,300,105.65,105.55283381,0.001,,0.0009196989115,
previous,worker_08_task_010,0.01,case04,Expected,FPP-Branch-Benders-CoverageLLBI,Optimal,17.16541394,300,105.65,105.54571429,0.001,,0.0009870867014,
previous,worker_08_task_014,0.01,case04,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,300.99729118,300,106.01,104.59833333,0.001,,0.01331635383,
previous,worker_08_task_015,0.01,case04,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Optimal,140.05677091,300,105.65,105.65000000,0.001,,0,
previous,worker_08_task_011,0.01,case04,Expected,FPP-Branch-Benders-CoverageLLBI-RootCuts,Optimal,41.55826508,300,105.65,105.65000000,0.001,,0,
previous,worker_08_task_008,0.01,case04,Expected,FPP-Branch-Benders-LLBI,Optimal,9.59962613,300,105.65,105.56000000,0.001,,0.00085186938,
previous,worker_08_task_016,0.01,case04,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Optimal,271.44216921,300,105.65,105.65000000,0.001,,0,
previous,worker_08_task_017,0.01,case04,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Optimal,136.52884223,300,105.65,105.65000000,0.001,,0,
previous,worker_08_task_009,0.01,case04,Expected,FPP-Branch-Benders-LLBI-RootCuts,Optimal,8.35440557,300,105.65,105.54516093,0.001,,0.0009923243729,
previous,worker_08_task_012,0.01,case04,Expected,FPP-Branch-Benders-PathLLBI,Optimal,39.03767325,300,105.69,105.63000000,0.001,,0.0005676979847,
previous,worker_08_task_013,0.01,case04,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,27.89694927,300,105.69,105.63000000,0.001,,0.0005676979847,
previous,worker_08_task_007,0.01,case04,Expected,FPP-Branch-Benders-RootCuts,Optimal,10.33075424,300,105.65,105.54819674,0.001,,0.0009635897776,
previous,worker_08_task_042,0.01,case04,Expected,FPP-Branch-Benders-Combinatorial,Optimal,13.47783959,300,105.65,105.56857143,0.001,,0.0007707389494,
previous,worker_08_task_000,0.01,case04,Expected,FPP-SAA-fpp_base,Optimal,3.79104554,300,105.65,105.65000000,0.001,,0,
previous,worker_08_task_001,0.01,case04,Expected,FPP-SAA-fpp_cut,Optimal,9.63624320,300,105.65,105.58000000,0.001,,0.0006625650734,
previous,worker_08_task_030,0.01,case04,MeanCVaR,FPP-Branch-Benders,Optimal,19.82124414,300,163.3,163.15310479,0.001,,0.0008995420086,
previous,worker_08_task_034,0.01,case04,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.58649902,300,163.735,157.09818825,0.001,,0.04053386112,
previous,worker_08_task_038,0.01,case04,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,302.94524401,300,226.965,-999999999999999926539781176481198923508803215199467887262646419780362305536.00000000,0.001,,,invalid_best_bound_sentinel
previous,worker_08_task_039,0.01,case04,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,300.98290000,300,166.365,154.50272508,0.001,,0.07130270742,
previous,worker_08_task_035,0.01,case04,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.62273820,300,165.255,154.68010067,0.001,,0.06399140316,
previous,worker_08_task_032,0.01,case04,MeanCVaR,FPP-Branch-Benders-LLBI,Optimal,17.36006339,300,163.3,163.13673979,0.001,,0.000999756338,
previous,worker_08_task_040,0.01,case04,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.61387978,300,165.17,156.12801635,0.001,,0.05474349852,
previous,worker_08_task_041,0.01,case04,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.65037844,300,165.22,156.26503266,0.001,,0.05420026232,
previous,worker_08_task_033,0.01,case04,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,Optimal,15.95023608,300,163.3,163.14982601,0.001,,0.0009196202694,
previous,worker_08_task_036,0.01,case04,MeanCVaR,FPP-Branch-Benders-PathLLBI,Optimal,212.86421649,300,163.3,163.17310515,0.001,,0.0007770658298,
previous,worker_08_task_037,0.01,case04,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,300.86729646,300,163.3,161.65262557,0.001,,0.01008802468,
previous,worker_08_task_031,0.01,case04,MeanCVaR,FPP-Branch-Benders-RootCuts,Optimal,18.53157473,300,163.3,163.14178784,0.001,,0.0009688436007,
previous,worker_08_task_044,0.01,case04,MeanCVaR,FPP-Branch-Benders-Combinatorial,Optimal,77.17450881,300,163.3,163.14249178,0.001,,0.0009645328843,
previous,worker_08_task_004,0.01,case04,MeanCVaR,FPP-SAA-fpp_base,Optimal,129.65428876,300,163.3,163.14839359,0.001,,0.000928391978,
previous,worker_08_task_005,0.01,case04,MeanCVaR,FPP-SAA-fpp_cut,Feasible,300.03027237,300,163.3,159.60239116,0.001,,0.0226430425,
previous,worker_09_task_018,0.02,case04,CVaR,FPP-Branch-Benders,Feasible,300.74824960,300,155.9,144.48704366,0.001,,0.07320690404,
previous,worker_09_task_022,0.02,case04,CVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,301.18886201,300,157.3,138.13976428,0.001,,0.1218069658,
previous,worker_09_task_026,0.02,case04,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,302.63746776,300,313.4,-999999999999999926539781176481198923508803215199467887262646419780362305536.00000000,0.001,,,invalid_best_bound_sentinel
previous,worker_09_task_027,0.02,case04,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.16322581,300,158.8,134.26608142,0.001,,0.1544957089,
previous,worker_09_task_023,0.02,case04,CVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.56576171,300,155.9,137.72459566,0.001,,0.1165837353,
previous,worker_09_task_020,0.02,case04,CVaR,FPP-Branch-Benders-LLBI,Feasible,300.89134866,300,155.5,144.62263530,0.001,,0.06995089839,
previous,worker_09_task_028,0.02,case04,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.45422482,300,159.3,136.74951911,0.001,,0.1415598298,
previous,worker_09_task_029,0.02,case04,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,302.23823193,300,159.3,134.95620104,0.001,,0.1528173193,
previous,worker_09_task_021,0.02,case04,CVaR,FPP-Branch-Benders-LLBI-RootCuts,Feasible,300.70488041,300,155.9,145.76861334,0.001,,0.06498644426,
previous,worker_09_task_024,0.02,case04,CVaR,FPP-Branch-Benders-PathLLBI,Feasible,301.38725835,300,159.1,135.68908312,0.001,,0.1471459263,
previous,worker_09_task_025,0.02,case04,CVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,301.78705253,300,160.2,135.68814869,0.001,,0.1530078109,
previous,worker_09_task_019,0.02,case04,CVaR,FPP-Branch-Benders-RootCuts,Feasible,300.90768568,300,160.2,142.21610002,0.001,,0.1122590511,
previous,worker_09_task_043,0.02,case04,CVaR,FPP-Branch-Benders-Combinatorial,Feasible,306.26693633,300,158.7,140.94186695,0.001,,0.1118974987,
previous,worker_09_task_002,0.02,case04,CVaR,FPP-SAA-fpp_base,Feasible,300.00891335,300,158.7,142.17769504,0.001,,0.1041103022,
previous,worker_09_task_003,0.02,case04,CVaR,FPP-SAA-fpp_cut,Feasible,300.01258766,300,156.2,138.97108921,0.001,,0.1103003252,
previous,worker_09_task_006,0.02,case04,Expected,FPP-Branch-Benders,Optimal,182.43537098,300,82.02,81.93803429,0.001,,0.0009993380883,
previous,worker_09_task_010,0.02,case04,Expected,FPP-Branch-Benders-CoverageLLBI,Optimal,55.33842660,300,82.02,81.97615553,0.001,,0.0005345582785,
previous,worker_09_task_014,0.02,case04,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,301.73547004,300,82.02,80.82000000,0.001,,0.01463057791,
previous,worker_09_task_015,0.02,case04,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Optimal,228.59285691,300,82.02,81.95125000,0.001,,0.0008382101926,
previous,worker_09_task_011,0.02,case04,Expected,FPP-Branch-Benders-CoverageLLBI-RootCuts,Optimal,71.82596257,300,82.02,81.94366667,0.001,,0.0009306672763,
previous,worker_09_task_008,0.02,case04,Expected,FPP-Branch-Benders-LLBI,Optimal,70.28738966,300,82.02,81.93809191,0.001,,0.0009986355767,
previous,worker_09_task_016,0.02,case04,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,302.32247910,300,107.5,80.41346878,0.001,,0.2519677323,
previous,worker_09_task_017,0.02,case04,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Optimal,287.47060846,300,82.02,82.02000000,0.001,,0,
previous,worker_09_task_009,0.02,case04,Expected,FPP-Branch-Benders-LLBI-RootCuts,Optimal,31.19870002,300,82.02,81.93815538,0.001,,0.000997861741,
previous,worker_09_task_012,0.02,case04,Expected,FPP-Branch-Benders-PathLLBI,Optimal,56.13462713,300,82.02,82.02000000,0.001,,0,
previous,worker_09_task_013,0.02,case04,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,71.11096946,300,82.02,82.02000000,0.001,,0,
previous,worker_09_task_007,0.02,case04,Expected,FPP-Branch-Benders-RootCuts,Optimal,111.24354835,300,82.02,81.93804504,0.001,,0.0009992070227,
previous,worker_09_task_042,0.02,case04,Expected,FPP-Branch-Benders-Combinatorial,Optimal,67.97927100,300,82.02,82.02000000,0.001,,0,
previous,worker_09_task_000,0.02,case04,Expected,FPP-SAA-fpp_base,Optimal,14.56877147,300,82.02,82.02000000,0.001,,0,
previous,worker_09_task_001,0.02,case04,Expected,FPP-SAA-fpp_cut,Optimal,19.85317723,300,82.02,82.02000000,0.001,,0,
previous,worker_09_task_030,0.02,case04,MeanCVaR,FPP-Branch-Benders,Feasible,300.51537367,300,125.98,113.12347230,0.001,,0.1020521329,
previous,worker_09_task_034,0.02,case04,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.66385283,300,123.435,112.70810188,0.001,,0.08690321319,
previous,worker_09_task_038,0.02,case04,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,300.92960520,300,122.47,111.42066130,0.001,,0.09022077815,
previous,worker_09_task_039,0.02,case04,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.48508407,300,122.47,111.42066130,0.001,,0.09022077815,
previous,worker_09_task_035,0.02,case04,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.68402763,300,122.47,112.91914082,0.001,,0.07798529583,
previous,worker_09_task_032,0.02,case04,MeanCVaR,FPP-Branch-Benders-LLBI,Feasible,300.47793134,300,122.635,114.65553523,0.001,,0.06506678167,
previous,worker_09_task_040,0.02,case04,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.02396259,300,122.47,111.58212470,0.001,,0.08890238671,
previous,worker_09_task_041,0.02,case04,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.58733151,300,122.47,111.58212470,0.001,,0.08890238671,
previous,worker_09_task_033,0.02,case04,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,Feasible,300.41364371,300,121.75,114.77070036,0.001,,0.05732484304,
previous,worker_09_task_036,0.02,case04,MeanCVaR,FPP-Branch-Benders-PathLLBI,Feasible,300.65217373,300,122.47,112.40417482,0.001,,0.08219012966,
previous,worker_09_task_037,0.02,case04,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,301.05970085,300,122.47,112.40417482,0.001,,0.08219012966,
previous,worker_09_task_031,0.02,case04,MeanCVaR,FPP-Branch-Benders-RootCuts,Feasible,300.36304994,300,123.705,114.22339543,0.001,,0.07664689843,
previous,worker_09_task_044,0.02,case04,MeanCVaR,FPP-Branch-Benders-Combinatorial,Feasible,303.83520367,300,124.4,114.43050006,0.001,,0.08014067476,
previous,worker_09_task_004,0.02,case04,MeanCVaR,FPP-SAA-fpp_base,Feasible,300.01092904,300,122.425,115.22378251,0.001,,0.05882146204,
previous,worker_09_task_005,0.02,case04,MeanCVaR,FPP-SAA-fpp_cut,Feasible,300.06995259,300,122.47,111.95764086,0.001,,0.08583619776,
projected,worker_00_task_012,0.01,case00,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,Optimal,6.96859740,300,226,225.77487459,0.00099613,0.00099613,0.0009961301327,
projected,worker_00_task_013,0.01,case00,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,Optimal,4.47897830,300,226,225.84067125,0.00070499,0.00070499,0.000704994469,
projected,worker_00_task_008,0.01,case00,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,Optimal,4.48672452,300,226,225.77764562,0.00098387,0.00098387,0.0009838689381,
projected,worker_00_task_009,0.01,case00,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,Optimal,8.76544301,300,226,225.78975799,0.00093027,0.00093027,0.0009302743805,
projected,worker_00_task_014,0.01,case00,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp,Optimal,2.82984306,300,226,225.85746463,0.00063069,0.00063069,0.0006306874779,
projected,worker_00_task_015,0.01,case00,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,Optimal,3.27983573,300,226,225.85746463,0.00063069,0.00063069,0.0006306874779,
projected,worker_00_task_010,0.01,case00,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly,Optimal,6.03275261,300,226,225.81208289,0.00083149,0.00083149,0.0008314916372,
projected,worker_00_task_011,0.01,case00,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,Optimal,4.58330367,300,226,225.77477692,0.00099656,0.00099656,0.0009965623009,
projected,worker_00_task_004,0.01,case00,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,Optimal,2.75364158,300,102.72,102.66000000,0.00058411,0.00058411,0.0005841121495,
projected,worker_00_task_005,0.01,case00,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,Optimal,2.92232700,300,102.72,102.64590348,0.00072134,0.00072134,0.0007213446262,
projected,worker_00_task_000,0.01,case00,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,Optimal,4.08906334,300,102.72,102.65969362,0.00058709,0.00058709,0.0005870948209,
projected,worker_00_task_001,0.01,case00,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,Optimal,2.67081610,300,102.72,102.62206423,0.00095342,0.00095342,0.0009534245522,
projected,worker_00_task_006,0.01,case00,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,Optimal,1.23619640,300,102.72,102.70333333,0.00016225,0.00016225,0.0001622534073,
projected,worker_00_task_007,0.01,case00,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,Optimal,1.33178902,300,102.72,102.70333333,0.00016225,0.00016225,0.0001622534073,
projected,worker_00_task_002,0.01,case00,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,Optimal,2.70663317,300,102.72,102.62779245,0.00089766,0.00089766,0.0008976591706,
projected,worker_00_task_003,0.01,case00,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,Optimal,3.15951859,300,102.72,102.64966126,0.00068476,0.00068476,0.0006847618769,
projected,worker_00_task_020,0.01,case00,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,Optimal,4.46933415,300,165.82,165.65837094,0.00097473,0.00097473,0.0009747259679,
projected,worker_00_task_021,0.01,case00,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,Optimal,5.57291626,300,165.82,165.71406510,0.00063885,0.00063885,0.0006388547823,
projected,worker_00_task_016,0.01,case00,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,Optimal,2.70528760,300,165.82,165.65829984,0.00097515,0.00097515,0.0009751547461,
projected,worker_00_task_017,0.01,case00,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,Optimal,4.23551543,300,165.82,165.67129768,0.00089677,0.00089677,0.0008967695091,
projected,worker_00_task_022,0.01,case00,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp,Optimal,4.18918857,300,165.82,165.65695049,0.00098329,0.00098329,0.0009832921843,
projected,worker_00_task_023,0.01,case00,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,Optimal,3.66830500,300,165.82,165.65695049,0.00098329,0.00098329,0.0009832921843,
projected,worker_00_task_018,0.01,case00,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly,Optimal,3.37299141,300,165.82,165.65607755,0.00098856,0.00098856,0.0009885565674,
projected,worker_00_task_019,0.01,case00,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,Optimal,2.71090663,300,165.82,165.66662565,0.00092494,0.00092494,0.0009249448197,
projected,worker_01_task_012,0.02,case00,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,Feasible,302.66339982,300,169.6,161.27343479,0.04909531,0.04909531,0.04909531374,
projected,worker_01_task_013,0.02,case00,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,Feasible,301.89031875,300,167.9,163.92966299,0.02364703,0.02364703,0.02364703401,
projected,worker_01_task_008,0.02,case00,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,Feasible,300.27815386,300,167.9,157.82581689,0.06000109,0.06000109,0.06000109059,
projected,worker_01_task_009,0.02,case00,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,Feasible,300.38588759,300,167.9,161.07142906,0.04067046,0.04067046,0.0406704642,
projected,worker_01_task_014,0.02,case00,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp,Feasible,300.86560244,300,167.9,166.54731795,0.00805647,0.00805647,0.00805647439,
projected,worker_01_task_015,0.02,case00,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,Feasible,301.14893523,300,167.9,164.89255371,0.01791213,0.01791213,0.01791212799,
projected,worker_01_task_010,0.02,case00,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly,Feasible,300.41431126,300,167.9,157.32131838,0.06300585,0.06300585,0.06300584646,
projected,worker_01_task_011,0.02,case00,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,Feasible,300.41003961,300,167.9,161.34594759,0.03903545,0.03903545,0.03903545211,
projected,worker_01_task_004,0.02,case00,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,Optimal,6.73139920,300,81.79,81.71147106,0.00096013,0.00096013,0.0009601288666,
projected,worker_01_task_005,0.02,case00,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,Optimal,7.50859884,300,81.79,81.71121865,0.00096321,0.00096321,0.0009632149407,
projected,worker_01_task_000,0.02,case00,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,Optimal,125.39681713,300,81.79,81.70822425,0.00099983,0.00099983,0.0009998257733,
