source,task_id,alpha,case_id,objective_family,method,status,runtime_seconds,time_limit,objective,best_bound,reported_mip_gap,solver_mip_gap,calculated_gap,gap_excluded_reason
previous,worker_03_task_013,0.02,case01,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,40.51028589,300,85.2,85.20000000,0.001,,0,
previous,worker_03_task_007,0.02,case01,Expected,FPP-Branch-Benders-RootCuts,Optimal,75.40728755,300,85.2,85.11548118,0.001,,0.0009920049296,
previous,worker_03_task_042,0.02,case01,Expected,FPP-Branch-Benders-Combinatorial,Optimal,64.11090257,300,85.2,85.14142857,0.001,,0.0006874580986,
previous,worker_03_task_000,0.02,case01,Expected,FPP-SAA-fpp_base,Optimal,13.75056749,300,85.2,85.20000000,0.001,,0,
previous,worker_03_task_001,0.02,case01,Expected,FPP-SAA-fpp_cut,Optimal,22.05375284,300,85.2,85.15500000,0.001,,0.0005281690141,
previous,worker_03_task_030,0.02,case01,MeanCVaR,FPP-Branch-Benders,Feasible,300.60127225,300,138.175,121.81323139,0.001,,0.1184133788,
previous,worker_03_task_034,0.02,case01,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.70133260,300,136.435,119.08024561,0.001,,0.12720163,
previous,worker_03_task_038,0.02,case01,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,301.01156115,300,141.3,117.44531512,0.001,,0.1688229645,
previous,worker_03_task_039,0.02,case01,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.02124746,300,141.3,117.44531512,0.001,,0.1688229645,
previous,worker_03_task_035,0.02,case01,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.49742551,300,136.19,119.56823634,0.001,,0.1220483417,
previous,worker_03_task_032,0.02,case01,MeanCVaR,FPP-Branch-Benders-LLBI,Feasible,300.32013657,300,133.96,123.89411395,0.001,,0.07514098276,
previous,worker_03_task_040,0.02,case01,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.83332986,300,136.77,118.02668434,0.001,,0.1370425946,
previous,worker_03_task_041,0.02,case01,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.70589344,300,136.77,118.56520350,0.001,,0.1331051875,
previous,worker_03_task_033,0.02,case01,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,Feasible,300.49796948,300,133.96,126.54179056,0.001,,0.05537630218,
previous,worker_03_task_036,0.02,case01,MeanCVaR,FPP-Branch-Benders-PathLLBI,Feasible,300.96277769,300,134.215,119.51508071,0.001,,0.1095251596,
previous,worker_03_task_037,0.02,case01,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,300.72180013,300,134.215,119.98657007,0.001,,0.1060122187,
previous,worker_03_task_031,0.02,case01,MeanCVaR,FPP-Branch-Benders-RootCuts,Feasible,300.38146200,300,135.83,124.39700318,0.001,,0.0841713673,
previous,worker_03_task_044,0.02,case01,MeanCVaR,FPP-Branch-Benders-Combinatorial,Feasible,306.36311674,300,139.525,119.45191038,0.001,,0.1438673329,
previous,worker_03_task_004,0.02,case01,MeanCVaR,FPP-SAA-fpp_base,Feasible,300.02330214,300,138.015,120.97281967,0.001,,0.1234806386,
previous,worker_03_task_005,0.02,case01,MeanCVaR,FPP-SAA-fpp_cut,Feasible,300.02517156,300,134.215,119.29012986,0.001,,0.1112012081,
previous,worker_04_task_018,0.01,case02,CVaR,FPP-Branch-Benders,Optimal,3.34752274,300,228.5,228.30628144,0.001,,0.0008477836324,
previous,worker_04_task_022,0.01,case02,CVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,301.38642773,300,228.5,219.83843499,0.001,,0.0379061926,
previous,worker_04_task_026,0.01,case02,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,303.20114748,300,321.2,-999999999999999926539781176481198923508803215199467887262646419780362305536.00000000,0.001,,,invalid_best_bound_sentinel
previous,worker_04_task_027,0.01,case02,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,302.78324750,300,229.1,213.42996006,0.001,,0.06839825378,
previous,worker_04_task_023,0.01,case02,CVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Optimal,264.01024244,300,228.5,228.29148796,0.001,,0.0009125253392,
previous,worker_04_task_020,0.01,case02,CVaR,FPP-Branch-Benders-LLBI,Optimal,7.79259554,300,228.5,228.32994568,0.001,,0.0007442202188,
previous,worker_04_task_028,0.01,case02,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.33309115,300,228.5,214.88289457,0.001,,0.05959345921,
previous,worker_04_task_029,0.01,case02,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.31245863,300,229.7,213.33094199,0.001,,0.07126276887,
previous,worker_04_task_021,0.01,case02,CVaR,FPP-Branch-Benders-LLBI-RootCuts,Optimal,11.22521074,300,228.5,228.28165563,0.001,,0.0009555552298,
previous,worker_04_task_024,0.01,case02,CVaR,FPP-Branch-Benders-PathLLBI,Feasible,300.72687433,300,228.5,222.84726614,0.001,,0.0247384414,
previous,worker_04_task_025,0.01,case02,CVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,300.86410981,300,228.5,223.26819591,0.001,,0.02289629799,
previous,worker_04_task_019,0.01,case02,CVaR,FPP-Branch-Benders-RootCuts,Optimal,3.40183045,300,228.5,228.29626499,0.001,,0.0008916192998,
previous,worker_04_task_043,0.01,case02,CVaR,FPP-Branch-Benders-Combinatorial,Optimal,96.79796117,300,228.5,228.28429967,0.001,,0.0009439839387,
previous,worker_04_task_002,0.01,case02,CVaR,FPP-SAA-fpp_base,Optimal,115.96786991,300,228.5,228.27428671,0.001,,0.0009878043326,
previous,worker_04_task_003,0.01,case02,CVaR,FPP-SAA-fpp_cut,Feasible,300.01145144,300,228.5,219.24717206,0.001,,0.04049377654,
previous,worker_04_task_006,0.01,case02,Expected,FPP-Branch-Benders,Optimal,7.88936783,300,110.94,110.83379012,0.001,,0.0009573632594,
previous,worker_04_task_010,0.01,case02,Expected,FPP-Branch-Benders-CoverageLLBI,Optimal,19.03760851,300,110.94,110.86567164,0.001,,0.00066998702,
previous,worker_04_task_014,0.01,case02,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Optimal,126.61316282,300,110.95,110.87055624,0.001,,0.0007160320865,
previous,worker_04_task_015,0.01,case02,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Optimal,160.28217482,300,110.95,110.87055624,0.001,,0.0007160320865,
previous,worker_04_task_011,0.01,case02,Expected,FPP-Branch-Benders-CoverageLLBI-RootCuts,Optimal,26.96084960,300,110.94,110.94000000,0.001,,0,
previous,worker_04_task_008,0.01,case02,Expected,FPP-Branch-Benders-LLBI,Optimal,6.24909312,300,110.94,110.83720143,0.001,,0.0009266141157,
previous,worker_04_task_016,0.01,case02,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Optimal,80.10257955,300,110.95,110.87117877,0.001,,0.0007104211807,
previous,worker_04_task_017,0.01,case02,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Optimal,87.26063129,300,110.95,110.87117877,0.001,,0.0007104211807,
previous,worker_04_task_009,0.01,case02,Expected,FPP-Branch-Benders-LLBI-RootCuts,Optimal,2.36033403,300,110.94,110.85402186,0.001,,0.000774996755,
previous,worker_04_task_012,0.01,case02,Expected,FPP-Branch-Benders-PathLLBI,Optimal,70.10118056,300,110.95,110.87000000,0.001,,0.000721045516,
previous,worker_04_task_013,0.01,case02,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,30.05015162,300,110.95,110.87000000,0.001,,0.000721045516,
previous,worker_04_task_007,0.01,case02,Expected,FPP-Branch-Benders-RootCuts,Optimal,7.57724156,300,110.94,110.86859649,0.001,,0.0006436227691,
previous,worker_04_task_042,0.01,case02,Expected,FPP-Branch-Benders-Combinatorial,Optimal,7.24728070,300,110.94,110.94000000,0.001,,0,
previous,worker_04_task_000,0.01,case02,Expected,FPP-SAA-fpp_base,Optimal,2.21551551,300,110.94,110.94000000,0.001,,0,
previous,worker_04_task_001,0.01,case02,Expected,FPP-SAA-fpp_cut,Optimal,5.58368480,300,111.02,110.91750000,0.001,,0.0009232570708,
previous,worker_04_task_030,0.01,case02,MeanCVaR,FPP-Branch-Benders,Optimal,7.46989882,300,173.035,172.87271225,0.001,,0.0009378897333,
previous,worker_04_task_034,0.01,case02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.98601379,300,173.035,170.00104938,0.001,,0.01753373953,
previous,worker_04_task_038,0.01,case02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,301.10035880,300,173.91,166.30548438,0.001,,0.04372673003,
previous,worker_04_task_039,0.01,case02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.14777307,300,173.91,165.11792447,0.001,,0.05055531902,
previous,worker_04_task_035,0.01,case02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.55681003,300,173.035,171.74249126,0.001,,0.007469637588,
previous,worker_04_task_032,0.01,case02,MeanCVaR,FPP-Branch-Benders-LLBI,Optimal,8.28238564,300,173.035,172.86466892,0.001,,0.000984373566,
previous,worker_04_task_040,0.01,case02,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,303.03621686,300,221.4,163.08638756,0.001,,0.2633857834,
previous,worker_04_task_041,0.01,case02,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,302.21097171,300,173.035,166.43049492,0.001,,0.03816860797,
previous,worker_04_task_033,0.01,case02,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,Optimal,3.49464447,300,173.035,172.86464792,0.001,,0.0009844949288,
previous,worker_04_task_036,0.01,case02,MeanCVaR,FPP-Branch-Benders-PathLLBI,Feasible,301.68943206,300,173.035,167.36509290,0.001,,0.03276740024,
previous,worker_04_task_037,0.01,case02,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,275.20868678,300,173.035,172.86201313,0.001,,0.0009997218482,
previous,worker_04_task_031,0.01,case02,MeanCVaR,FPP-Branch-Benders-RootCuts,Optimal,8.44604493,300,173.035,172.86890903,0.001,,0.0009598692172,
previous,worker_04_task_044,0.01,case02,MeanCVaR,FPP-Branch-Benders-Combinatorial,Optimal,60.82312710,300,173.035,172.87529221,0.001,,0.0009229796862,
previous,worker_04_task_004,0.01,case02,MeanCVaR,FPP-SAA-fpp_base,Optimal,94.48561530,300,173.035,172.87449461,0.001,,0.0009275891583,
previous,worker_04_task_005,0.01,case02,MeanCVaR,FPP-SAA-fpp_cut,Feasible,300.01647074,300,173.035,170.01758683,0.001,,0.01743816667,
previous,worker_05_task_018,0.02,case02,CVaR,FPP-Branch-Benders,Feasible,300.68023829,300,180.3,156.17032433,0.001,,0.1338307026,
previous,worker_05_task_022,0.02,case02,CVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.93020073,300,179.2,147.97214159,0.001,,0.1742626027,
previous,worker_05_task_026,0.02,case02,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,300.98528374,300,178.8,146.85354413,0.001,,0.1786714534,
previous,worker_05_task_027,0.02,case02,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.45614534,300,178.8,146.85354413,0.001,,0.1786714534,
previous,worker_05_task_023,0.02,case02,CVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,301.61953865,300,181.9,146.30163800,0.001,,0.1957029247,
previous,worker_05_task_020,0.02,case02,CVaR,FPP-Branch-Benders-LLBI,Feasible,300.85482692,300,175.7,160.80452059,0.001,,0.08477791355,
previous,worker_05_task_028,0.02,case02,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.72421547,300,176.7,147.50435117,0.001,,0.1652272147,
previous,worker_05_task_029,0.02,case02,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.33823909,300,176.7,147.50727948,0.001,,0.1652106424,
previous,worker_05_task_021,0.02,case02,CVaR,FPP-Branch-Benders-LLBI-RootCuts,Feasible,300.42617312,300,174.1,162.99807083,0.001,,0.06376754262,
previous,worker_05_task_024,0.02,case02,CVaR,FPP-Branch-Benders-PathLLBI,Feasible,300.85569754,300,178.8,149.31544695,0.001,,0.164902422,
previous,worker_05_task_025,0.02,case02,CVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,301.33815247,300,178.8,149.31544695,0.001,,0.164902422,
previous,worker_05_task_019,0.02,case02,CVaR,FPP-Branch-Benders-RootCuts,Feasible,300.58919743,300,177.7,157.46776496,0.001,,0.1138561342,
previous,worker_05_task_043,0.02,case02,CVaR,FPP-Branch-Benders-Combinatorial,Feasible,302.73858186,300,179.9,151.29831706,0.001,,0.1589865644,
previous,worker_05_task_002,0.02,case02,CVaR,FPP-SAA-fpp_base,Feasible,300.02365163,300,187.7,151.25216161,0.001,,0.1941813446,
previous,worker_05_task_003,0.02,case02,CVaR,FPP-SAA-fpp_cut,Feasible,300.03768918,300,180,147.90105743,0.001,,0.1783274587,
previous,worker_05_task_006,0.02,case02,Expected,FPP-Branch-Benders,Feasible,300.32095973,300,87.36,85.82677460,0.001,,0.01755065705,
previous,worker_05_task_010,0.02,case02,Expected,FPP-Branch-Benders-CoverageLLBI,Optimal,76.51913803,300,87.22,87.17250000,0.001,,0.0005445998624,
previous,worker_05_task_014,0.02,case02,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,301.07078181,300,87.36,85.46840893,0.001,,0.02165282818,
previous,worker_05_task_015,0.02,case02,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,302.80622591,300,91.19,85.15697397,0.001,,0.06615885547,
previous,worker_05_task_011,0.02,case02,Expected,FPP-Branch-Benders-CoverageLLBI-RootCuts,Optimal,103.13995150,300,87.22,87.19615385,0.001,,0.000273402316,
previous,worker_05_task_008,0.02,case02,Expected,FPP-Branch-Benders-LLBI,Optimal,203.60213641,300,87.22,87.13284355,0.001,,0.0009992713827,
previous,worker_05_task_016,0.02,case02,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,303.48553753,300,119.19,85.15562290,0.001,,0.2855472531,
previous,worker_05_task_017,0.02,case02,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,302.93852182,300,119.19,85.16330381,0.001,,0.2854828106,
previous,worker_05_task_009,0.02,case02,Expected,FPP-Branch-Benders-LLBI-RootCuts,Optimal,169.84359596,300,87.22,87.13284384,0.001,,0.0009992680578,
previous,worker_05_task_012,0.02,case02,Expected,FPP-Branch-Benders-PathLLBI,Optimal,87.93971489,300,87.22,87.22000000,0.001,,0,
previous,worker_05_task_013,0.02,case02,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,78.69302394,300,87.22,87.22000000,0.001,,0,
previous,worker_05_task_007,0.02,case02,Expected,FPP-Branch-Benders-RootCuts,Feasible,300.27856093,300,87.24,86.04055854,0.001,,0.01374875585,
previous,worker_05_task_042,0.02,case02,Expected,FPP-Branch-Benders-Combinatorial,Optimal,41.58265281,300,87.22,87.22000000,0.001,,0,
previous,worker_05_task_000,0.02,case02,Expected,FPP-SAA-fpp_base,Optimal,28.74740778,300,87.22,87.22000000,0.001,,0,
previous,worker_05_task_001,0.02,case02,Expected,FPP-SAA-fpp_cut,Optimal,49.12616673,300,87.22,87.22000000,0.001,,0,
previous,worker_05_task_030,0.02,case02,MeanCVaR,FPP-Branch-Benders,Feasible,300.36359111,300,134.83,128.26223482,0.001,,0.04871145279,
previous,worker_05_task_034,0.02,case02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.49819168,300,133.64,123.04230395,0.001,,0.07930032962,
previous,worker_05_task_038,0.02,case02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,300.94684024,300,134.69,122.00301565,0.001,,0.09419395909,
previous,worker_05_task_039,0.02,case02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,300.96650178,300,134.69,122.00301565,0.001,,0.09419395909,
previous,worker_05_task_035,0.02,case02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.82704416,300,133.64,122.67487922,0.001,,0.08204969156,
previous,worker_05_task_032,0.02,case02,MeanCVaR,FPP-Branch-Benders-LLBI,Feasible,300.31795246,300,134.1,127.58453953,0.001,,0.04858658069,
previous,worker_05_task_040,0.02,case02,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.01886125,300,134.83,120.40538278,0.001,,0.1069837367,
previous,worker_05_task_041,0.02,case02,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,300.86677189,300,134.83,122.00308262,0.001,,0.09513400119,
previous,worker_05_task_033,0.02,case02,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,Feasible,300.55144237,300,134.1,127.93237759,0.001,,0.04599270999,
previous,worker_05_task_036,0.02,case02,MeanCVaR,FPP-Branch-Benders-PathLLBI,Feasible,300.67625709,300,133.64,123.70373430,0.001,,0.07435098548,
previous,worker_05_task_037,0.02,case02,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,300.71960325,300,133.64,123.70373430,0.001,,0.07435098548,
previous,worker_05_task_031,0.02,case02,MeanCVaR,FPP-Branch-Benders-RootCuts,Feasible,300.23538543,300,133.64,129.27499253,0.001,,0.03266243243,
previous,worker_05_task_044,0.02,case02,MeanCVaR,FPP-Branch-Benders-Combinatorial,Feasible,302.38646477,300,136.865,124.34166846,0.001,,0.09150134468,
previous,worker_05_task_004,0.02,case02,MeanCVaR,FPP-SAA-fpp_base,Feasible,300.02293291,300,137.39,124.40672061,0.001,,0.09449944967,
previous,worker_05_task_005,0.02,case02,MeanCVaR,FPP-SAA-fpp_cut,Feasible,300.02580547,300,133.64,122.97222593,0.001,,0.0798247087,
previous,worker_06_task_018,0.01,case03,CVaR,FPP-Branch-Benders,Optimal,7.05865075,300,214.3,214.09014509,0.001,,0.0009792576295,
previous,worker_06_task_022,0.01,case03,CVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.55990818,300,217,203.88300561,0.001,,0.06044697876,
previous,worker_06_task_026,0.01,case03,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,302.58994149,300,215.7,197.59418731,0.001,,0.08393978994,
previous,worker_06_task_027,0.01,case03,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.29692684,300,215.7,194.89351978,0.001,,0.09646026991,
previous,worker_06_task_023,0.01,case03,CVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.55269913,300,215.7,204.62737066,0.001,,0.05133346936,
previous,worker_06_task_020,0.01,case03,CVaR,FPP-Branch-Benders-LLBI,Optimal,6.20345721,300,214.3,214.08893818,0.001,,0.0009848895007,
previous,worker_06_task_028,0.01,case03,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,302.41554634,300,216.9,194.38585505,0.001,,0.103799654,
previous,worker_06_task_029,0.01,case03,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,302.43579535,300,216.9,195.86119420,0.001,,0.09699772153,
previous,worker_06_task_021,0.01,case03,CVaR,FPP-Branch-Benders-LLBI-RootCuts,Optimal,6.47395343,300,214.3,214.10088509,0.001,,0.0009291409706,
previous,worker_06_task_024,0.01,case03,CVaR,FPP-Branch-Benders-PathLLBI,Optimal,163.00963108,300,214.3,214.12816372,0.001,,0.0008018491834,
previous,worker_06_task_025,0.01,case03,CVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,187.00506036,300,214.3,214.12816372,0.001,,0.0008018491834,
previous,worker_06_task_019,0.01,case03,CVaR,FPP-Branch-Benders-RootCuts,Optimal,9.20191417,300,214.3,214.09676691,0.001,,0.0009483578628,
previous,worker_06_task_043,0.01,case03,CVaR,FPP-Branch-Benders-Combinatorial,Optimal,97.20595571,300,214.3,214.10714329,0.001,,0.0008999379841,
previous,worker_06_task_002,0.01,case03,CVaR,FPP-SAA-fpp_base,Optimal,234.37979379,300,214.3,214.10507867,0.001,,0.0009095722352,
previous,worker_06_task_003,0.01,case03,CVaR,FPP-SAA-fpp_cut,Feasible,300.05527030,300,217,199.24264434,0.001,,0.08183113207,
previous,worker_06_task_006,0.01,case03,Expected,FPP-Branch-Benders,Optimal,2.91945617,300,97.12,97.04880573,0.001,,0.0007330546746,
previous,worker_06_task_010,0.01,case03,Expected,FPP-Branch-Benders-CoverageLLBI,Optimal,39.55604198,300,97.12,97.12000000,0.001,,0,
previous,worker_06_task_014,0.01,case03,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Optimal,89.46233179,300,97.12,97.12000000,0.001,,0,
previous,worker_06_task_015,0.01,case03,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Optimal,86.20056123,300,97.12,97.12000000,0.001,,0,
previous,worker_06_task_011,0.01,case03,Expected,FPP-Branch-Benders-CoverageLLBI-RootCuts,Optimal,38.31192382,300,97.12,97.02750000,0.001,,0.0009524299835,
previous,worker_06_task_008,0.01,case03,Expected,FPP-Branch-Benders-LLBI,Optimal,8.12477573,300,97.12,97.02646747,0.001,,0.0009630614703,
previous,worker_06_task_016,0.01,case03,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Optimal,84.96011982,300,97.12,97.04504375,0.001,,0.0007717900535,
previous,worker_06_task_017,0.01,case03,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Optimal,183.68234530,300,97.12,97.04504375,0.001,,0.0007717900535,
previous,worker_06_task_009,0.01,case03,Expected,FPP-Branch-Benders-LLBI-RootCuts,Optimal,7.26523330,300,97.12,97.11000000,0.001,,0.0001029654036,
previous,worker_06_task_012,0.01,case03,Expected,FPP-Branch-Benders-PathLLBI,Optimal,81.37370023,300,97.12,97.12000000,0.001,,0,
previous,worker_06_task_013,0.01,case03,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,28.54094450,300,97.12,97.12000000,0.001,,0,
previous,worker_06_task_007,0.01,case03,Expected,FPP-Branch-Benders-RootCuts,Optimal,6.78017910,300,97.12,97.03784489,0.001,,0.0008459134061,
previous,worker_06_task_042,0.01,case03,Expected,FPP-Branch-Benders-Combinatorial,Optimal,17.19549583,300,97.12,97.12000000,0.001,,0,
previous,worker_06_task_000,0.01,case03,Expected,FPP-SAA-fpp_base,Optimal,1.67501518,300,97.12,97.12000000,0.001,,0,
previous,worker_06_task_001,0.01,case03,Expected,FPP-SAA-fpp_cut,Optimal,5.08992495,300,97.12,97.07000000,0.001,,0.0005148270181,
previous,worker_06_task_030,0.01,case03,MeanCVaR,FPP-Branch-Benders,Optimal,3.68281727,300,157.565,157.41653671,0.001,,0.0009422352045,
previous,worker_06_task_034,0.01,case03,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,Optimal,130.45097035,300,157.565,157.41028380,0.001,,0.0009819198426,
previous,worker_06_task_038,0.01,case03,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,300.94129325,300,158.68,151.11960270,0.001,,0.04764555899,
previous,worker_06_task_039,0.01,case03,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.10043389,300,158.68,149.93560880,0.001,,0.0551070784,
previous,worker_06_task_035,0.01,case03,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,300.93518626,300,157.825,152.69478680,0.001,,0.03250570695,
previous,worker_06_task_032,0.01,case03,MeanCVaR,FPP-Branch-Benders-LLBI,Optimal,6.32854304,300,157.565,157.41268224,0.001,,0.0009666979342,
previous,worker_06_task_040,0.01,case03,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,301.19544529,300,158.68,148.24766569,0.001,,0.06574448141,
previous,worker_06_task_041,0.01,case03,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,302.86124293,300,158.68,147.22652015,0.001,,0.07217973185,
previous,worker_06_task_033,0.01,case03,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,Optimal,9.47617273,300,157.565,157.41469988,0.001,,0.0009538928061,
previous,worker_06_task_036,0.01,case03,MeanCVaR,FPP-Branch-Benders-PathLLBI,Optimal,109.84161376,300,157.565,157.41086768,0.001,,0.0009782141973,
previous,worker_06_task_037,0.01,case03,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Optimal,91.27756171,300,157.565,157.41086768,0.001,,0.0009782141973,
previous,worker_06_task_031,0.01,case03,MeanCVaR,FPP-Branch-Benders-RootCuts,Optimal,6.39393098,300,157.565,157.41752846,0.001,,0.0009359409767,
previous,worker_06_task_044,0.01,case03,MeanCVaR,FPP-Branch-Benders-Combinatorial,Optimal,66.66502367,300,157.565,157.40876130,0.001,,0.0009915825215,
previous,worker_06_task_004,0.01,case03,MeanCVaR,FPP-SAA-fpp_base,Optimal,205.52151689,300,157.565,157.41292623,0.001,,0.0009651494304,
previous,worker_06_task_005,0.01,case03,MeanCVaR,FPP-SAA-fpp_cut,Feasible,300.04488047,300,157.825,152.68119859,0.001,,0.03259180364,
previous,worker_07_task_018,0.02,case03,CVaR,FPP-Branch-Benders,Feasible,300.28335122,300,155.3,146.75774347,0.001,,0.05500487141,
previous,worker_07_task_022,0.02,case03,CVaR,FPP-Branch-Benders-CoverageLLBI,Feasible,300.86297053,300,154.9,133.00840520,0.001,,0.1413272744,
previous,worker_07_task_026,0.02,case03,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,Feasible,303.09539219,300,168.2,133.31428998,0.001,,0.2074061238,
previous,worker_07_task_027,0.02,case03,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.84469267,300,270.4,131.53384466,0.001,,0.5135582668,
previous,worker_07_task_023,0.02,case03,CVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,Feasible,301.14117965,300,163.4,132.42404855,0.001,,0.1895713063,
previous,worker_07_task_020,0.02,case03,CVaR,FPP-Branch-Benders-LLBI,Feasible,300.91008205,300,154.6,144.28602855,0.001,,0.06671391624,
previous,worker_07_task_028,0.02,case03,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,Feasible,302.37834364,300,163.1,131.44764183,0.001,,0.1940671868,
previous,worker_07_task_029,0.02,case03,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,Feasible,301.91637144,300,161.2,134.12352186,0.001,,0.1679682267,
previous,worker_07_task_021,0.02,case03,CVaR,FPP-Branch-Benders-LLBI-RootCuts,Feasible,300.36755324,300,154.9,151.37102976,0.001,,0.02278224816,
previous,worker_07_task_024,0.02,case03,CVaR,FPP-Branch-Benders-PathLLBI,Feasible,301.26958097,300,162.7,131.61078484,0.001,,0.191083068,
previous,worker_07_task_025,0.02,case03,CVaR,FPP-Branch-Benders-PathLLBI-RootCuts,Feasible,301.44862598,300,162.7,131.60892453,0.001,,0.191094502,
