alpha,objective,version,rows,status,avg_obj,avg_gap_pct,avg_runtime_s,avg_test_exp,avg_test_tail,avg_nodes,avg_vars,avg_cons
0.01,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,5,Optimal:5,223.88000000000002,0.0944372,6.288929624,113.530666666,256.90222222399996,2541.8,561.0,351.8
0.01,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp,5,Optimal:5,223.88000000000002,0.08502280000000001,5.133058392000001,113.530666666,256.90222222399996,1710.2,561.0,306.4
0.01,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,5,Optimal:5,223.88000000000002,0.0853232,5.394475024,113.530666666,256.90222222399996,1789.6,561.0,310.0
0.01,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly,5,Optimal:5,223.88000000000002,0.0940316,5.66927272,113.530666666,256.90222222399996,2180.4,561.0,314.0
0.01,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,5,Optimal:5,223.88000000000002,0.09678600000000001,5.695836728000001,113.530666666,256.90222222399996,2047.6,561.0,308.8
0.01,CVaR,FPP-Branch-Benders-RootCuts,5,Optimal:5,223.88000000000002,0.1,8.372967326,113.530666666,256.90222222399996,2819.6,561.0,1081.0
0.01,CVaR,FPP-SAA-fpp_base,5,Feasible:1;Optimal:4,224.08,0.1,193.92172673800002,113.490666666,256.622222224,1260.8,36461.0,14363.4
0.01,CVaR,FPP-SAA-fpp_cut,5,Feasible:5,224.98000000000002,0.1,300.03811557,112.95377777799999,254.346666666,277.2,28744.6,42547.0
0.01,Expected,FPP-Branch-Benders,5,Optimal:5,105.446,0.1,7.5405261800000005,108.346,252.826666668,155.2,460.0,1053.6
0.01,Expected,FPP-Branch-Benders-Combinatorial,5,Optimal:5,105.446,0.1,10.299920342,108.346,252.826666668,11.8,460.0,983.8
0.01,Expected,FPP-Branch-Benders-CoverageLLBI,5,Optimal:5,105.446,0.1,25.810024027999997,108.346,252.826666668,14.8,14501.8,14185.8
0.01,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,Feasible:1;Optimal:4,105.52000000000001,0.1,172.232906104,108.99911110999999,254.97555555600002,2.6,28643.6,28993.0
0.01,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:1;Optimal:4,107.08800000000001,0.1,190.592036942,110.274,256.124444446,4.2,28643.6,28993.0
0.01,Expected,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,Optimal:5,105.446,0.1,28.977333142,108.346,252.826666668,10.8,14501.8,14181.6
0.01,Expected,FPP-Branch-Benders-LLBI,5,Optimal:5,105.446,0.1,6.271321432,108.346,252.826666668,82.0,460.0,365.8
0.01,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,Optimal:5,105.44800000000001,0.1,163.15480113799998,108.814,254.246666668,4.8,28643.6,29093.0
0.01,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,Optimal:5,105.44800000000001,0.1,119.91117042800002,108.814,254.246666668,4.8,28643.6,29093.0
0.01,Expected,FPP-Branch-Benders-LLBI-RootCuts,5,Optimal:5,105.446,0.1,4.865975112,108.346,252.826666668,47.8,460.0,333.0
0.01,Expected,FPP-Branch-Benders-PathLLBI,5,Optimal:5,105.45599999999999,0.1,51.12148594,109.47511110999999,254.204444444,6.6,14601.8,14851.2
0.01,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,5,Optimal:5,105.45599999999999,0.1,37.522496544,109.47511110999999,254.204444444,6.6,14601.8,14851.2
0.01,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,5,Optimal:5,105.446,0.07295120000000001,3.4374430019999997,108.346,252.826666668,43.0,460.0,325.4
0.01,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,5,Optimal:5,105.446,0.06844539999999999,3.402037412,108.346,252.826666668,27.6,460.0,328.0
0.01,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,5,Optimal:5,105.446,0.0665726,2.960101154,108.346,252.826666668,82.0,460.0,365.8
0.01,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,5,Optimal:5,105.446,0.0739126,2.970601752,108.346,252.826666668,47.8,460.0,333.0
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,5,Optimal:5,105.446,0.0525498,1.800885718,108.346,252.826666668,14.4,460.0,275.0
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,5,Optimal:5,105.446,0.0525498,2.2948313,108.346,252.826666668,14.4,460.0,275.0
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,5,Optimal:5,105.446,0.0428332,3.202466572,108.346,252.826666668,72.4,460.0,372.4
0.01,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,5,Optimal:5,105.44800000000001,0.0708746,2.9857682519999997,108.814,254.246666668,37.0,460.0,284.6
0.01,Expected,FPP-Branch-Benders-RootCuts,5,Optimal:5,105.446,0.1,7.830709207999999,108.346,252.826666668,87.4,460.0,1020.2
0.01,Expected,FPP-SAA-fpp_base,5,Optimal:5,105.446,0.1,2.603938968,108.346,252.826666668,2.6,36360.0,14263.4
0.01,Expected,FPP-SAA-fpp_cut,5,Optimal:5,105.46199999999999,0.1,8.105611694,108.491777778,252.486666668,5.2,28643.6,42447.0
0.01,MeanCVaR,FPP-Branch-Benders,5,Optimal:5,166.888,0.1,8.262740432000001,111.96933333199999,253.826666666,1889.8,561.0,1146.4
0.01,MeanCVaR,FPP-Branch-Benders-Combinatorial,5,Optimal:5,166.888,0.1,60.87604085,111.96933333199999,253.826666666,527.8,561.0,2580.6
0.01,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,5,Feasible:3;Optimal:2,166.975,0.1,256.2660571,111.84911110799999,254.184444444,578.8,14602.8,14270.2
0.01,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,Feasible:5,193.88,0.1,301.770120604,122.808444446,277.84444444400003,83.0,28744.6,29093.0
0.01,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:5,167.94,0.1,301.342567854,112.742444446,255.47333333199998,41.2,28744.6,29093.0
0.01,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,Feasible:4;Optimal:1,167.331,0.1,264.30061157200004,113.169555554,256.09999999800004,341.4,14602.8,14280.4
0.01,MeanCVaR,FPP-Branch-Benders-LLBI,5,Optimal:5,166.888,0.1,7.956343294,111.96933333199999,253.826666666,1841.8,561.0,484.2
0.01,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,Feasible:5,178.102,0.1,301.66509061,116.54222221999999,263.25111111,46.6,28744.6,29193.0
0.01,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:5,168.439,0.1,302.06596343,113.37733333199999,255.633333334,39.2,28744.6,29193.0
0.01,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,5,Optimal:5,166.888,0.1,7.916094674,111.96933333199999,253.826666666,1633.2,561.0,434.2
0.01,MeanCVaR,FPP-Branch-Benders-PathLLBI,5,Feasible:1;Optimal:4,166.888,0.1,207.63865356799997,111.96933333199999,253.826666666,532.6,14702.8,14951.2
0.01,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,5,Feasible:2;Optimal:3,166.888,0.1,216.977386646,111.96933333199999,253.826666666,574.2,14702.8,14951.2
0.01,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,5,Optimal:5,166.888,0.0955888,5.83591851,111.96933333199999,253.826666666,1253.8,561.0,376.0
0.01,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,5,Optimal:5,166.888,0.0895062,6.782277897999999,111.96933333199999,253.826666666,1449.8,561.0,385.8
0.01,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,5,Optimal:5,166.888,0.09729399999999999,5.257673228,111.96933333199999,253.826666666,1841.8,561.0,484.2
0.01,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,5,Optimal:5,166.888,0.0937886,6.943079726000001,111.96933333199999,253.826666666,1633.2,561.0,434.2
0.01,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp,5,Optimal:5,166.888,0.09198200000000001,4.337713972,111.96933333199999,253.826666666,1223.0,561.0,356.2
0.01,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,5,Optimal:5,166.888,0.09198200000000001,3.796081548,111.96933333199999,253.826666666,1223.0,561.0,356.2
0.01,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly,5,Optimal:5,166.888,0.094295,6.295325024,111.96933333199999,253.826666666,1608.0,561.0,414.4
0.01,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,5,Optimal:5,166.888,0.09390180000000001,5.377019328,111.96933333199999,253.826666666,1324.2,561.0,410.8
0.01,MeanCVaR,FPP-Branch-Benders-RootCuts,5,Optimal:5,166.888,0.1,8.527013598,111.96933333199999,253.826666666,2033.6,561.0,1177.4
0.01,MeanCVaR,FPP-SAA-fpp_base,5,Optimal:5,166.888,0.1,140.15366474799998,111.96933333199999,253.826666666,742.6,36461.0,14363.4
0.01,MeanCVaR,FPP-SAA-fpp_cut,5,Feasible:4;Optimal:1,166.94,0.1,278.98458777999997,112.164444444,254.91111111,388.4,28744.6,42547.0
0.02,CVaR,FPP-Branch-Benders,5,Feasible:5,167.96,0.1,300.457165744,94.57088889,217.151111112,80265.6,561.0,2931.0
0.02,CVaR,FPP-Branch-Benders-Combinatorial,5,Feasible:5,174.82,0.1,315.793898624,95.88311111,217.52222222199998,383.4,561.0,16589.8
0.02,CVaR,FPP-Branch-Benders-CoverageLLBI,5,Feasible:5,168.95999999999998,0.1,301.15125873799997,94.649777778,215.27777777800003,92.2,14602.8,14258.0
0.02,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,Feasible:5,232.54000000000002,0.1,301.896970662,112.22266666799999,254.35777777799998,4.2,28744.6,29093.0
0.02,CVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:5,213.94,0.1,301.854938656,106.878,242.28666666600003,6.2,28744.6,29093.0
0.02,CVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,Feasible:5,170.1,0.1,301.225753358,96.80111111,219.202222222,71.4,14602.8,14270.8
0.02,CVaR,FPP-Branch-Benders-LLBI,5,Feasible:5,165.85999999999999,0.1,300.786067944,95.290444444,216.54444444400002,91982.6,561.0,1282.6
0.02,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,Feasible:5,190.1,0.1,302.240692422,100.665777778,229.46444444399998,4.6,28744.6,29193.0
0.02,CVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:5,170.07999999999998,0.1,301.607628296,96.600666668,218.744444444,19.0,28744.6,29193.0
0.02,CVaR,FPP-Branch-Benders-LLBI-RootCuts,5,Feasible:5,165.62,0.1,300.542206718,94.851777778,217.913333334,102254.4,561.0,1065.6
0.02,CVaR,FPP-Branch-Benders-PathLLBI,5,Feasible:5,171.32,0.1,301.091192268,95.261777778,214.737777778,101.6,14702.8,14951.2
0.02,CVaR,FPP-Branch-Benders-PathLLBI-RootCuts,5,Feasible:5,171.54000000000002,0.1,301.448266288,94.72666666800001,215.03333333400002,98.8,14702.8,14951.2
0.02,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,5,Feasible:4;Optimal:1,165.82,3.733346,275.950976906,95.047999998,216.744444444,93577.6,561.0,926.8
0.02,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,5,Feasible:4;Optimal:1,165.48,3.1112832,264.08135275999996,94.920444444,216.35999999999999,91133.0,561.0,812.0
0.02,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,5,Feasible:5,165.68,5.7281552,300.494902248,95.15911111,216.313333334,151894.6,561.0,1350.8
0.02,CVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,5,Feasible:4;Optimal:1,165.48,4.493428,286.690805754,94.762444444,216.173333334,151732.0,561.0,1120.2
0.02,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp,5,Feasible:3;Optimal:2,165.74,2.6336606000000002,241.14867372999998,95.221555556,216.14000000000001,97013.4,561.0,787.2
0.02,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,5,Feasible:3;Optimal:2,165.56,2.5387189999999995,249.002550258,95.990444444,216.135555556,92184.0,561.0,825.0
0.02,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly,5,Feasible:4;Optimal:1,165.84,5.348976599999999,293.526921934,95.712,217.602222222,153187.8,561.0,1332.0
0.02,CVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,5,Feasible:4;Optimal:1,166.06,4.8029228,286.35871744400004,95.144444446,215.797777778,135590.8,561.0,1227.6
0.02,CVaR,FPP-Branch-Benders-RootCuts,5,Feasible:5,169.3,0.1,300.474774432,96.60311111,218.27111111200003,71161.2,561.0,2578.0
0.02,CVaR,FPP-SAA-fpp_base,5,Feasible:5,173.3,0.1,300.024165544,95.70488888999999,217.32888889199998,529.0,36461.0,14363.4
0.02,CVaR,FPP-SAA-fpp_cut,5,Feasible:5,169.88,0.1,300.03696847599997,95.251555556,216.231111112,108.2,28744.6,42547.0
0.02,Expected,FPP-Branch-Benders,5,Feasible:1;Optimal:4,82.784,0.1,189.24528623600003,92.727555554,213.53333333199998,18146.0,460.0,4398.2
0.02,Expected,FPP-Branch-Benders-Combinatorial,5,Optimal:5,82.756,0.1,50.703102431999994,92.81022222,214.304444444,57.0,460.0,15861.4
0.02,Expected,FPP-Branch-Benders-CoverageLLBI,5,Optimal:5,82.756,0.1,72.252740166,92.81022222,214.304444444,82.2,14501.8,14204.4
0.02,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,Feasible:3;Optimal:2,86.97,0.1,283.14906951,95.67133333199999,220.05111111000002,16.8,28643.6,28993.0
0.02,Expected,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:2;Optimal:3,87.736,0.1,266.540153134,95.982888888,222.368888888,17.4,28643.6,28993.0
0.02,Expected,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,Optimal:5,82.756,0.1,86.062946058,92.81022222,214.304444444,63.0,14501.8,14203.6
0.02,Expected,FPP-Branch-Benders-LLBI,5,Optimal:5,82.756,0.1,110.79506228400001,92.81022222,214.304444444,18892.2,460.0,2870.8
0.02,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,Feasible:5,98.43199999999999,0.1,302.34396390399996,105.355777776,242.755555556,9.0,28643.6,29093.0
0.02,Expected,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:4;Optimal:1,93.336,0.1,299.28922888,101.19422222,233.35777777799998,15.6,28643.6,29093.0
0.02,Expected,FPP-Branch-Benders-LLBI-RootCuts,5,Optimal:5,82.756,0.1,75.007740052,92.81022222,214.304444444,12695.4,460.0,2117.0
0.02,Expected,FPP-Branch-Benders-PathLLBI,5,Optimal:5,82.756,0.1,72.54780049600001,92.81022222,214.304444444,39.0,14601.8,14851.2
0.02,Expected,FPP-Branch-Benders-PathLLBI-RootCuts,5,Optimal:5,82.756,0.1,74.368831372,92.81022222,214.304444444,39.0,14601.8,14851.2
0.02,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,5,Optimal:5,82.756,0.09602559999999999,8.29303593,92.81022222,214.304444444,949.6,460.0,766.4
0.02,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,5,Optimal:5,82.756,0.0980316,7.851362965999999,92.81022222,214.304444444,855.2,460.0,730.2
0.02,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,5,Optimal:5,82.756,0.09967779999999998,141.306800982,92.81022222,214.304444444,18892.2,460.0,2870.8
0.02,Expected,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,5,Optimal:5,82.756,0.0996172,56.460077228,92.81022222,214.304444444,12695.4,460.0,2117.0
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp,5,Optimal:5,82.756,0.0876466,5.084199776,92.81022222,214.304444444,427.6,460.0,648.2
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,5,Optimal:5,82.756,0.08841039999999999,4.42885381,92.81022222,214.304444444,409.2,460.0,657.6
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly,5,Optimal:5,82.756,0.09990059999999999,61.258180468,92.81022222,214.304444444,15850.8,460.0,2726.8
0.02,Expected,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,5,Optimal:5,82.756,0.09935000000000001,41.731830624,92.81022222,214.304444444,11802.2,460.0,2112.2
0.02,Expected,FPP-Branch-Benders-RootCuts,5,Feasible:1;Optimal:4,82.76,0.1,135.004384234,92.790888888,213.95555555599998,15916.4,460.0,3687.2
0.02,Expected,FPP-SAA-fpp_base,5,Optimal:5,82.756,0.1,20.303356987999997,92.81022222,214.304444444,34.8,36360.0,14263.4
0.02,Expected,FPP-SAA-fpp_cut,5,Optimal:5,82.756,0.1,47.17109504,92.81022222,214.304444444,50.8,28643.6,42447.0
0.02,MeanCVaR,FPP-Branch-Benders,5,Feasible:5,129.599,0.1,300.449011886,95.00311111,216.54888888800002,55724.0,561.0,5252.8
0.02,MeanCVaR,FPP-Branch-Benders-Combinatorial,5,Feasible:5,130.217,0.1,303.65471386999997,93.975333332,216.20666666799997,499.0,561.0,21838.8
0.02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI,5,Feasible:5,127.689,0.1,300.55270819400005,94.345555558,215.34888888999998,323.6,14602.8,14288.6
0.02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI,5,Feasible:5,129.38299999999998,0.1,300.936993028,93.344444446,212.41111111,42.6,28744.6,29093.0
0.02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:5,129.38299999999998,0.1,301.272584992,93.344444446,212.41111111,39.0,28744.6,29093.0
0.02,MeanCVaR,FPP-Branch-Benders-CoverageLLBI-RootCuts,5,Feasible:5,127.703,0.1,300.641469882,93.437777778,212.02222222400002,311.0,14602.8,14302.2
0.02,MeanCVaR,FPP-Branch-Benders-LLBI,5,Feasible:5,127.074,0.1,300.381593952,93.337777776,214.731111112,86197.2,561.0,2791.2
0.02,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,5,Feasible:5,129.014,0.1,301.170029666,94.527111112,215.87777778,34.0,28744.6,29193.0
0.02,MeanCVaR,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,5,Feasible:5,129.014,0.1,301.304861268,94.527111112,215.87777778,36.4,28744.6,29193.0
0.02,MeanCVaR,FPP-Branch-Benders-LLBI-RootCuts,5,Feasible:5,126.897,0.1,300.452602484,93.929333332,216.173333334,86286.6,561.0,2776.8
0.02,MeanCVaR,FPP-Branch-Benders-PathLLBI,5,Feasible:5,127.756,0.1,300.786416712,93.603111112,213.813333334,236.0,14702.8,14951.2
0.02,MeanCVaR,FPP-Branch-Benders-PathLLBI-RootCuts,5,Feasible:5,127.756,0.1,300.918731544,93.603111112,213.813333334,235.2,14702.8,14951.2
0.02,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,5,Feasible:3;Optimal:2,126.80499999999999,1.4368754000000001,254.94005228999998,94.007777778,215.786666668,72668.6,561.0,1352.2
0.02,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,5,Feasible:4;Optimal:1,126.80499999999999,1.414976,270.71287799000004,94.007777778,215.786666668,86709.4,561.0,1431.2
0.02,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,5,Feasible:5,127.125,5.1229258,300.533035806,93.387777776,214.702222222,88730.2,561.0,2825.2
0.02,MeanCVaR,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,5,Feasible:5,126.897,3.6428506,300.57562623,93.929333332,216.173333334,99229.4,561.0,2788.6
0.02,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp,5,Feasible:2;Optimal:3,126.80499999999999,0.8571102,211.265950816,94.007777778,215.786666668,73236.8,561.0,1206.8
0.02,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,5,Feasible:2;Optimal:3,126.85999999999999,0.7303991999999999,188.212457618,94.839111112,215.60888888999997,73771.2,561.0,1154.6
0.02,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly,5,Feasible:5,126.982,4.0324734,300.55101520999995,93.416222222,214.34444444599998,99869.2,561.0,2533.4
0.02,MeanCVaR,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,5,Feasible:5,127.06500000000001,3.3258502,300.541782964,94.615555556,216.26222222400003,106894.0,561.0,2522.6
0.02,MeanCVaR,FPP-Branch-Benders-RootCuts,5,Feasible:5,127.88899999999998,0.1,300.33828721,94.226000002,217.00444444599998,90206.0,561.0,4185.0
0.02,MeanCVaR,FPP-SAA-fpp_base,5,Feasible:5,129.382,0.1,300.020221604,95.734888888,216.49333333599998,639.4,36461.0,14363.4
0.02,MeanCVaR,FPP-SAA-fpp_cut,5,Feasible:5,127.708,0.1,300.045371952,93.796666668,213.97333333400002,143.0,28744.6,42547.0
