alpha,objective_family,projected_variant,projected_llbi_strategy,use_root_cuts,method,completed_rows,status_counts,avg_objective_metric,min_objective_metric,max_objective_metric,avg_best_bound,min_best_bound,max_best_bound,avg_gap_metric,min_gap_metric,max_gap_metric,avg_runtime_metric,min_runtime_metric,max_runtime_metric,avg_explored_nodes,min_explored_nodes,max_explored_nodes,avg_train_expected_burned_area,min_train_expected_burned_area,max_train_expected_burned_area,avg_train_worst10_metric,min_train_worst10_metric,max_train_worst10_metric,avg_test_expected_burned_area,min_test_expected_burned_area,max_test_expected_burned_area,avg_test_worst10_metric,min_test_worst10_metric,max_test_worst10_metric,avg_branch_benders_lazy_cuts_added,min_branch_benders_lazy_cuts_added,max_branch_benders_lazy_cuts_added,avg_branch_benders_candidate_incumbents_checked,min_branch_benders_candidate_incumbents_checked,max_branch_benders_candidate_incumbents_checked,avg_projected_llbi_cuts_added,min_projected_llbi_cuts_added,max_projected_llbi_cuts_added,avg_projected_llbi_total_nonzeros,min_projected_llbi_total_nonzeros,max_projected_llbi_total_nonzeros,avg_projected_llbi_avg_nonzeros_per_cut,min_projected_llbi_avg_nonzeros_per_cut,max_projected_llbi_avg_nonzeros_per_cut,avg_projected_llbi_max_nonzeros_per_cut,min_projected_llbi_max_nonzeros_per_cut,max_projected_llbi_max_nonzeros_per_cut,avg_projected_llbi_separation_time_sec,min_projected_llbi_separation_time_sec,max_projected_llbi_separation_time_sec,avg_projected_llbi_total_time_sec,min_projected_llbi_total_time_sec,max_projected_llbi_total_time_sec,avg_projected_llbi_root_bound_improvement_abs,min_projected_llbi_root_bound_improvement_abs,max_projected_llbi_root_bound_improvement_abs,avg_projected_llbi_root_bound_improvement_pct,min_projected_llbi_root_bound_improvement_pct,max_projected_llbi_root_bound_improvement_pct,avg_num_variables,min_num_variables,max_num_variables,avg_num_constraints,min_num_constraints,max_num_constraints,avg_num_nonzeros,min_num_nonzeros,max_num_nonzeros,avg_coverage_llbi_num_zeta_vars,min_coverage_llbi_num_zeta_vars,max_coverage_llbi_num_zeta_vars,avg_path_llbi_num_b_vars,min_path_llbi_num_b_vars,max_path_llbi_num_b_vars
0.02,CVaR,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly,5,Feasible:4;Optimal:1,165.84,154.6,176.2,156.762451,147.2267436,163.6404473,0.05348976374,0.0009979774256,0.08525520505,293.5269219,265.5672657,300.7301227,153187.8,121705,206866,88.706,81.25,94.49,165.84,154.6,176.2,95.712,93.45555556,98.56111111,217.6022222,210.2,223.5444444,1131,760,1564,81.8,61,111,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,561,561,561,1332,961,1765,,,,0,0,0,0,0,0
0.02,CVaR,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-poly-RootCuts,5,Feasible:4;Optimal:1,166.06,154.6,175.6,157.9291823,147.4178246,163.8189718,0.04802922935,0.0009989531048,0.07393163001,286.3587174,229.6242756,300.7188404,135590.8,118566,153705,88.874,81.25,94.49,166.06,154.6,175.6,95.14444445,93.45555556,97.36444444,215.7977778,210.2,219.0111111,978.6,538,1208,73.8,53,91,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,561,561,561,1227.6,781,1458,,,,0,0,0,0,0,0
0.02,Expected,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-ProjectedCoverageLLBI-exp,5,Optimal:5,82.756,77.55,87.22,82.67659376,77.47267943,87.1331649,0.0009602554619,0.0008588043427,0.0009970415216,8.29303593,6.7313992,10.4773914,949.6,249,2262,82.756,77.55,87.22,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,243.6,129,331,20,12,24,521.8,471,551,81775.8,71022,88697,156.6013685,150.71875,164.2537037,345.2,327,353,2.008391576,1.62103083,2.53997384,2.163233528,1.74734622,2.7197899,80.67459714,75.98582045,84.76667723,8067.459714,7598.582045,8476.667723,460,460,460,766.4,670,835,,,,0,0,0,0,0,0
0.02,Expected,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,5,Optimal:5,82.756,77.55,87.22,82.67487255,77.47320868,87.13381065,0.0009803175098,0.0009632149407,0.0009902168923,7.851362966,6.20637493,12.23337342,855.2,165,1816,82.756,77.55,87.22,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,172,119,266,18.2,13,25,521.8,471,551,81775.8,71022,88697,156.6013685,150.71875,164.2537037,345.2,327,353,2.028131568,1.63325018,2.41513343,2.19259642,1.75813512,2.65462974,80.67459714,75.98582045,84.76667723,8067.459714,7598.582045,8476.667723,460,460,460,730.2,658,803,,,,0,0,0,0,0,0
0.02,Expected,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-ProjectedCoverageLLBI-poly,5,Optimal:5,82.756,77.55,87.22,82.6735178,77.47245469,87.13284355,0.0009967772211,0.0009862138498,0.0009999395229,141.306801,24.58512313,240.2218419,18892.2,2380,35901,82.756,77.55,87.22,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,2769.8,1388,4279,94.4,50,145,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,460,460,460,2870.8,1489,4380,,,,0,0,0,0,0,0
0.02,Expected,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-ProjectedCoverageLLBI-poly-RootCuts,5,Optimal:5,82.756,77.55,87.22,82.6735664,77.47255322,87.13284384,0.0009961709884,0.000986128169,0.0009992680578,56.46007723,20.42504679,97.65178937,12695.4,2370,32097,82.756,77.55,87.22,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,1950,926,3605,67.8,33,109,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,460,460,460,2117,1094,3782,,,,0,0,0,0,0,0
0.02,Expected,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-ProjectedPathLLBI-exp,5,Optimal:5,82.756,77.55,87.22,82.68363635,77.47612561,87.14092953,0.0008764675207,0.0006767224178,0.0009958732119,5.084199776,3.56225946,7.3776145,427.6,88,735,82.756,77.55,87.22,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,128.6,81,169,17.8,16,21,518.6,458,550,81188.6,69257,86925,156.4479917,151.2161572,161.6826004,345.2,327,353,0.57627808,0.48850175,0.63195422,0.752742264,0.62358875,0.84324559,81.06316542,76.16977786,85.15044981,8106.316542,7616.977786,8515.044981,460,460,460,648.2,584,712,,,,0,0,0,0,0,0
0.02,Expected,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,5,Optimal:5,82.756,77.55,87.22,82.68291051,77.47736842,87.13412009,0.0008841029116,0.0006767224178,0.0009846355194,4.42885381,3.04329976,7.61141528,409.2,88,762,82.756,77.55,87.22,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,127.6,96,170,17.4,16,19,518.6,458,550,81188.6,69257,86925,156.4479917,151.2161572,161.6826004,345.2,327,353,0.458656966,0.26126617,0.62988275,0.59576975,0.34111474,0.82040709,81.06316542,76.16977786,85.15044981,8106.316542,7616.977786,8515.044981,460,460,460,657.6,591,723,,,,0,0,0,0,0,0
0.02,Expected,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-ProjectedPathLLBI-poly,5,Optimal:5,82.756,77.55,87.22,82.67332659,77.47249063,87.13285054,0.0009990042322,0.0009981653255,0.0009994760799,61.25818047,39.74613615,95.8682449,15850.8,4041,30403,82.756,77.55,87.22,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,2625.8,1590,3776,88.6,49,129,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,460,460,460,2726.8,1691,3877,,,,0,0,0,0,0,0
0.02,Expected,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-ProjectedPathLLBI-poly-RootCuts,5,Optimal:5,82.756,77.55,87.22,82.67379071,77.47248019,87.13305847,0.0009935001759,0.0009832488263,0.0009996107028,41.73183062,26.20974834,64.7993204,11802.2,3301,26090,82.756,77.55,87.22,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,1947.8,1558,2787,69,52,93,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,460,460,460,2112.2,1722,2962,,,,0,0,0,0,0,0
0.02,MeanCVaR,ProjectedCoverageLLBI-exp,exp,false,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp,5,Feasible:3;Optimal:2,126.805,117.83,133.96,124.9222706,117.7123121,131.8384166,0.01436875372,0.0009983497182,0.04137667595,254.9400523,182.0209091,302.1798388,72668.6,57015,92382,87.81,80.76,92.62,165.8,154.9,175.3,94.00777778,92.21666667,96.06,215.7866667,210.2,221.0444444,829.2,233,1389,48.2,24,66,422,397,463,73005,65619,79902,173.0626041,165.062635,181.1836735,345.2,327,353,1.851766688,1.7007807,2.20430392,2.003400064,1.84006834,2.41071704,112.7907239,105.2872674,118.309023,11279.07239,10528.72674,11830.9023,561,561,561,1352.2,742,1953,,,,0,0,0,0,0,0
0.02,MeanCVaR,ProjectedCoverageLLBI-exp,exp,true,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,5,Feasible:4;Optimal:1,126.805,117.83,133.96,124.9719827,117.712818,133.3579843,0.01414976204,0.0009945001273,0.0370652915,270.712878,145.1059916,302.2621381,86709.4,49752,137307,87.81,80.76,92.62,165.8,154.9,175.3,94.00777778,92.21666667,96.06,215.7866667,210.2,221.0444444,872.6,421,1542,52.6,28,78,422,397,463,73005,65619,79902,173.0626041,165.062635,181.1836735,345.2,327,353,1.759906902,1.63507728,1.90754965,1.906671614,1.77009439,2.04171221,112.7907239,105.2872674,118.309023,11279.07239,10528.72674,11830.9023,561,561,561,1431.2,962,2148,,,,0,0,0,0,0,0
0.02,MeanCVaR,ProjectedCoverageLLBI-poly,poly,false,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly,5,Feasible:5,127.125,117.83,134.215,120.5567485,113.9337561,127.1183839,0.05122925751,0.03241993662,0.07376987915,300.5330358,300.4488908,300.6173041,88730.2,63651,129392,87.47,80.76,92,166.78,154.9,176.6,93.38777778,91.82444444,96.06,214.7022222,210.2,219.7333333,2624.2,1442,4431,78,45,117,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,561,561,561,2825.2,1643,4632,,,,0,0,0,0,0,0
0.02,MeanCVaR,ProjectedCoverageLLBI-poly,poly,true,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-poly-RootCuts,5,Feasible:5,126.897,117.83,134.1,122.2030729,114.8720281,128.0234325,0.03642850932,0.005745563099,0.05649258209,300.5756262,300.4319378,300.631596,99229.4,46759,151369,87.754,80.76,92.62,166.04,154.9,176.2,93.92933333,91.82444444,96.06,216.1733333,210.2,221.0444444,2523.4,1305,4044,82.8,51,117,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,561,561,561,2788.6,1563,4314,,,,0,0,0,0,0,0
0.02,MeanCVaR,ProjectedPathLLBI-exp,exp,false,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp,5,Feasible:2;Optimal:3,126.805,117.83,133.96,125.6710181,117.7122897,133.5064258,0.008571102199,0.0009989838751,0.03596977546,211.2659508,96.28650266,300.895663,73236.8,34755,112841,87.81,80.76,92.62,165.8,154.9,175.3,94.00777778,92.21666667,96.06,215.7866667,210.2,221.0444444,683.2,67,1200,42,15,62,422.6,389,452,73195.8,65076,77859,173.2774935,166.7282851,180.1868687,345.2,327,353,0.498215338,0.45092448,0.55099642,0.632345012,0.56124966,0.68023909,113.3144805,105.5612857,118.9958011,11331.44805,10556.12857,11899.58011,561,561,561,1206.8,620,1728,,,,0,0,0,0,0,0
0.02,MeanCVaR,ProjectedPathLLBI-exp,exp,true,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,5,Feasible:2;Optimal:3,126.86,117.83,134.235,125.8876318,117.7122063,133.5064258,0.007303992818,0.0009991431274,0.03223703192,188.2124576,91.94519891,300.7597214,73771.2,30121,112841,88.04,80.76,93.77,165.68,154.9,175,94.83911111,92.21666667,97.49111111,215.6088889,210.2,221.0444444,623.8,74,1090,42,18,56,422.6,389,452,73195.8,65076,77859,173.2774935,166.7282851,180.1868687,345.2,327,353,0.44617764,0.27006195,0.57620542,0.574128874,0.33312203,0.77530931,113.3144805,105.5612857,118.9958011,11331.44805,10556.12857,11899.58011,561,561,561,1154.6,641,1620,,,,0,0,0,0,0,0
0.02,MeanCVaR,ProjectedPathLLBI-poly,poly,false,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly,5,Feasible:5,126.982,117.83,133.96,121.8219014,114.8236016,129.2332614,0.04032473399,0.01859844369,0.0636963216,300.5510152,300.4502887,300.7453423,99869.2,45291,121205,87.684,80.76,92.62,166.28,154.9,175.3,93.41622222,92.01444444,96.06,214.3444445,210.2,219.8777778,2332.4,1763,3341,73.8,59,93,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,561,561,561,2533.4,1964,3542,,,,0,0,0,0,0,0
0.02,MeanCVaR,ProjectedPathLLBI-poly,poly,true,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-poly-RootCuts,5,Feasible:5,127.065,117.83,133.96,122.8160813,115.6079355,130.6534831,0.03325850125,0.01396413804,0.06048000423,300.541783,300.4179588,300.7008118,106894,60982,144105,87.87,80.76,92.62,166.26,154.9,175.3,94.61555556,92.21666667,98.01111111,216.2622222,210.2,223.4222222,2260.2,1316,4027,76.8,50,116,100,100,100,14041.8,12534,15564,140.418,125.34,155.64,345.2,327,353,0,0,0,0,0,0,0,0,0,0,0,0,561,561,561,2522.6,1572,4293,,,,0,0,0,0,0,0
