experiment_id,run_id,case_id,landscape,instance_name,instance_group,method,objective_type,risk_measure,alpha,cvar_beta,cvar_lambda,seed,train_count,test_count,train_graph_rt_ratio,train_graph_adag_ratio,train_graph_gdg_ratio,train_graph_nfr_ratio,train_graph_empty_ratio,test_graph_rt_ratio,test_graph_adag_ratio,test_graph_gdg_ratio,test_graph_nfr_ratio,test_graph_empty_ratio,instance_graph_rt_ratio,instance_graph_adag_ratio,instance_graph_gdg_ratio,instance_graph_nfr_ratio,instance_graph_empty_ratio,time_limit_sec,threads,solver_status,termination_reason,has_incumbent,objective_value,best_bound,mip_gap,runtime_sec,wall_time_sec,num_nodes,num_iterations,lp_relaxation_value,lp_relaxation_value_initial,lp_relaxation_value_final,lp_relaxation_improvement_abs,lp_relaxation_improvement_pct,uses_llbi,uses_root_cuts,uses_coverage_llbi,uses_path_llbi,uses_projected_coverage_llbi,uses_projected_path_llbi,uses_projected_llbi_poly,uses_projected_llbi_exp,uses_combinatorial_benders,combinatorial_benders_scenario_order,uses_global_dominance,uses_conditional_zero_benefit_fixing,benders_lazy_cuts_added,root_user_cuts_added,llbi_cuts_added,coverage_llbi_cuts_added,path_llbi_cuts_added,projected_llbi_cuts_added,projected_llbi_total_nonzeros,combinatorial_benders_cuts_added,dominator_cuts_added,separator_cuts_added,global_dominance_candidates_removed,conditional_zero_benefit_fixings_attempted,conditional_zero_benefit_fixings_applied,num_variables,num_constraints,num_binary_variables,num_continuous_variables,train_expected_burned_area,test_expected_burned_area,train_cvar_burned_area,test_cvar_burned_area,train_worst10_burned_area,test_worst10_burned_area,train_eval_runtime_sec,test_eval_runtime_sec,paired_reburn_train_expected_burned_area,paired_reburn_train_cvar_burned_area,paired_reburn_train_worst10_burned_area,paired_reburn_train_eval_runtime_sec
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-CVaR-EtaDesc,cvar,cvar,0.01,0.9,1.0,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,268.20000000,267.95494169,0.00091371,38.92931305,41.877787,406,15834,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,40,0,0,0,0,0,0,3960,0,0,0,0,0,601,4061,,,142.46000000,148.56900000,,,268.20000000,283.63000000,0.00890877,0.09118176,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-EtaDesc,expected,expected,0.01,0.9,1.0,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,128.61000000,128.61000000,0.00000000,12.31750396,16.347439,3,4837,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,350,0,0,0,0,0,0,5465,0,0,0,0,0,500,5466,,,128.61000000,138.30200000,,,272.10000000,290.09000000,0.01184425,0.12357172,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-MeanCVaR-EtaDesc,mean_cvar,mean-cvar,0.01,0.9,0.5,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,199.54500000,199.34639297,0.00099530,14.74784573,18.559633,62,11104,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,90,0,0,0,0,0,0,3905,0,0,0,0,0,601,4006,,,128.79000000,136.95000000,,,270.30000000,287.97000000,0.01064354,0.11407670,,,,
fpp_new_instances_scaling_new20x20,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-CVaR-EtaDesc,cvar,cvar,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,256.10000000,255.93577512,0.00064125,31.61571685,35.401411,274,14866,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,134,0,0,0,0,0,0,3572,0,0,0,0,0,601,3673,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01025472,0.10980982,,,,
fpp_new_instances_scaling_new20x20,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-EtaDesc,expected,expected,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,125.37000000,125.37000000,0.00000000,8.16215750,11.311767,7,2235,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,514,0,0,0,0,0,0,2725,0,0,0,0,0,500,2726,,,125.37000000,135.06000000,,,265.20000000,271.71000000,0.01077110,0.08839026,,,,
fpp_new_instances_scaling_new20x20,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-MeanCVaR-EtaDesc,mean_cvar,mean-cvar,0.01,0.9,0.5,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,192.06000000,192.06000000,0.00000000,10.67712376,14.518011,38,5916,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,225,0,0,0,0,0,0,2211,0,0,0,0,0,601,2312,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01074384,0.11067955,,,,
fpp_new_instances_scaling_new20x20,,case02,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-CVaR-EtaDesc,cvar,cvar,0.01,0.9,1.0,20262629,100,1000,0.110000,0.890000,0.000000,0.000000,0.000000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.890000,0.000000,0.000000,0.000000,1800,1,Optimal,,1,230.30000000,230.30000000,0.00000000,6.44233590,10.386307,12,2122,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,110,0,0,0,0,0,0,937,0,0,0,0,0,601,1038,,,133.80000000,136.65300000,,,230.30000000,267.37000000,0.01163603,0.11557144,,,,
fpp_new_instances_scaling_new20x20,,case02,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-EtaDesc,expected,expected,0.01,0.9,1.0,20262629,100,1000,0.110000,0.890000,0.000000,0.000000,0.000000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.890000,0.000000,0.000000,0.000000,1800,1,Optimal,,1,129.97000000,129.97000000,0.00000000,7.94243074,12.013804,3,2365,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,200,0,0,0,0,0,0,2455,0,0,0,0,0,500,2456,,,129.97000000,137.10800000,,,279.30000000,288.94000000,0.01106529,0.12347768,,,,
fpp_new_instances_scaling_new20x20,,case02,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-MeanCVaR-EtaDesc,mean_cvar,mean-cvar,0.01,0.9,0.5,20262629,100,1000,0.110000,0.890000,0.000000,0.000000,0.000000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.890000,0.000000,0.000000,0.000000,1800,1,Optimal,,1,182.05000000,182.05000000,0.00000000,7.90199512,11.729520,7,2397,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,146,0,0,0,0,0,0,1783,0,0,0,0,0,601,1884,,,133.80000000,136.65300000,,,230.30000000,267.37000000,0.01107894,0.11184693,,,,
fpp_new_instances_scaling_new20x20,,case03,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-CVaR-EtaDesc,cvar,cvar,0.01,0.9,1.0,20263629,100,1000,0.180000,0.820000,0.000000,0.000000,0.000000,0.134000,0.850000,0.000000,0.000000,0.016000,0.180000,0.820000,0.000000,0.000000,0.000000,1800,1,Optimal,,1,241.10000000,241.10000000,0.00000000,15.92319112,19.756224,92,6748,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,107,0,0,0,0,0,0,2268,0,0,0,0,0,601,2369,,,126.39000000,135.73900000,,,241.10000000,266.77000000,0.01081785,0.11707893,,,,
