experiment_id,run_id,case_id,landscape,instance_name,instance_group,method,objective_type,risk_measure,alpha,cvar_beta,cvar_lambda,seed,train_count,test_count,train_graph_rt_ratio,train_graph_adag_ratio,train_graph_gdg_ratio,train_graph_nfr_ratio,train_graph_empty_ratio,test_graph_rt_ratio,test_graph_adag_ratio,test_graph_gdg_ratio,test_graph_nfr_ratio,test_graph_empty_ratio,instance_graph_rt_ratio,instance_graph_adag_ratio,instance_graph_gdg_ratio,instance_graph_nfr_ratio,instance_graph_empty_ratio,time_limit_sec,threads,solver_status,termination_reason,has_incumbent,objective_value,best_bound,mip_gap,runtime_sec,wall_time_sec,num_nodes,num_iterations,lp_relaxation_value,lp_relaxation_value_initial,lp_relaxation_value_final,lp_relaxation_improvement_abs,lp_relaxation_improvement_pct,uses_llbi,uses_root_cuts,uses_coverage_llbi,uses_path_llbi,uses_projected_coverage_llbi,uses_projected_path_llbi,uses_projected_llbi_poly,uses_projected_llbi_exp,uses_combinatorial_benders,uses_global_dominance,uses_conditional_zero_benefit_fixing,benders_lazy_cuts_added,root_user_cuts_added,llbi_cuts_added,coverage_llbi_cuts_added,path_llbi_cuts_added,projected_llbi_cuts_added,projected_llbi_total_nonzeros,combinatorial_benders_cuts_added,dominator_cuts_added,separator_cuts_added,global_dominance_candidates_removed,conditional_zero_benefit_fixings_attempted,conditional_zero_benefit_fixings_applied,num_variables,num_constraints,num_binary_variables,num_continuous_variables,train_expected_burned_area,test_expected_burned_area,train_cvar_burned_area,test_cvar_burned_area,train_worst10_burned_area,test_worst10_burned_area,train_eval_runtime_sec,test_eval_runtime_sec,paired_reburn_train_expected_burned_area,paired_reburn_train_cvar_burned_area,paired_reburn_train_worst10_burned_area,paired_reburn_train_eval_runtime_sec
fpp_new_instances_scaling,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial,expected,expected,0.01,0.9,1.0,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,128.61000000,128.61000000,0.00000000,8.84779969,12.804863,3,3703,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,420,0,0,0,0,0,0,4040,0,0,0,0,0,500,4041,,,128.61000000,138.30200000,,,272.10000000,290.09000000,0.01149861,0.11963469,,,,
fpp_new_instances_scaling,,case00,new20x20,new20x20,shortest_path,FPP-SAA,expected,expected,0.01,0.9,1.0,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,128.61000000,128.61000000,0.00000000,16.26206618,19.152873,0,0,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40400,26788,,,128.61000000,138.30200000,,,272.10000000,290.09000000,0.00901472,0.08758611,,,,
fpp_new_instances_scaling,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,mean_cvar,mean-cvar,0.01,0.9,0.5,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,199.54500000,199.34752745,0.00098961,5.19538990,9.424316,1218,33422,,,,0.00000000,0.00000000,1,1,0,0,0,0,0,0,0,0,0,593,,100,0,0,0,0,0,0,0,0,0,0,601,867,,,128.79000000,136.95000000,,,270.30000000,287.97000000,0.05425430,0.11918605,,,,
fpp_new_instances_scaling,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,mean_cvar,mean-cvar,0.01,0.9,0.5,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,199.54500000,199.40654175,0.00069387,4.63084722,8.412680,554,16371,0.00000000,0.00000000,180.06087647,180.06087647,18006.08764729,1,1,1,0,1,0,0,1,0,0,0,208,,0,428,0,428,110168,0,0,0,0,0,0,601,809,,,128.79000000,136.95000000,,,270.30000000,287.97000000,0.01113530,0.08890633,,,,
fpp_new_instances_scaling,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,mean_cvar,mean-cvar,0.01,0.9,0.5,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,199.54500000,199.34753681,0.00098957,2.54553420,6.613182,284,9777,0.00000000,0.00000000,185.01474271,185.01474271,18501.47427139,1,1,0,1,0,1,0,1,0,0,0,18,,0,0,472,472,126787,0,0,0,0,0,0,601,608,,,128.79000000,136.95000000,,,270.30000000,287.97000000,0.01160095,0.11469212,,,,
fpp_new_instances_scaling,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-MeanCVaR-RootCuts,mean_cvar,mean-cvar,0.01,0.9,0.5,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,199.54500000,199.34793463,0.00098757,3.45335893,6.471182,923,17118,,,,0.00000000,0.00000000,0,1,0,0,0,0,0,0,0,0,0,1422,,0,0,0,0,0,0,0,0,0,0,0,601,1593,,,128.79000000,136.95000000,,,270.30000000,287.97000000,0.00821463,0.09169523,,,,
fpp_new_instances_scaling,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-MeanCVaR,mean_cvar,mean-cvar,0.01,0.9,0.5,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,199.54500000,199.54500000,0.00000000,24.13564249,27.838318,80,16074,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,164,0,0,0,0,0,0,6382,0,0,0,0,0,601,6483,,,128.79000000,136.95000000,,,270.30000000,287.97000000,0.01148432,0.12001629,,,,
fpp_new_instances_scaling,,case00,new20x20,new20x20,shortest_path,FPP-SAA-MeanCVaR,mean_cvar,mean-cvar,0.01,0.9,0.5,20260629,100,1000,0.110000,0.870000,0.000000,0.000000,0.020000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.870000,0.000000,0.000000,0.020000,1800,1,Optimal,,1,199.54500000,199.54500000,0.00000000,172.30132065,176.266578,81,0,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40501,26888,,,128.79000000,136.95000000,,,270.30000000,287.97000000,0.01525113,0.11981100,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-CVaR-LLBI-RootCuts,cvar,cvar,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,256.10000000,255.84621477,0.00099096,6.97251450,11.154286,2567,37389,,,,0.00000000,0.00000000,1,1,0,0,0,0,0,0,0,0,0,444,,100,0,0,0,0,0,0,0,0,0,0,601,714,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01158908,0.11465591,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-CVaR-ProjectedCoverageLLBI-exp-RootCuts,cvar,cvar,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,256.10000000,255.85325347,0.00096348,8.83776020,11.800334,1512,29195,0.00000000,0.00000000,225.36956913,225.36956913,22536.95691271,1,1,1,0,1,0,0,1,0,0,0,330,,0,372,0,372,96646,0,0,0,0,0,0,601,874,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.00820129,0.09304675,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-CVaR-ProjectedPathLLBI-exp-RootCuts,cvar,cvar,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,256.10000000,255.96237137,0.00053740,4.58398055,8.595561,779,14697,0.00000000,0.00000000,232.89039895,232.89039895,23289.03989540,1,1,0,1,0,1,0,1,0,0,0,102,,0,0,386,386,99080,0,0,0,0,0,0,601,591,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01119637,0.11606316,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-CVaR-RootCuts,cvar,cvar,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,256.10000000,255.85563142,0.00095419,8.51802701,12.600926,2811,43488,,,,0.00000000,0.00000000,0,1,0,0,0,0,0,0,0,0,0,1386,,0,0,0,0,0,0,0,0,0,0,0,601,1556,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01088704,0.12178381,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-CVaR,cvar,cvar,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,256.10000000,256.02456893,0.00029454,33.08679118,36.886256,272,13259,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,179,0,0,0,0,0,0,3461,0,0,0,0,0,601,3562,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01086242,0.10082621,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-SAA-CVaR,cvar,cvar,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,256.10000000,255.85099356,0.00097230,311.08121728,314.953988,429,0,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40501,26046,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01164116,0.11636823,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-LLBI-RootCuts,expected,expected,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,125.37000000,125.33261412,0.00029820,2.18568719,5.212718,283,6815,,,,0.00000000,0.00000000,1,1,0,0,0,0,0,0,0,0,0,858,,100,0,0,0,0,0,0,0,0,0,0,500,1034,,,125.37000000,135.06000000,,,265.20000000,271.71000000,0.00720388,0.09062924,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-ProjectedCoverageLLBI-exp-RootCuts,expected,expected,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,125.37000000,125.34407303,0.00020680,3.26758434,6.438667,80,3156,0.00000000,0.00000000,119.46000000,119.46000000,11946.00000000,1,1,1,0,1,0,0,1,0,0,0,437,,0,405,0,405,94862,0,0,0,0,0,0,500,917,,,125.37000000,135.06000000,,,265.20000000,271.71000000,0.00876363,0.09525739,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-ProjectedPathLLBI-exp-RootCuts,expected,expected,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,125.37000000,125.37000000,0.00000000,0.95526815,3.734034,12,915,0.00000000,0.00000000,124.44666667,124.44666667,12444.66666667,1,1,0,1,0,1,0,1,0,0,0,0,,0,0,517,517,120322,0,0,0,0,0,0,500,518,,,125.37000000,135.06000000,,,265.20000000,271.71000000,0.00676995,0.09347645,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-RootCuts,expected,expected,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,125.37000000,125.37000000,0.00000000,3.05492902,6.245234,171,2611,,,,0.00000000,0.00000000,0,1,0,0,0,0,0,0,0,0,0,1601,,0,0,0,0,0,0,0,0,0,0,0,500,1675,,,125.37000000,135.06000000,,,265.20000000,271.71000000,0.00854714,0.09079849,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial,expected,expected,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,125.37000000,125.37000000,0.00000000,6.96445834,10.952796,7,2362,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,416,0,0,0,0,0,0,2499,0,0,0,0,0,500,2500,,,125.37000000,135.06000000,,,265.20000000,271.71000000,0.01180331,0.11903689,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-SAA,expected,expected,0.01,0.9,1.0,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,125.37000000,125.25000000,0.00095717,14.60130835,17.599979,0,0,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40400,25946,,,125.37000000,135.06000000,,,265.20000000,271.71000000,0.00825950,0.08976536,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,mean_cvar,mean-cvar,0.01,0.9,0.5,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,192.06000000,191.87074784,0.00098538,5.99524401,10.114176,1040,25767,,,,0.00000000,0.00000000,1,1,0,0,0,0,0,0,0,0,0,841,,100,0,0,0,0,0,0,0,0,0,0,601,1119,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01105180,0.11522021,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-MeanCVaR-ProjectedCoverageLLBI-exp-RootCuts,mean_cvar,mean-cvar,0.01,0.9,0.5,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,192.06000000,191.95376110,0.00055315,6.11997774,10.259003,363,12228,0.00000000,0.00000000,179.64785259,179.64785259,17964.78525944,1,1,1,0,1,0,0,1,0,0,0,495,,0,448,0,448,110543,0,0,0,0,0,0,601,1117,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01082663,0.11997076,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-MeanCVaR-ProjectedPathLLBI-exp-RootCuts,mean_cvar,mean-cvar,0.01,0.9,0.5,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,192.06000000,192.06000000,0.00000000,2.41017581,6.111316,131,5045,0.00000000,0.00000000,184.54890912,184.54890912,18454.89091153,1,1,0,1,0,1,0,1,0,0,0,27,,0,0,483,483,119228,0,0,0,0,0,0,601,611,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01050518,0.12525428,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-MeanCVaR-RootCuts,mean_cvar,mean-cvar,0.01,0.9,0.5,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,192.06000000,191.89600886,0.00085385,5.62831442,9.618640,825,17732,,,,0.00000000,0.00000000,0,1,0,0,0,0,0,0,0,0,0,1712,,0,0,0,0,0,0,0,0,0,0,0,601,1886,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01433854,0.12546321,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-MeanCVaR,mean_cvar,mean-cvar,0.01,0.9,0.5,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,192.06000000,192.06000000,0.00000000,20.88849453,25.226476,46,11691,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,0,0,174,0,0,0,0,0,0,6028,0,0,0,0,0,601,6129,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01199511,0.12006090,,,,
fpp_new_instances_scaling,,case01,new20x20,new20x20,shortest_path,FPP-SAA-MeanCVaR,mean_cvar,mean-cvar,0.01,0.9,0.5,20261629,100,1000,0.130000,0.860000,0.000000,0.000000,0.010000,0.134000,0.850000,0.000000,0.000000,0.016000,0.130000,0.860000,0.000000,0.000000,0.010000,1800,1,Optimal,,1,192.06000000,192.06000000,0.00000000,96.62298385,100.659832,62,0,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40501,26046,,,128.02000000,134.13900000,,,256.10000000,274.84000000,0.01183703,0.12153810,,,,
fpp_new_instances_scaling,,case02,new20x20,new20x20,shortest_path,FPP-Branch-Benders-CVaR-LLBI-RootCuts,cvar,cvar,0.01,0.9,1.0,20262629,100,1000,0.110000,0.890000,0.000000,0.000000,0.000000,0.134000,0.850000,0.000000,0.000000,0.016000,0.110000,0.890000,0.000000,0.000000,0.000000,1800,1,Optimal,,1,230.30000000,230.30000000,0.00000000,1.84501271,5.952759,64,1593,,,,0.00000000,0.00000000,1,1,0,0,0,0,0,0,0,0,0,184,,100,0,0,0,0,0,0,0,0,0,0,601,453,,,133.80000000,136.65300000,,,230.30000000,267.37000000,0.01170887,0.11663971,,,,
