objective_family,method_family,method,fpp_mode,lb_config,use_root_cuts,is_combinatorial,completed_rows,status_counts,fpp_saa_validation_status_counts,avg_objective_in_sample,min_objective_in_sample,max_objective_in_sample,avg_best_bound,min_best_bound,max_best_bound,avg_mip_gap,min_mip_gap,max_mip_gap,avg_runtime_seconds,min_runtime_seconds,max_runtime_seconds,avg_train_expected_burned_area,min_train_expected_burned_area,max_train_expected_burned_area,avg_train_worst_10pct_burned_area,min_train_worst_10pct_burned_area,max_train_worst_10pct_burned_area,avg_train_cvar_burned_area,min_train_cvar_burned_area,max_train_cvar_burned_area,avg_test_expected_burned_area,min_test_expected_burned_area,max_test_expected_burned_area,avg_test_worst_10pct_burned_area,min_test_worst_10pct_burned_area,max_test_worst_10pct_burned_area,avg_test_cvar_burned_area,min_test_cvar_burned_area,max_test_cvar_burned_area,avg_selected_firebreak_count,min_selected_firebreak_count,max_selected_firebreak_count,avg_budget,min_budget,max_budget,avg_branch_benders_lazy_cuts_added,min_branch_benders_lazy_cuts_added,max_branch_benders_lazy_cuts_added,avg_branch_benders_candidate_incumbents_checked,min_branch_benders_candidate_incumbents_checked,max_branch_benders_candidate_incumbents_checked,avg_benders_lifted_lower_bound_precompute_time_sec,min_benders_lifted_lower_bound_precompute_time_sec,max_benders_lifted_lower_bound_precompute_time_sec,avg_branch_benders_root_user_cuts_added,min_branch_benders_root_user_cuts_added,max_branch_benders_root_user_cuts_added,avg_combinatorial_benders_integer_cuts_added,min_combinatorial_benders_integer_cuts_added,max_combinatorial_benders_integer_cuts_added,avg_combinatorial_benders_fractional_cuts_added,min_combinatorial_benders_fractional_cuts_added,max_combinatorial_benders_fractional_cuts_added,avg_combinatorial_benders_initial_cuts_added,min_combinatorial_benders_initial_cuts_added,max_combinatorial_benders_initial_cuts_added,avg_combinatorial_benders_scenarios_checked,min_combinatorial_benders_scenarios_checked,max_combinatorial_benders_scenarios_checked,avg_combinatorial_benders_separation_time_sec,min_combinatorial_benders_separation_time_sec,max_combinatorial_benders_separation_time_sec,avg_subproblem_total_solve_time_sec,min_subproblem_total_solve_time_sec,max_subproblem_total_solve_time_sec,avg_subproblem_avg_solve_time_sec,min_subproblem_avg_solve_time_sec,max_subproblem_avg_solve_time_sec,avg_subproblem_max_solve_time_sec,min_subproblem_max_solve_time_sec,max_subproblem_max_solve_time_sec
MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-CoverageLLBI-RootCuts,,CoverageLLBI,true,false,10,Feasible:9;Optimal:1,pass:10,147.517,119.37,174.72,139.7075999,110.4881104,171.7424913,0.001,0.001,0.001,282.4710407,118.7092426,300.9351863,97.934,79.24,117.57,197.1,157.3,238.1,197.1,157.3,238.1,103.3036667,92.21666667,116.8811111,234.0611111,210.2,265.1888889,234.0611111,210.2,265.1888889,6,4,8,6,4,8,23.3,3,38,11.3,6,15,0,0,0,25.2,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI,,LLBI,false,false,10,Feasible:5;Optimal:5,pass:10,146.981,117.83,174.72,143.6015111,113.9272329,174.5559865,0.001,0.001,0.001,154.1689686,2.75330455,300.4944231,97.922,80.76,117.57,196.04,154.9,238.1,196.04,154.9,238.1,102.6535556,91.82444444,115.8411111,234.2788889,210.2,265.1888889,234.2788889,210.2,265.1888889,6,4,8,6,4,8,1436.7,115,4317,49.6,14,114,0.104185565,0.06710591,0.18472695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-CoverageLLBI-PathLLBI,,LLBI+CoverageLLBI+PathLLBI,false,false,10,Feasible:10,pass:10,153.558,121.61,221.4,136.9085031,107.2511927,165.2514221,0.001,0.001,0.001,301.4175601,300.9607257,303.0362169,100.996,80.52,141.7,206.12,157.3,301.1,206.12,157.3,301.1,105.5346667,92.52111111,131.4311111,239.5644444,209.3777778,300.9444444,239.5644444,209.3777778,300.9444444,5.7,1,8,6,4,8,0,0,0,4.2,2,6,0.105471853,0.07510512,0.24040485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-CoverageLLBI-PathLLBI-RootCuts,,LLBI+CoverageLLBI+PathLLBI,true,false,10,Feasible:10,pass:10,148.7265,121.61,174.72,137.202383,105.9018491,166.4304949,0.001,0.001,0.001,301.6854123,300.8667719,302.8612429,98.473,80.52,117.57,198.98,157.3,238.1,198.98,157.3,238.1,103.9522222,92.52111111,115.8411111,235.7555556,209.3777778,265.1888889,235.7555556,209.3777778,265.1888889,6,4,8,6,4,8,0,0,0,4.3,3,6,0.12116038,0.06836465,0.19615795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,,LLBI,true,false,10,Feasible:5;Optimal:5,pass:10,146.8925,117.83,174.72,144.2796388,114.7707004,174.5566957,0.001,0.001,0.001,154.1843486,3.49464447,300.5514424,97.985,80.76,117.57,195.8,154.9,238.1,195.8,154.9,238.1,102.9493333,91.82444444,115.8411111,235,210.2,265.1888889,235,210.2,265.1888889,6,4,8,6,4,8,1353.9,66,4044,50.7,10,117,0.130180121,0.06737263,0.18185129,50.6,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-PathLLBI,,PathLLBI,false,false,10,Feasible:6;Optimal:4,pass:10,147.322,121.61,174.72,141.3767233,109.1246556,174.5750676,0.001,0.001,0.001,254.2125351,109.8416138,301.6894321,97.914,80.52,117.57,196.73,157.3,238.1,196.73,157.3,238.1,102.7862222,92.21666667,115.8411111,233.82,210.2,265.1888889,233.82,210.2,265.1888889,6,4,8,6,4,8,0,0,0,4.9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-PathLLBI-RootCuts,,PathLLBI,true,false,10,Feasible:7;Optimal:3,pass:10,147.322,121.61,174.72,141.4127062,108.9652757,172.8620131,0.001,0.001,0.001,258.9480591,91.27756171,301.0777459,97.914,80.52,117.57,196.73,157.3,238.1,196.73,157.3,238.1,102.7862222,92.21666667,115.8411111,233.82,210.2,265.1888889,233.82,210.2,265.1888889,6,4,8,6,4,8,0,0,0,4.9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-RootCuts,,None,true,false,10,Feasible:5;Optimal:5,pass:10,147.3885,119.425,174.72,144.0042662,113.0387666,174.5457818,0.001,0.001,0.001,154.4326504,3.63836338,300.381462,97.557,80.65,117.57,197.22,158.2,238.1,197.22,158.2,238.1,103.0976667,92.21666667,115.8411111,235.4155556,210.2,265.1888889,235.4155556,210.2,265.1888889,6,4,8,6,4,8,2532.3,883,5802,62.3,19,132,0,0,0,47.9,27,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,,Combinatorial,false,true,10,Feasible:5;Optimal:5,pass:10,148.5525,121.61,174.72,142.3173873,110.6280595,174.5823184,0.001,0.001,0.001,182.2653774,38.57795552,306.3631167,97.715,80.52,117.57,199.39,160,238.1,199.39,160,238.1,102.9723333,91.71777778,115.8411111,235.0166667,211.4666667,265.1888889,235.0166667,211.4666667,265.1888889,6,4,8,6,4,8,161.6,76,294,21.1,13,35,0,0,0,0,0,0,161.6,76,294,11847.1,1331,23510,100,100,100,245670.4,43055,506654,72.24796015,27.90225885,105.4402563,,,,,,,,,
MeanCVaR,FPP-SAA,FPP-SAA-MeanCVaR,fpp_base,None,false,false,10,Feasible:5;Optimal:5,pass:10,148.135,120.48,174.72,142.6710575,110.3677045,174.569225,0.001,0.001,0.001,220.0869432,94.27746717,300.0233021,97.94,79.56,117.57,198.33,158,238.1,198.33,158,238.1,103.8521111,92.00111111,115.8411111,235.16,211.8555556,265.1888889,235.16,211.8555556,265.1888889,6,4,8,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
MeanCVaR,FPP-SAA,FPP-SAA-MeanCVaR,fpp_cut,None,false,false,10,Feasible:9;Optimal:1,pass:10,147.324,121.37,174.72,139.9508096,107.1184959,171.6385215,0.001,0.001,0.001,289.5149799,194.8079989,300.0699526,97.768,80.34,117.57,196.88,157.3,238.1,196.88,157.3,238.1,102.9805556,92.21666667,115.8411111,234.4422222,210.2,265.1888889,234.4422222,210.2,265.1888889,6,4,8,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
