alpha,objective_family,method_family,method,fpp_mode,lb_config,use_root_cuts,is_combinatorial,completed_rows,status_counts,fpp_saa_validation_status_counts,avg_objective_in_sample,min_objective_in_sample,max_objective_in_sample,avg_best_bound,min_best_bound,max_best_bound,avg_mip_gap,min_mip_gap,max_mip_gap,avg_runtime_seconds,min_runtime_seconds,max_runtime_seconds,avg_train_expected_burned_area,min_train_expected_burned_area,max_train_expected_burned_area,avg_train_worst_10pct_burned_area,min_train_worst_10pct_burned_area,max_train_worst_10pct_burned_area,avg_train_cvar_burned_area,min_train_cvar_burned_area,max_train_cvar_burned_area,avg_test_expected_burned_area,min_test_expected_burned_area,max_test_expected_burned_area,avg_test_worst_10pct_burned_area,min_test_worst_10pct_burned_area,max_test_worst_10pct_burned_area,avg_test_cvar_burned_area,min_test_cvar_burned_area,max_test_cvar_burned_area,avg_selected_firebreak_count,min_selected_firebreak_count,max_selected_firebreak_count,avg_budget,min_budget,max_budget,avg_branch_benders_lazy_cuts_added,min_branch_benders_lazy_cuts_added,max_branch_benders_lazy_cuts_added,avg_branch_benders_candidate_incumbents_checked,min_branch_benders_candidate_incumbents_checked,max_branch_benders_candidate_incumbents_checked,avg_benders_lifted_lower_bound_precompute_time_sec,min_benders_lifted_lower_bound_precompute_time_sec,max_benders_lifted_lower_bound_precompute_time_sec,avg_branch_benders_root_user_cuts_added,min_branch_benders_root_user_cuts_added,max_branch_benders_root_user_cuts_added,avg_combinatorial_benders_integer_cuts_added,min_combinatorial_benders_integer_cuts_added,max_combinatorial_benders_integer_cuts_added,avg_combinatorial_benders_fractional_cuts_added,min_combinatorial_benders_fractional_cuts_added,max_combinatorial_benders_fractional_cuts_added,avg_combinatorial_benders_initial_cuts_added,min_combinatorial_benders_initial_cuts_added,max_combinatorial_benders_initial_cuts_added,avg_combinatorial_benders_scenarios_checked,min_combinatorial_benders_scenarios_checked,max_combinatorial_benders_scenarios_checked,avg_combinatorial_benders_separation_time_sec,min_combinatorial_benders_separation_time_sec,max_combinatorial_benders_separation_time_sec,avg_subproblem_total_solve_time_sec,min_subproblem_total_solve_time_sec,max_subproblem_total_solve_time_sec,avg_subproblem_avg_solve_time_sec,min_subproblem_avg_solve_time_sec,max_subproblem_avg_solve_time_sec,avg_subproblem_max_solve_time_sec,min_subproblem_max_solve_time_sec,max_subproblem_max_solve_time_sec
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-CoverageLLBI-PathLLBI-RootCuts,,CoverageLLBI+PathLLBI,true,false,5,Feasible:5,pass:5,167.94,158.68,174.72,158.5475932,149.9356088,165.1179245,0.001,0.001,0.001,301.3425679,300.9829,302.2676115,109.38,100.36,118.72,226.5,217,238.1,226.5,217,238.1,112.7424444,110.3222222,117.5955556,255.4733333,249.1,271.9333333,255.4733333,249.1,271.9333333,4,4,4,4,4,4,0,0,0,4.4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-CoverageLLBI-RootCuts,,CoverageLLBI,true,false,5,Feasible:4;Optimal:1,pass:5,167.331,157.825,174.72,162.2389882,152.6947868,171.7424913,0.001,0.001,0.001,264.3006116,118.7092426,300.9351863,108.682,99.55,117.57,225.98,216.1,238.1,225.98,216.1,238.1,113.1695556,110.3222222,116.8811111,256.1,247.9444444,265.1888889,256.1,247.9444444,265.1888889,4,4,4,4,4,4,17,3,38,10.4,6,13,0,0,0,20.6,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI,,LLBI,false,false,5,Optimal:5,pass:5,166.888,157.565,174.72,166.7256755,157.4126822,174.5559865,0.001,0.001,0.001,7.956343294,2.75330455,17.36006339,108.216,100.83,117.57,225.56,214.3,238.1,225.56,214.3,238.1,111.9693333,110.3222222,115.8411111,253.8266667,246.4888889,265.1888889,253.8266667,246.4888889,265.1888889,4,4,4,4,4,4,283.2,115,517,21.8,14,30,0.122021326,0.08054401,0.18472695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-CoverageLLBI-PathLLBI,,LLBI+CoverageLLBI+PathLLBI,false,false,5,Feasible:5,pass:5,178.102,158.68,221.4,158.5670084,148.2476657,165.2514221,0.001,0.001,0.001,301.6650906,301.1924092,303.0362169,113.964,100.36,141.7,242.24,217,301.1,242.24,217,301.1,116.5422222,110.3222222,131.4311111,263.2511111,249.1,300.9444444,263.2511111,249.1,300.9444444,3.4,1,4,4,4,4,0,0,0,4.2,2,6,0.122818482,0.09196496,0.24040485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-CoverageLLBI-PathLLBI-RootCuts,,LLBI+CoverageLLBI+PathLLBI,true,false,5,Feasible:5,pass:5,168.439,158.68,174.72,158.9973932,147.2265201,166.4304949,0.001,0.001,0.001,302.0659634,301.2684177,302.8612429,108.918,100.36,117.57,227.96,217,238.1,227.96,217,238.1,113.3773333,110.3222222,115.8411111,255.6333333,249.1,265.1888889,255.6333333,249.1,265.1888889,4,4,4,4,4,4,0,0,0,4.4,3,6,0.142494078,0.09444401,0.19615795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-LLBI-RootCuts,,LLBI,true,false,5,Optimal:5,pass:5,166.888,157.565,174.72,166.7314334,157.4146999,174.5566957,0.001,0.001,0.001,7.916094674,3.49464447,15.95023608,108.216,100.83,117.57,225.56,214.3,238.1,225.56,214.3,238.1,111.9693333,110.3222222,115.8411111,253.8266667,246.4888889,265.1888889,253.8266667,246.4888889,265.1888889,4,4,4,4,4,4,196.2,66,422,18.8,10,35,0.157420374,0.08378589,0.18185129,37,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-PathLLBI,,PathLLBI,false,false,5,Feasible:1;Optimal:4,pass:5,166.888,157.565,174.72,165.6513524,157.4108677,174.5750676,0.001,0.001,0.001,207.6386536,109.8416138,301.6894321,108.216,100.83,117.57,225.56,214.3,238.1,225.56,214.3,238.1,111.9693333,110.3222222,115.8411111,253.8266667,246.4888889,265.1888889,253.8266667,246.4888889,265.1888889,4,4,4,4,4,4,0,0,0,5.6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-PathLLBI-RootCuts,,PathLLBI,true,false,5,Feasible:2;Optimal:3,pass:5,166.888,157.565,174.72,165.6608963,157.4108677,172.8620131,0.001,0.001,0.001,216.9773866,91.27756171,301.0419701,108.216,100.83,117.57,225.56,214.3,238.1,225.56,214.3,238.1,111.9693333,110.3222222,115.8411111,253.8266667,246.4888889,265.1888889,253.8266667,246.4888889,265.1888889,4,4,4,4,4,4,0,0,0,5.6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders,FPP-Branch-Benders-MeanCVaR-RootCuts,,None,true,false,5,Optimal:5,pass:5,166.888,157.565,174.72,166.7260482,157.4175285,174.5457818,0.001,0.001,0.001,8.527013598,3.63836338,18.53157473,108.216,100.83,117.57,225.56,214.3,238.1,225.56,214.3,238.1,111.9693333,110.3222222,115.8411111,253.8266667,246.4888889,265.1888889,253.8266667,246.4888889,265.1888889,4,4,4,4,4,4,1040.8,883,1308,29,19,44,0,0,0,35.6,27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-MeanCVaR,,Combinatorial,false,true,5,Optimal:5,pass:5,166.888,157.565,174.72,166.7657727,157.4087613,174.5823184,0.001,0.001,0.001,60.87604085,38.57795552,77.17450881,108.216,100.83,117.57,225.56,214.3,238.1,225.56,214.3,238.1,111.9693333,110.3222222,115.8411111,253.8266667,246.4888889,265.1888889,253.8266667,246.4888889,265.1888889,4,4,4,4,4,4,110.6,76,156,16.4,13,21,0,0,0,0,0,0,110.6,76,156,2269,1331,3318,100,100,100,109057.8,43055,171234,48.91862313,27.90225885,62.98515439,,,,,,,,,
0.01,MeanCVaR,FPP-SAA,FPP-SAA-MeanCVaR,fpp_base,None,false,false,5,Optimal:5,pass:5,166.888,157.565,174.72,166.7321145,157.4129262,174.569225,0.001,0.001,0.001,140.1536647,94.27746717,205.5215169,108.216,100.83,117.57,225.56,214.3,238.1,225.56,214.3,238.1,111.9693333,110.3222222,115.8411111,253.8266667,246.4888889,265.1888889,253.8266667,246.4888889,265.1888889,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.01,MeanCVaR,FPP-SAA,FPP-SAA-MeanCVaR,fpp_cut,None,false,false,5,Feasible:4;Optimal:1,pass:5,166.94,157.825,174.72,163.9189202,152.6811986,171.6385215,0.001,0.001,0.001,278.9845878,194.8079989,300.0448805,107.96,99.55,117.57,225.92,216.1,238.1,225.92,216.1,238.1,112.1644444,110.3222222,115.8411111,254.9111111,247.9444444,265.1888889,254.9111111,247.9444444,265.1888889,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR,,None,false,false,5,Feasible:5,pass:5,167.96,155.3,180.3,151.6658055,144.4870437,156.2846217,0.001,0.001,0.001,300.4571657,300.278106,300.7482496,87.482,81.27,92.86,167.96,155.3,180.3,167.96,155.3,180.3,94.57088889,92.31,97.08555556,217.1511111,213.9888889,221.0444444,217.1511111,213.9888889,221.0444444,8,8,8,8,8,8,2830,1986,3495,123.8,73,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-CoverageLLBI,,CoverageLLBI,false,false,5,Feasible:5,pass:5,168.96,154.9,181.9,141.6682909,133.0084052,147.9721416,0.001,0.001,0.001,301.1512587,300.8629705,301.4781198,89.112,80.76,95.29,168.96,154.9,181.9,168.96,154.9,181.9,94.64977778,92.47666667,98.13888889,215.2777778,212.7555556,217.6222222,215.2777778,212.7555556,217.6222222,8,8,8,8,8,8,15.2,10,20,11,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-CoverageLLBI-PathLLBI,,CoverageLLBI+PathLLBI,false,false,5,Feasible:5,pass:5,232.54,168.2,331,-4e+74,-1e+75,147.9507742,0.001,0.001,0.001,301.8969707,300.9852837,303.0953922,112.002,82.5,156.64,232.54,168.2,331,232.54,168.2,331,112.2226667,91.71777778,136.9688889,254.3577778,210.9333333,310.9888889,254.3577778,210.9333333,310.9888889,8,8,8,8,8,8,0,0,0,3.4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-CoverageLLBI-PathLLBI-RootCuts,,CoverageLLBI+PathLLBI,true,false,5,Feasible:5,pass:5,213.94,158.8,277.3,139.9586489,131.5338447,146.8535441,0.001,0.001,0.001,301.8549387,301.1632258,302.8462177,103.128,89.19,121.92,213.94,158.8,277.3,213.94,158.8,277.3,106.878,91.71777778,128.3033333,242.2866667,205.5888889,289.2777778,242.2866667,205.5888889,289.2777778,5.6,2,8,8,8,8,0,0,0,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-CoverageLLBI-RootCuts,,CoverageLLBI,true,false,5,Feasible:5,pass:5,170.1,155.9,181.9,141.4940437,132.4240486,148.3566678,0.001,0.001,0.001,301.2257534,300.5657617,301.6195386,90.184,82.61,95.76,170.1,155.9,181.9,170.1,155.9,181.9,96.80111111,94.07333333,98.99,219.2022222,216.1666667,222.3222222,219.2022222,216.1666667,222.3222222,8,8,8,8,8,8,14.4,9,19,11.8,6,16,0,0,0,13.6,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-LLBI,,LLBI,false,false,5,Feasible:5,pass:5,165.86,154.6,175.7,153.3326062,144.2860285,160.8045206,0.001,0.001,0.001,300.7860679,300.4213172,300.9100821,89.182,81.25,96.43,165.86,154.6,175.7,165.86,154.6,175.7,95.29044444,93.22111111,98.76444444,216.5444444,210.2,224.2111111,216.5444444,210.2,224.2111111,8,8,8,8,8,8,1081.6,864,1454,76.2,57,115,0.165991052,0.09965803,0.18858649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-LLBI-CoverageLLBI-PathLLBI,,LLBI+CoverageLLBI+PathLLBI,false,false,5,Feasible:5,pass:5,190.1,159.3,269.5,140.7654276,131.4476418,147.5043512,0.001,0.001,0.001,302.2406924,301.4542248,303.5086867,96.212,81.32,119.19,190.1,159.3,269.5,190.1,159.3,269.5,100.6657778,93.14333333,120.9733333,229.4644444,214.3222222,275.2222222,229.4644444,214.3222222,275.2222222,6.8,2,8,8,8,8,0,0,0,4,3,5,0.12805828,0.08889044,0.18724972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-LLBI-CoverageLLBI-PathLLBI-RootCuts,,LLBI+CoverageLLBI+PathLLBI,true,false,5,Feasible:5,pass:5,170.08,159.3,181.9,141.6110993,134.1235219,148.3599824,0.001,0.001,0.001,301.6076283,301.2513324,302.2382319,89.908,81.64,95.68,170.08,159.3,181.9,170.08,159.3,181.9,96.60066667,93.14333333,99.67888889,218.7444444,214.3222222,222.5666667,218.7444444,214.3222222,222.5666667,8,8,8,8,8,8,0,0,0,4.6,3,6,0.126846684,0.09546571,0.16256661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-LLBI-RootCuts,,LLBI,true,false,5,Feasible:5,pass:5,165.62,154.9,175.3,155.8227193,145.7686133,162.9980708,0.001,0.001,0.001,300.5422067,300.3675532,300.7048804,88.856,80.76,97.51,165.62,154.9,175.3,165.62,154.9,175.3,94.85177778,93.33444444,96.43666667,217.9133333,210.2,221.4888889,217.9133333,210.2,221.4888889,8,8,8,8,8,8,814.6,575,1594,60.2,38,111,0.106240566,0.0796672,0.16190613,50,42,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-PathLLBI,,PathLLBI,false,false,5,Feasible:5,pass:5,171.32,159.1,184.7,141.8589641,131.6107848,149.4447859,0.001,0.001,0.001,301.0911923,300.8263223,301.3872584,87.91,81.47,92.99,171.32,159.1,184.7,171.32,159.1,184.7,95.26177778,91.65111111,99.67888889,214.7377778,210.9333333,220.4,214.7377778,210.9333333,220.4,8,8,8,8,8,8,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-PathLLBI-RootCuts,,PathLLBI,true,false,5,Feasible:5,pass:5,171.54,160.2,184.7,141.8584051,131.6089245,149.4447859,0.001,0.001,0.001,301.4482663,300.8005449,301.8669555,87.934,81.47,92.99,171.54,160.2,184.7,171.54,160.2,184.7,94.72666667,91.65111111,99.67888889,215.0333333,210.9333333,220.4,215.0333333,210.9333333,220.4,8,8,8,8,8,8,0,0,0,4.8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders,FPP-Branch-Benders-CVaR-RootCuts,,None,true,false,5,Feasible:5,pass:5,169.3,156,180.9,151.8642248,142.2161,157.467765,0.001,0.001,0.001,300.4747744,300.2701429,300.9076857,89.324,80.9,95.13,169.3,156,180.9,169.3,156,180.9,96.60311111,94.00222222,98.70888889,218.2711111,212.5333333,224.1888889,218.2711111,212.5333333,224.1888889,8,8,8,8,8,8,2428,1785,2867,105,72,126,0,0,0,49,45,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial-CVaR,,Combinatorial,false,true,5,Feasible:5,pass:5,174.82,158.7,192.4,145.3656099,138.6301883,151.2983171,0.001,0.001,0.001,315.7938986,302.7385819,359.0695493,89.374,81.42,98.72,174.82,158.7,192.4,174.82,158.7,192.4,95.88311111,91.74555556,97.80333333,217.5222222,210.1555556,228.2333333,217.5222222,210.1555556,228.2333333,8,8,8,8,8,8,121,84,152,18.8,10,27,0,0,0,0,0,0,121,84,152,16267.8,12669,23611,100,100,100,495799,266708,1120125,163.0158903,106.0066291,349.995706,,,,,,,,,
0.02,CVaR,FPP-SAA,FPP-SAA-CVaR,fpp_base,None,false,false,5,Feasible:5,warn:5,173.3,158.7,187.7,146.0440557,135.9173444,155.3874869,0.001,0.001,0.001,300.0241655,300.0089134,300.0438601,88.976,79.28,96.13,173.16,158.7,187.7,173.16,158.7,187.7,95.70488889,92.44111111,97.70888889,217.3288889,208.5666667,225.5777778,217.3288889,208.5666667,225.5777778,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,CVaR,FPP-SAA,FPP-SAA-CVaR,fpp_cut,None,false,false,5,Feasible:5,warn:5,169.88,156.2,181.9,142.7699119,133.5998755,150.9794532,0.001,0.001,0.001,300.0369685,300.0106573,300.0679795,89.432,83.42,95.29,169.88,156.2,181.9,169.88,156.2,181.9,95.25155556,93.14333333,96.98333333,216.2311111,210.2,222.5666667,216.2311111,210.2,222.5666667,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders,,None,false,false,5,Feasible:1;Optimal:4,pass:5,82.784,77.55,87.36,82.41213118,77.47247233,85.8267746,0.001,0.001,0.001,189.2452862,47.19169841,300.3209597,82.784,77.55,87.36,190.62,174.6,201.7,190.62,174.6,201.7,92.72755555,90.73888889,94.91888889,213.5333333,208.6444444,218.5444444,213.5333333,208.6444444,218.5444444,8,8,8,8,8,8,4397.2,3060,5999,115.2,73,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-CoverageLLBI,,CoverageLLBI,false,false,5,Optimal:5,pass:5,82.756,77.55,87.22,82.69490054,77.47407422,87.1725,0.001,0.001,0.001,72.25274017,55.3384266,108.5343011,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,61.6,42,80,14.6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-CoverageLLBI-PathLLBI,,CoverageLLBI+PathLLBI,false,false,5,Feasible:3;Optimal:2,pass:5,86.97,77.55,102.72,81.79734156,77.55,85.46840893,0.001,0.001,0.001,283.1490695,252.2626056,303.0221342,86.97,77.55,102.72,200.04,174.6,247.7,200.04,174.6,247.7,95.67133333,90.73888889,109.5711111,220.0511111,208.6444444,247.6777778,220.0511111,208.6444444,247.6777778,7.2,4,8,8,8,8,0,0,0,4.4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-CoverageLLBI-PathLLBI-RootCuts,,CoverageLLBI+PathLLBI,true,false,5,Feasible:2;Optimal:3,pass:5,87.736,77.55,102.72,81.96047772,77.55,85.2,0.001,0.001,0.001,266.5401531,226.6976656,302.8062259,87.736,77.55,102.72,202.5,174.6,247.7,202.5,174.6,247.7,95.98288889,90.97444444,109.5711111,222.3688889,209.1888889,247.6777778,222.3688889,209.1888889,247.6777778,7.2,4,8,8,8,8,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-CoverageLLBI-RootCuts,,CoverageLLBI,true,false,5,Optimal:5,pass:5,82.756,77.55,87.22,82.72250433,77.55,87.19615385,0.001,0.001,0.001,86.06294606,56.2463875,142.5427138,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,36.2,22,58,13.2,7,19,0,0,0,24.6,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-LLBI,,LLBI,false,false,5,Optimal:5,pass:5,82.756,77.55,87.22,82.6735178,77.47245469,87.13284355,0.001,0.001,0.001,110.7950623,21.19303668,203.6021364,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,2769.8,1388,4279,94.4,50,145,0.111554314,0.08060531,0.20190331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI,,LLBI+CoverageLLBI+PathLLBI,false,false,5,Feasible:5,pass:5,98.432,77.55,119.19,81.48712959,76.90167816,85.1556229,0.001,0.001,0.001,302.3439639,301.1364519,303.4855375,98.432,77.55,119.19,227.18,174.6,273,227.18,174.6,273,105.3557778,92.15333333,118.3533333,242.7555556,209.1888889,275.1777778,242.7555556,209.1888889,275.1777778,5.4,3,8,8,8,8,0,0,0,2.8,2,4,0.176831138,0.0901765,0.24278792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-LLBI-CoverageLLBI-PathLLBI-RootCuts,,LLBI+CoverageLLBI+PathLLBI,true,false,5,Feasible:4;Optimal:1,pass:5,93.336,77.55,119.19,81.88096052,77.25222222,85.16330381,0.001,0.001,0.001,299.2892289,287.4706085,303.2138612,93.336,77.55,119.19,214.3,174.6,273,214.3,174.6,273,101.1942222,90.97444444,118.3533333,233.3577778,209.1888889,275.1777778,233.3577778,209.1888889,275.1777778,6.2,3,8,8,8,8,0,0,0,3.4,2,5,0.190453904,0.09322724,0.2694141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-LLBI-RootCuts,,LLBI,true,false,5,Optimal:5,pass:5,82.756,77.55,87.22,82.6735664,77.47255322,87.13284384,0.001,0.001,0.001,75.00774005,14.70678194,169.843596,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,1950,926,3605,67.8,33,109,0.110559454,0.07949196,0.21695503,66,55,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-PathLLBI,,PathLLBI,false,false,5,Optimal:5,pass:5,82.756,77.55,87.22,82.73968677,77.50569872,87.22,0.001,0.001,0.001,72.5478005,36.2220814,144.3418665,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,0,0,0,5.6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-PathLLBI-RootCuts,,PathLLBI,true,false,5,Optimal:5,pass:5,82.756,77.55,87.22,82.73968677,77.50569872,87.22,0.001,0.001,0.001,74.36883137,40.16647464,141.3634029,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,0,0,0,5.6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders,FPP-Branch-Benders-RootCuts,,None,true,false,5,Feasible:1;Optimal:4,pass:5,82.76,77.55,87.24,82.45496316,77.47245891,86.04055854,0.001,0.001,0.001,135.0043842,65.80498858,300.2785609,82.76,77.55,87.24,189.34,174.6,200.6,189.34,174.6,200.6,92.79088889,90.97444444,94.91888889,213.9555556,209.1888889,218.5444444,213.9555556,209.1888889,218.5444444,8,8,8,8,8,8,3621.2,2777,4846,97.2,64,143,0,0,0,65,52,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
0.02,Expected,FPP-Branch-Benders-Combinatorial,FPP-Branch-Benders-Combinatorial,,Combinatorial,false,true,5,Optimal:5,pass:5,82.756,77.55,87.22,82.73864935,77.55,87.22,0.001,0.001,0.001,50.70310243,38.12779789,67.979271,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,176.6,130,246,21,15,33,0,0,0,0,0,0,176.6,130,246,15583.8,9647,20888,100,100,100,100747.2,77137,128045,25.94851447,20.05812763,32.58715568,,,,,,,,,
0.02,Expected,FPP-SAA,FPP-SAA,fpp_base,None,false,false,5,Optimal:5,pass:5,82.756,77.55,87.22,82.72554167,77.47770833,87.22,0.001,0.001,0.001,20.30335699,13.75056749,28.74740778,82.756,77.55,87.22,191.26,174.6,204.9,191.26,174.6,204.9,92.81022222,90.97444444,94.91888889,214.3044444,209.1888889,218.5444444,214.3044444,209.1888889,218.5444444,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
