experiment_id,case_id,alpha,train_scenario_count,test_scenario_count,method,objective_in_sample,objective_metric,solver_status,best_bound,mip_gap,runtime_seconds,selected_firebreaks,train_expected_burned_area,test_expected_burned_area,test_cvar_burned_area,test_worst_10pct_burned_area,notes
alpha002_case02,0,0.02000000,100,900,FPP-Restricted-Branch-Benders,81.96000000,expected_burned_area_restricted_branch_benders,Optimal,81.88006885,0.00097525,28.96448254,131;153;190;227;264;266;295;326,81.96000000,90.69555556,211.43333333,211.43333333,"Restricted-candidate FPP Branch-and-Benders stage: full. | Master keeps the full eligible firebreak vector and applies candidate upper bounds. | Lazy Benders cuts are generated over the full eligible y-vector. | Generated full-space cuts are stored for activation and cut-pool reuse. | Restricted FPP Branch-Benders master objective is expected burned area. | Preloaded 877 full-space cuts from the restricted-candidate cut pool. | Batch method label FPP-Restricted-Branch-Benders maps to exact-mode restricted-candidate FPP Branch-and-Benders with burn-frequency initialization, eventual full activation, and risk_measure=expected. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case02,0,0.02000000,100,900,FPP-Restricted-Branch-Benders-CVaR,170.90000000,cvar_burned_area_beta_0.9,RestrictedTimeLimit,146.86167604,0.14065725,300.49060736,130;153;206;214;232;266;294;326,86.54000000,93.28777778,213.44444444,213.44444444,"Restricted-candidate FPP Branch-and-Benders stage: full. | Master keeps the full eligible firebreak vector and applies candidate upper bounds. | Lazy Benders cuts are generated over the full eligible y-vector. | Generated full-space cuts are stored for activation and cut-pool reuse. | Restricted FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | Preloaded 3828 full-space cuts from the restricted-candidate cut pool. | Stage reached the assigned restricted-candidate time budget. | Batch method label FPP-Restricted-Branch-Benders-CVaR maps to exact-mode restricted-candidate FPP Branch-and-Benders with burn-frequency initialization, eventual full activation, and risk_measure=cvar. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case02,0,0.02000000,100,900,FPP-Restricted-Branch-Benders-MeanCVaR,127.23000000,mean_cvar_burned_area_beta_0.9_lambda_0.5,RestrictedTimeLimit,118.93372801,0.06520689,300.58646924,130;153;206;214;232;266;295;326,84.76000000,94.44888889,218.74444444,218.74444444,"Restricted-candidate FPP Branch-and-Benders stage: full. | Master keeps the full eligible firebreak vector and applies candidate upper bounds. | Lazy Benders cuts are generated over the full eligible y-vector. | Generated full-space cuts are stored for activation and cut-pool reuse. | Restricted FPP Branch-Benders master objective is a mean-CVaR blend of scenario eta variables. | Preloaded 1981 full-space cuts from the restricted-candidate cut pool. | Stage reached the assigned restricted-candidate time budget. | Batch method label FPP-Restricted-Branch-Benders-MeanCVaR maps to exact-mode restricted-candidate FPP Branch-and-Benders with burn-frequency initialization, eventual full activation, and risk_measure=mean-cvar. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case02,0,0.02000000,100,900,DPV-SAA,3148.76000000,solution_dependent_DPV_unit_weights,Feasible,0.00000000,1.00000000,306.04901707,13;21;22;25;26;31;32;33,144.43000000,134.29888889,308.20000000,308.20000000,"DPV-SAA objective is solution-dependent DPV with unit weights. | DPV product-pair multiplicity is preserved. | z variables are continuous in [0,1]. | Propagation constraints use y_v only when v is eligible. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case02,0,0.02000000,100,900,DPV-Benders,1437.45000000,solution_dependent_DPV_unit_weights_benders,TimeLimit,1162.43000000,0.19132492,306.61258703,130;153;195;232;248;264;294;326,85.49000000,90.45666667,207.10000000,207.10000000,Classical iterative DPV-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the LP relaxation with y_copy fixed to the incumbent y. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | DPV objective uses unit product-pair weights and scenario probabilities in the master. | Benders termination reason: TIME_LIMIT_REACHED. | Largest observed intermediate Benders violation: 11880.000000. | Batch method label DPV-Benders maps to explicit-loop DPV-SAA Benders with LLBI disabled. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case02,0,0.02000000,100,900,Static-DPV,325.77000000,precomputed_static_DPV_unit_weights,NotApplicable,,,0.00184268,325;266;264;132;326;347;306;269,101.49000000,96.27222222,232.86666667,232.86666667,Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case02,0,0.02000000,100,900,Static-DPV-MIP,98.13000000,static_DPV_MIP_unit_downstream_value,ExactTopBudget,98.13000000,0.00000000,0.01028475,325;326;266;264;306;274;132;295,94.09000000,96.01777778,229.93333333,229.93333333,"Static-DPV-MIP uses unit downstream values and closed downstream reachability. | Static-DPV-MIP scores are computed from training scenarios only. | Static-DPV-MIP does not multiply by out-degree, update scores after selection, or discount overlap. | Default treatment_loss is zero; EMPC and treatment-loss constraints are not enabled. | Pure-cardinality Static-DPV-MIP is solved exactly by deterministic top-budget sorting. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case02,0,0.02000000,100,900,Greedy-DPV3,155950.73308820,greedy_DPV3_inverse_weighted_reachability,NotApplicable,,,1.95059624,264;347;242;325;345;225;306;269,105.37000000,95.31888889,238.91111111,238.91111111,"Greedy-DPV3 score = outgoing_frequency_sum(i) * sum_{k reachable from i} 1 / (1 + dist_inv(i,k)); dist_inv uses shortest paths with arc cost 1/frequency. | Greedy-DPV3 scores are initialized once and exactly recomputed only for candidates that can reach the newly blocked node. | Outgoing frequency sums are maintained incrementally as selected firebreak nodes become blocked. | Selected firebreak nodes are treated as blocked for later scoring. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case02,0,0.02000000,100,900,Greedy-DPV2,310169.00000000,greedy_DPV2_frequency_reachability,NotApplicable,,,0.19939398,264;242;347;325;345;162;344;303,111.17000000,99.38555556,251.68888889,251.68888889,Greedy-DPV2 score = outgoing_frequency_sum(i) * closed_reachable_count(i) on the active cumulative graph. | Greedy-DPV2 scores are initialized once and exactly recomputed only for candidates that can reach the newly blocked node. | Outgoing frequency sums are maintained incrementally as selected firebreak nodes become blocked. | Selected firebreak nodes are treated as blocked for later scoring. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case02,0,0.02000000,100,900,Greedy-Betweenness,93646.26109508,greedy_betweenness_unweighted,NotApplicable,,,0.79256318,190;170;210;230;250;270;290;150,106.74000000,101.56555556,228.74444444,228.74444444,Greedy-Betweenness uses unweighted directed Brandes betweenness on the active cumulative graph. | Greedy-Betweenness computes the full unweighted directed Brandes centrality vector once per greedy iteration. | Selected firebreak nodes are treated as blocked for later scoring. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case02,0,0.02000000,100,900,Greedy-Closeness,2.07423348,greedy_closeness_unweighted,NotApplicable,,,0.20568992,32;210;230;211;250;190;212;270,112.34000000,109.65777778,248.45555556,248.45555556,Greedy-Closeness score = reachable_count(i) / sum of unweighted directed distances from i over reachable nodes. | Greedy-Closeness scores are initialized once and exactly recomputed only for candidates that can reach the newly blocked node. | Selected firebreak nodes are treated as blocked for later scoring. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case02,0,0.02000000,100,900,DPV-Branch-Benders,1437.40000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,919.61032282,0.36022657,301.50174474,131;153;190;227;248;264;292;326,84.79000000,90.53000000,207.43333333,207.43333333,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Fractional root user cuts were disabled. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Lifted lower-bound inequalities were disabled. | Batch method label DPV-Branch-Benders maps to callback DPV Branch-and-Benders with LLBI=false and root_user_cuts=false. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case02,0,0.02000000,100,900,DPV-Branch-Benders-LLBI,1397.85000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,1223.14854073,0.12497869,306.17160931,131;153;190;227;252;264;295;326,82.86000000,89.57666667,204.36666667,204.36666667,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Fractional root user cuts were disabled. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Optional lifted lower-bound inequalities were added to the callback master. | Batch method label DPV-Branch-Benders-LLBI maps to callback DPV Branch-and-Benders with LLBI=true and root_user_cuts=false. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case02,0,0.02000000,100,900,DPV-Branch-Benders-RootCuts,1468.16000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,955.02336056,0.34951003,306.12155969,131;153;190;206;252;264;266;326,84.40000000,90.19555556,206.52222222,206.52222222,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Optional fractional Benders user cuts were separated at the root node only. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Lifted lower-bound inequalities were disabled. | Batch method label DPV-Branch-Benders-RootCuts maps to callback DPV Branch-and-Benders with LLBI=false and root_user_cuts=true. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case02,0,0.02000000,100,900,DPV-Branch-Benders-LLBI-RootCuts,1401.22000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,1211.21533963,0.13559945,300.30642083,131;153;206;232;264;266;294;326,83.55000000,89.53888889,203.14444444,203.14444444,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Optional fractional Benders user cuts were separated at the root node only. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Optional lifted lower-bound inequalities were added to the callback master. | Batch method label DPV-Branch-Benders-LLBI-RootCuts maps to callback DPV Branch-and-Benders with LLBI=true and root_user_cuts=true. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0748.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case03,0,0.02000000,100,900,FPP-SAA,74.81000000,expected_burned_area,Optimal,74.81000000,0.00000000,5.07983686,130;192;203;252;264;306;326;372,74.81000000,91.38666667,218.01111111,218.01111111,FPP-SAA objective is expected burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case03,0,0.02000000,100,900,FPP-SAA-CVaR,152.10000000,cvar_burned_area_beta_0.9,Feasible,146.76597102,0.03506922,300.00699865,130;192;252;257;264;288;311;347,79.16000000,91.36111111,215.71111111,215.71111111,"FPP-SAA objective is pure CVaR of burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation warning: expected loss component 96.24 differs from evaluator objective 79.16 (abs_diff=17.08, rel_diff=0.177473). | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case03,0,0.02000000,100,900,FPP-SAA-MeanCVaR,115.43000000,mean_cvar_burned_area_beta_0.9_lambda_0.5,Optimal,115.32826051,0.00088140,131.12590634,130;192;252;257;264;288;311;347,79.16000000,91.36111111,215.71111111,215.71111111,FPP-SAA objective is a mean-CVaR blend of burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case03,0,0.02000000,100,900,FPP-Benders,74.81000000,expected_burned_area_benders_lp_subproblems,TimeLimit,74.63000000,0.00240610,300.58872970,130;192;203;252;264;306;326;372,74.81000000,91.38666667,218.01111111,218.01111111,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | Scenario probabilities are applied in the expected-value master objective. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 336.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case03,0,0.02000000,100,900,FPP-Benders-CVaR,154.90000000,cvar_burned_area_beta_0.9,TimeLimit,148.20000000,0.04325371,300.60222584,130;192;251;257;264;288;311;347,79.77000000,92.61888889,218.05555556,218.05555556,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | FPP-Benders master objective is pure CVaR of scenario eta variables. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 336.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case03,0,0.02000000,100,900,FPP-Benders-MeanCVaR,115.43000000,mean_cvar_burned_area_beta_0.9_lambda_0.5,TimeLimit,113.33500000,0.01814953,300.57058487,130;192;252;257;264;288;311;347,79.16000000,91.36111111,215.71111111,215.71111111,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | FPP-Benders master objective is a mean-CVaR blend of scenario eta variables. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 336.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha002_case03,0,0.02000000,100,900,FPP-Branch-Benders,74.81000000,expected_burned_area_branch_benders_lazy_subproblems,Optimal,74.73641013,0.00098369,26.91517430,130;192;203;252;264;306;326;372,74.81000000,91.38666667,218.01111111,218.01111111,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case03,0,0.02000000,100,900,FPP-Branch-Benders-CVaR,151.70000000,cvar_burned_area_beta_0.9,Feasible,149.83906945,0.01226718,300.00224485,130;192;252;257;264;288;311;347,79.16000000,91.36111111,215.71111111,215.71111111,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-CVaR maps to callback FPP Branch-and-Benders with risk_measure=cvar, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case03,0,0.02000000,100,900,FPP-Branch-Benders-MeanCVaR,115.43000000,mean_cvar_burned_area_beta_0.9_lambda_0.5,Optimal,115.31495148,0.00099670,187.44205672,130;192;252;257;264;288;311;347,79.16000000,91.36111111,215.71111111,215.71111111,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is a mean-CVaR blend of scenario eta variables. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-MeanCVaR maps to callback FPP Branch-and-Benders with risk_measure=mean-cvar, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha002_case03,0,0.02000000,100,900,FPP-Branch-Benders-LLBI,74.81000000,expected_burned_area_branch_benders_lazy_subproblems,Optimal,74.73558084,0.00099478,18.29247568,130;192;203;252;264;306;326;372,74.81000000,91.38666667,218.01111111,218.01111111,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | FPP fractional root user cuts were disabled. | Optional FPP lifted lower-bound inequalities were added to the callback master. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-LLBI maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=true, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
