experiment_id,case_id,alpha,train_scenario_count,test_scenario_count,method,objective_in_sample,objective_metric,solver_status,best_bound,mip_gap,runtime_seconds,selected_firebreaks,train_expected_burned_area,test_expected_burned_area,test_cvar_burned_area,test_worst_10pct_burned_area,notes
alpha003_case00,0,0.03000000,100,900,DPV-Branch-Benders-RootCuts,1114.95000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,550.84981707,0.50594213,303.04493152,109;130;153;166;192;212;245;268;291;313;321;326,71.67000000,80.53888889,182.76666667,182.76666667,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Optional fractional Benders user cuts were separated at the root node only. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Lifted lower-bound inequalities were disabled. | Batch method label DPV-Branch-Benders-RootCuts maps to callback DPV Branch-and-Benders with LLBI=false and root_user_cuts=true. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case00,0,0.03000000,100,900,DPV-Branch-Benders-LLBI-RootCuts,1026.76000000,solution_dependent_DPV_unit_weights_branch_benders,Feasible,761.36057572,0.25848243,301.67009429,131;166;193;208;216;230;245;263;291;306;326;337,67.38000000,78.19777778,183.38888889,183.38888889,Callback-based DPV-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | Optional fractional Benders user cuts were separated at the root node only. | Benders cuts preserve the Phase 13/14 CPLEX dual sign convention. | Optional lifted lower-bound inequalities were added to the callback master. | Batch method label DPV-Branch-Benders-LLBI-RootCuts maps to callback DPV Branch-and-Benders with LLBI=true and root_user_cuts=true. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Train reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case01,0,0.03000000,100,900,FPP-SAA,63.62000000,expected_burned_area,Optimal,63.62000000,0.00000000,94.66595308,116;153;170;185;225;252;264;296;314;326;352;370,63.62000000,80.31111111,188.40000000,188.40000000,FPP-SAA objective is expected burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case01,0,0.03000000,100,900,FPP-SAA-CVaR,136.20000000,cvar_burned_area_beta_0.9,Feasible,100.69468349,0.26068514,300.01756923,116;147;151;170;176;193;203;264;291;314;352;370,71.57000000,84.01222222,188.95555556,188.95555556,"FPP-SAA objective is pure CVaR of burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation warning: expected loss component 88.7 differs from evaluator objective 71.57 (abs_diff=17.13, rel_diff=0.193123). | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-SAA-MeanCVaR,101.62500000,mean_cvar_burned_area_beta_0.9_lambda_0.5,Feasible,85.85760183,0.15515275,300.01318322,116;145;147;153;171;191;234;264;287;314;326;352,69.05000000,81.81666667,180.75555556,180.75555556,FPP-SAA objective is a mean-CVaR blend of burned area over loaded scenarios. | Propagation constraints use y_v only when v is eligible. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case01,0,0.03000000,100,900,FPP-Benders,65.71000000,expected_burned_area_benders_lp_subproblems,TimeLimit,59.31000000,0.09739766,300.38161310,116;151;170;185;225;245;252;296;314;327;347;370,65.71000000,82.21444444,191.51111111,191.51111111,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | Scenario probabilities are applied in the expected-value master objective. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 352.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case01,0,0.03000000,100,900,FPP-Benders-CVaR,147.90000000,cvar_burned_area_beta_0.9,TimeLimit,99.60000000,0.32657201,300.34451215,90;154;176;189;203;225;254;293;306;314;326;370,72.21000000,81.68333333,186.70000000,186.70000000,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | FPP-Benders master objective is pure CVaR of scenario eta variables. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 352.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case01,0,0.03000000,100,900,FPP-Benders-MeanCVaR,110.68500000,mean_cvar_burned_area_beta_0.9_lambda_0.5,TimeLimit,82.11500000,0.25811989,300.46486228,126;154;170;176;191;203;234;264;290;326;347;352,71.87000000,80.58888889,180.30000000,180.30000000,Classical iterative FPP-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the FPP LP relaxation with y_copy fixed to the incumbent y. | FPP recourse objective is unweighted burned area sum_i x_i for each scenario. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | FPP-Benders master objective is a mean-CVaR blend of scenario eta variables. | Benders termination reason: TIME_LIMIT_REACHED. | FPP lifted lower-bound inequalities were disabled. | Largest observed intermediate Benders violation: 352.000000. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders,64.41000000,expected_burned_area_branch_benders_lazy_subproblems,Feasible,60.44178442,0.06160869,300.01638422,116;153;170;183;185;206;252;264;296;314;326;370,64.41000000,79.72888889,188.22222222,188.22222222,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders-CVaR,130.90000000,cvar_burned_area_beta_0.9,Feasible,94.98819656,0.27434533,300.00488793,116;147;153;176;187;203;255;264;293;314;332;370,71.37000000,85.25777778,194.68888889,194.68888889,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-CVaR maps to callback FPP Branch-and-Benders with risk_measure=cvar, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders-MeanCVaR,104.81000000,mean_cvar_burned_area_beta_0.9_lambda_0.5,Feasible,79.46996286,0.24177118,300.00638612,116;145;147;151;170;225;255;264;290;314;325;370,68.32000000,82.66111111,188.61111111,188.61111111,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is a mean-CVaR blend of scenario eta variables. | FPP fractional root user cuts were disabled. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-MeanCVaR maps to callback FPP Branch-and-Benders with risk_measure=mean-cvar, LLBI=false, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders-LLBI,63.80000000,expected_burned_area_branch_benders_lazy_subproblems,Feasible,60.33417262,0.05432331,300.13003332,116;153;170;185;203;225;252;264;296;314;326;370,63.80000000,79.68222222,186.93333333,186.93333333,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | FPP fractional root user cuts were disabled. | Optional FPP lifted lower-bound inequalities were added to the callback master. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-LLBI maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=true, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders-RootCuts,63.80000000,expected_burned_area_branch_benders_lazy_subproblems,Feasible,60.56041060,0.05077726,300.00182739,116;153;170;185;203;225;252;264;296;314;326;370,63.80000000,79.68222222,186.93333333,186.93333333,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | Optional FPP fractional Benders user cuts were separated at the root node only. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-RootCuts maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=false, root_user_cuts=true. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders-LLBI-RootCuts,65.40000000,expected_burned_area_branch_benders_lazy_subproblems,Feasible,60.46504193,0.07545807,301.40246269,71;147;153;170;183;255;264;296;314;326;347;370,65.40000000,81.79444444,194.83333333,194.83333333,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is expected burned area. | Optional FPP fractional Benders user cuts were separated at the root node only. | Optional FPP lifted lower-bound inequalities were added to the callback master. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-LLBI-RootCuts maps to callback FPP Branch-and-Benders with risk_measure=expected, LLBI=true, root_user_cuts=true. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders-CVaR-LLBI,134.30000000,cvar_burned_area_beta_0.9,Feasible,95.55315310,0.28850966,300.15364084,147;154;172;176;191;203;253;264;288;314;332;347,69.95000000,80.12777778,179.44444444,179.44444444,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | FPP fractional root user cuts were disabled. | Optional FPP lifted lower-bound inequalities were added to the callback master. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-CVaR-LLBI maps to callback FPP Branch-and-Benders with risk_measure=cvar, LLBI=true, root_user_cuts=false. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders-CVaR-RootCuts,139.90000000,cvar_burned_area_beta_0.9,Feasible,96.96513870,0.30689679,300.00663249,111;116;147;189;194;203;235;264;290;314;326;352,71.17000000,81.54555556,187.32222222,187.32222222,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | Optional FPP fractional Benders user cuts were separated at the root node only. | FPP lifted lower-bound inequalities were disabled. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-CVaR-RootCuts maps to callback FPP Branch-and-Benders with risk_measure=cvar, LLBI=false, root_user_cuts=true. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Branch-Benders-CVaR-LLBI-RootCuts,132.10000000,cvar_burned_area_beta_0.9,Feasible,98.15581553,0.25695825,300.14834647,116;149;153;176;189;203;253;264;290;314;326;352,69.47000000,82.88777778,186.20000000,186.20000000,"Callback-based FPP-SAA Branch-and-Benders-cut solver. | Lazy Benders optimality cuts are generated only at integer candidate incumbents. | FPP recourse objective is burned area from scenario LP subproblems. | FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | Optional FPP fractional Benders user cuts were separated at the root node only. | Optional FPP lifted lower-bound inequalities were added to the callback master. | Callback FPP Branch-and-Benders is separate from explicit-loop FPP-Benders. | Batch method label FPP-Branch-Benders-CVaR-LLBI-RootCuts maps to callback FPP Branch-and-Benders with risk_measure=cvar, LLBI=true, root_user_cuts=true. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Restricted-Branch-Benders,,expected_burned_area_restricted_branch_benders,RestrictedTimeLimit,87.80767727,0.00150469,305.13403589,142;163;185;204;206;245;266;286;304;306;307;344,87.94000000,90.68444444,228.23333333,228.23333333,"Restricted-candidate FPP Branch-and-Benders stage: restricted. | Master keeps the full eligible firebreak vector and applies candidate upper bounds. | Lazy Benders cuts are generated over the full eligible y-vector. | Generated full-space cuts are stored for activation and cut-pool reuse. | Restricted FPP Branch-Benders master objective is expected burned area. | Stage reached the assigned restricted-candidate time budget. | Batch method label FPP-Restricted-Branch-Benders maps to exact-mode restricted-candidate FPP Branch-and-Benders with burn-frequency initialization, eventual full activation, and risk_measure=expected. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Restricted-Branch-Benders-CVaR,132.90000000,cvar_burned_area_beta_0.9,RestrictedTimeLimit,93.73503589,0.29469499,300.96497761,116;147;151;170;176;193;203;264;291;317;332;370,73.23000000,84.63888889,189.83333333,189.83333333,"Restricted-candidate FPP Branch-and-Benders stage: full. | Master keeps the full eligible firebreak vector and applies candidate upper bounds. | Lazy Benders cuts are generated over the full eligible y-vector. | Generated full-space cuts are stored for activation and cut-pool reuse. | Restricted FPP Branch-Benders master objective is pure CVaR of scenario eta variables. | Preloaded 6593 full-space cuts from the restricted-candidate cut pool. | Stage reached the assigned restricted-candidate time budget. | Batch method label FPP-Restricted-Branch-Benders-CVaR maps to exact-mode restricted-candidate FPP Branch-and-Benders with burn-frequency initialization, eventual full activation, and risk_measure=cvar. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,FPP-Restricted-Branch-Benders-MeanCVaR,100.48500000,mean_cvar_burned_area_beta_0.9_lambda_0.5,RestrictedTimeLimit,79.52118712,0.20862629,302.15334783,116;147;153;171;191;203;234;264;290;314;326;352,68.27000000,81.25888889,180.48888889,180.48888889,"Restricted-candidate FPP Branch-and-Benders stage: full. | Master keeps the full eligible firebreak vector and applies candidate upper bounds. | Lazy Benders cuts are generated over the full eligible y-vector. | Generated full-space cuts are stored for activation and cut-pool reuse. | Restricted FPP Branch-Benders master objective is a mean-CVaR blend of scenario eta variables. | Preloaded 4434 full-space cuts from the restricted-candidate cut pool. | Stage reached the assigned restricted-candidate time budget. | Batch method label FPP-Restricted-Branch-Benders-MeanCVaR maps to exact-mode restricted-candidate FPP Branch-and-Benders with burn-frequency initialization, eventual full activation, and risk_measure=mean-cvar. | FppRecourseEvaluator validation passed for final selected firebreaks. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,DPV-SAA,3039.42000000,solution_dependent_DPV_unit_weights,Feasible,0.00000000,1.00000000,303.77062804,13;21;22;25;26;31;32;33;34;41;42;43,130.36000000,134.21555556,305.98888889,305.98888889,"DPV-SAA objective is solution-dependent DPV with unit weights. | DPV product-pair multiplicity is preserved. | z variables are continuous in [0,1]. | Propagation constraints use y_v only when v is eligible. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation."
alpha003_case01,0,0.03000000,100,900,DPV-Benders,1070.00000000,solution_dependent_DPV_unit_weights_benders,TimeLimit,505.21000000,0.52784112,305.85269549,71;153;189;194;224;236;264;273;288;314;326;347,68.80000000,80.99444444,189.12222222,189.12222222,Classical iterative DPV-SAA Benders decomposition; no callbacks or lazy cuts. | Master solves binary y and per-scenario eta variables to optimality at each iteration. | Scenario subproblems solve the LP relaxation with y_copy fixed to the incumbent y. | Benders cuts use CPLEX equality-row duals directly: eta_s >= Q_s(ybar) + pi*(y-ybar). | DPV objective uses unit product-pair weights and scenario probabilities in the master. | Benders termination reason: TIME_LIMIT_REACHED. | Largest observed intermediate Benders violation: 14509.000000. | Batch method label DPV-Benders maps to explicit-loop DPV-SAA Benders with LLBI disabled. | Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
alpha003_case01,0,0.03000000,100,900,Static-DPV,412.03000000,precomputed_static_DPV_unit_weights,NotApplicable,,,0.00149681,326;264;306;256;283;347;297;295;168;370;327;372,85.47000000,89.03777778,218.77777778,218.77777778,Train reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: IgnitionsHistory/ignitions_log.csv has one numeric column; assuming line number is the scenario ID. | Test reader warning: No arcs parsed from MessagesFile0291.csv. | Test reader warning: No arcs parsed from MessagesFile0616.csv. | Test reader warning: No arcs parsed from MessagesFile0665.csv. | Test reader warning: No arcs parsed from MessagesFile0748.csv. | Test scenarios were used only for out-of-sample evaluation.
