experiment_id,run_id,case_id,landscape,instance_name,instance_group,method,objective_type,risk_measure,alpha,cvar_beta,cvar_lambda,seed,train_count,test_count,train_graph_rt_ratio,train_graph_adag_ratio,train_graph_gdg_ratio,train_graph_nfr_ratio,train_graph_empty_ratio,test_graph_rt_ratio,test_graph_adag_ratio,test_graph_gdg_ratio,test_graph_nfr_ratio,test_graph_empty_ratio,instance_graph_rt_ratio,instance_graph_adag_ratio,instance_graph_gdg_ratio,instance_graph_nfr_ratio,instance_graph_empty_ratio,time_limit_sec,threads,solver_status,termination_reason,has_incumbent,objective_value,best_bound,mip_gap,runtime_sec,wall_time_sec,num_nodes,num_iterations,lp_relaxation_value,lp_relaxation_value_initial,lp_relaxation_value_final,lp_relaxation_improvement_abs,lp_relaxation_improvement_pct,uses_llbi,uses_root_cuts,uses_coverage_llbi,uses_path_llbi,uses_projected_coverage_llbi,uses_projected_path_llbi,uses_projected_llbi_poly,uses_projected_llbi_exp,uses_combinatorial_benders,combinatorial_benders_scenario_order,uses_global_dominance,uses_conditional_zero_benefit_fixing,benders_lazy_cuts_added,root_user_cuts_added,llbi_cuts_added,coverage_llbi_cuts_added,path_llbi_cuts_added,projected_llbi_cuts_added,projected_llbi_total_nonzeros,combinatorial_benders_cuts_added,dominator_cuts_added,separator_cuts_added,global_dominance_candidates_removed,conditional_zero_benefit_fixings_attempted,conditional_zero_benefit_fixings_applied,num_variables,num_constraints,num_binary_variables,num_continuous_variables,train_expected_burned_area,test_expected_burned_area,train_cvar_burned_area,test_cvar_burned_area,train_worst10_burned_area,test_worst10_burned_area,train_eval_runtime_sec,test_eval_runtime_sec,paired_reburn_train_expected_burned_area,paired_reburn_train_cvar_burned_area,paired_reburn_train_worst10_burned_area,paired_reburn_train_eval_runtime_sec
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-CVaR-RootCuts,cvar,cvar,0.01,0.9,1.0,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Optimal,,1,261.55000000,261.29116104,0.00098963,36.83834336,40.746735,2018,114808,,,,0.00000000,0.00000000,0,1,0,0,0,0,0,0,0,,0,0,8127,,0,0,0,0,0,0,0,0,0,0,0,1201,8783,,,141.52750000,141.22700000,,,261.55000000,267.82000000,0.03594743,0.09271123,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-CVaR,cvar,cvar,0.01,0.9,1.0,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Optimal,,1,261.55000000,261.36630802,0.00070232,108.24775954,113.643061,171,36170,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-asc,0,0,463,0,0,0,0,0,0,11180,0,0,0,0,0,1201,11581,,,141.52750000,141.22700000,,,261.55000000,267.82000000,0.04581978,0.11827461,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-CVaR-EtaDesc,cvar,cvar,0.01,0.9,1.0,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Optimal,,1,261.55000000,261.55000000,0.00000000,72.19609338,77.027092,104,31821,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,414,0,0,0,0,0,0,9709,0,0,0,0,0,1201,10110,,,141.52750000,141.22700000,,,261.55000000,267.82000000,0.04335421,0.11045426,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-SAA-CVaR,cvar,cvar,0.01,0.9,1.0,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Feasible,,1,395.00000000,242.29357355,0.38659855,1800.05368955,1805.110488,3,0,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160801,111692,,,147.98000000,144.39100000,,,309.80000000,299.41000000,0.05302028,0.13071593,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial,expected,expected,0.01,0.9,1.0,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Optimal,,1,130.57000000,130.57000000,0.00000000,24.14970403,28.765883,7,7336,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-asc,0,0,861,0,0,0,0,0,0,10277,0,0,0,0,0,800,10278,,,130.57000000,133.25700000,,,280.50000000,285.15000000,0.04302506,0.09949761,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-EtaDesc,expected,expected,0.01,0.9,1.0,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Optimal,,1,130.57000000,130.57000000,0.00000000,24.39646079,28.175233,5,8748,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,954,0,0,0,0,0,0,10889,0,0,0,0,0,800,10890,,,130.57000000,133.25700000,,,280.50000000,285.15000000,0.03218486,0.08169660,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-SAA,expected,expected,0.01,0.9,1.0,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Optimal,,1,130.57000000,130.57000000,0.00000000,823.89382428,829.384813,5,0,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160400,111292,,,130.57000000,133.25700000,,,280.50000000,285.15000000,0.04986833,0.12861395,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-MeanCVaR,mean_cvar,mean-cvar,0.01,0.9,0.5,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Optimal,,1,201.53875000,201.53875000,0.00000000,75.86757065,80.673530,85,44302,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-asc,0,0,540,0,0,0,0,0,0,14607,0,0,0,0,0,1201,15008,,,141.52750000,141.22700000,,,261.55000000,267.82000000,0.04360586,0.11141137,,,,
fpp_new_instances_scaling_new20x20,,case00,new20x20,new20x20,shortest_path,FPP-Branch-Benders-Combinatorial-MeanCVaR-EtaDesc,mean_cvar,mean-cvar,0.01,0.9,0.5,20260929,400,1000,0.142500,0.852500,0.000000,0.000000,0.005000,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.852500,0.000000,0.000000,0.005000,1800,1,Optimal,,1,201.53875000,201.53875000,0.00000000,54.56699615,58.224901,92,36714,,,,0.00000000,0.00000000,0,0,0,0,0,0,0,0,1,eta-desc,0,0,497,0,0,0,0,0,0,10856,0,0,0,0,0,1201,11257,,,141.52750000,141.22700000,,,261.55000000,267.82000000,0.03198227,0.07801422,,,,
fpp_new_instances_scaling_new20x20,,case01,new20x20,new20x20,shortest_path,FPP-Branch-Benders-CVaR-RootCuts,cvar,cvar,0.01,0.9,1.0,20261929,400,1000,0.142500,0.855000,0.000000,0.000000,0.002500,0.134000,0.850000,0.000000,0.000000,0.016000,0.142500,0.855000,0.000000,0.000000,0.002500,1800,1,Optimal,,1,262.52500000,262.27322664,0.00095905,39.87562664,45.388921,2350,122115,,,,0.00000000,0.00000000,0,1,0,0,0,0,0,0,0,,0,0,6661,,0,0,0,0,0,0,0,0,0,0,0,1201,7335,,,139.07500000,141.90800000,,,262.52500000,266.26000000,0.04712656,0.12500842,,,,
